erp_amplitude_relative_preservation,erp_latency_relative_preservation,fold,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,oracle_nondeployable,output_input_RMS_ratio,outputs_frozen_before_query_imu_scoring,participant,protocol,query_event_used_for_inference,query_imu_used_for_inference,query_session,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation,status,task
1.0,1.0,1,RAW,0.0,1.0,0.0,False,1.0,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.0,0.0,nan,nan,success,ERP
0.8052834340413847,0.970703125,1,STRONG-POP,-0.008912868797779083,0.8066213876008987,0.22692032158374786,False,0.9222447276115417,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.14141804494226398,0.14986109171554673,nan,nan,success,ERP
0.7782152179942134,0.970703125,1,DET-NULL,-0.007880192250013351,0.8358736783266068,0.1886436939239502,False,0.927463173866272,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.14091313372189126,0.1334330856477924,nan,nan,success,ERP
0.80609863381262,1.0,1,DET-MATCH,-0.017755966633558273,0.8591877669095993,0.15765100717544556,False,0.9464784264564514,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.1148131512753531,0.11092943802588912,nan,nan,success,ERP
0.7884873971922952,1.0,1,DET-WRONG-1,-0.0014864839613437653,0.8617606461048126,0.15328049659729004,False,0.9421817660331726,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.12416546867206772,0.11222818908421314,nan,nan,success,ERP
0.8104124561936529,1.0,1,DET-WRONG-2,-0.02177891507744789,0.8560355454683304,0.16379989683628082,False,0.9469590187072754,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.1070315338735469,0.1226640450250634,nan,nan,success,ERP
0.8081015850102449,1.0,1,DET-WRONG-3,-0.0056259967386722565,0.8514917641878128,0.16321498155593872,False,0.943588137626648,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.11345570299253167,0.11887465886547623,nan,nan,success,ERP
0.7986507534738997,1.0,1,TEMPORAL-SHUFFLED,-0.005348950624465942,0.8650557845830917,0.1503347009420395,False,0.944811999797821,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.11733534738763397,0.10901199633507738,nan,nan,success,ERP
0.9849287354398774,1.0,1,ASR-LIKE,-0.0003274865448474884,0.6453307867050171,0.2143733650445938,False,0.9540088772773743,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.48913110795284126,0.29513879474043336,nan,nan,success,ERP
0.9246233944153404,1.0,1,ORACLE-QUERY-IMU,0.040106612257659435,0.7197957932949066,0.3138997256755829,True,0.9494566917419434,True,sub-07,S0_STATIC_XSESSION,False,False,ses-03,0.09621354599030121,0.19552211271997397,nan,nan,success,ERP
1.0,1.0,1,RAW,0.0,1.0,0.0,False,1.0,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.0,0.0,nan,nan,success,ERP
0.9939499608418997,0.9609375,1,STRONG-POP,0.0046698302030563354,0.7976685464382172,0.17480024695396423,False,0.9679045677185059,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.1187446908333819,0.1528487471267294,nan,nan,success,ERP
0.8200026367397405,1.0,1,DET-NULL,0.0013189911842346191,0.8125249743461609,0.1657310426235199,False,0.9611431360244751,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.13133658127206888,0.14622583877822315,nan,nan,success,ERP
-0.8280442737526916,0.912109375,1,DET-MATCH,-0.010631732642650604,0.8277653008699417,0.1515786051750183,False,0.9767928719520569,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.12542403482730632,0.1329843928539313,nan,nan,success,ERP
0.8837928222620481,1.0,1,DET-WRONG-1,0.015084400773048401,0.8279006779193878,0.14957334101200104,False,0.974324643611908,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.1271174411681581,0.13041983445732827,nan,nan,success,ERP
0.8592380262305301,1.0,1,DET-WRONG-2,-0.013143196702003479,0.8288472294807434,0.15275149047374725,False,0.9699739217758179,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.11223873401345695,0.1346925828878324,nan,nan,success,ERP
0.8787925010534907,0.9609375,1,DET-WRONG-3,0.0053462982177734375,0.8431648761034012,0.13535122573375702,False,0.971034049987793,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.0996541296117679,0.11991088459051173,nan,nan,success,ERP
0.8706426592002358,1.0,1,TEMPORAL-SHUFFLED,0.010850735008716583,0.8298509120941162,0.14815852046012878,False,0.9753224849700928,True,sub-07,S0_STATIC_XSESSION,False,False,ses-04,0.1263961536519386,0.12936688434883706,nan,nan,success,ERP
