coverage,dataset,exact_cell,oracle_utility_vs_pop,role,selected_preservation_rate,selected_windows,unit_id,window_count
0.8,sgeyesub,study05|layout_05|256,0.0076844713756628385,hindsight_oracle_query_outcome_diagnostic_only,0.7241379310344828,58,study05/study05_p24,72
1.0,sgeyesub,study05|layout_05|256,-0.00418628445001907,hindsight_oracle_query_outcome_diagnostic_only,0.7361111111111112,72,study05/study05_p24,72
0.5,sgeyesub,study05|layout_05|256,0.008348130604467688,hindsight_oracle_query_outcome_diagnostic_only,0.6875,32,study05/study05_p40,64
0.8,sgeyesub,study05|layout_05|256,0.00391416420998734,hindsight_oracle_query_outcome_diagnostic_only,0.7647058823529411,51,study05/study05_p40,64
1.0,sgeyesub,study05|layout_05|256,-0.006698147591680085,hindsight_oracle_query_outcome_diagnostic_only,0.71875,64,study05/study05_p40,64
0.5,sgeyesub,study05|layout_05|256,0.012357209366583062,hindsight_oracle_query_outcome_diagnostic_only,0.8421052631578947,38,study05/study05_p41,76
0.8,sgeyesub,study05|layout_05|256,0.010511361597614713,hindsight_oracle_query_outcome_diagnostic_only,0.8360655737704918,61,study05/study05_p41,76
1.0,sgeyesub,study05|layout_05|256,0.002943184443580122,hindsight_oracle_query_outcome_diagnostic_only,0.7894736842105263,76,study05/study05_p41,76
0.5,sgeyesub,study05|layout_05|256,0.007951259183996858,hindsight_oracle_query_outcome_diagnostic_only,0.675,40,study05/study05_p43,80
0.8,sgeyesub,study05|layout_05|256,0.0027647530238012396,hindsight_oracle_query_outcome_diagnostic_only,0.71875,64,study05/study05_p43,80
1.0,sgeyesub,study05|layout_05|256,-0.006041815995896053,hindsight_oracle_query_outcome_diagnostic_only,0.7,80,study05/study05_p43,80
0.5,sgeyesub,study05|layout_05|256,0.0135143660288067,hindsight_oracle_query_outcome_diagnostic_only,0.8529411764705882,34,study05/study05_p44,68
0.8,sgeyesub,study05|layout_05|256,0.00816198040181986,hindsight_oracle_query_outcome_diagnostic_only,0.7777777777777778,54,study05/study05_p44,68
1.0,sgeyesub,study05|layout_05|256,-0.005854305819677441,hindsight_oracle_query_outcome_diagnostic_only,0.8088235294117647,68,study05/study05_p44,68
0.5,sgeyesub,study05|layout_05|256,0.013442736306882506,hindsight_oracle_query_outcome_diagnostic_only,0.8666666666666667,30,study05/study05_p45,60
0.8,sgeyesub,study05|layout_05|256,0.006784639081389166,hindsight_oracle_query_outcome_diagnostic_only,0.8333333333333334,48,study05/study05_p45,60
1.0,sgeyesub,study05|layout_05|256,-0.012562840139784905,hindsight_oracle_query_outcome_diagnostic_only,0.7333333333333333,60,study05/study05_p45,60
0.5,sgeyesub,study05|layout_05|256,0.008800498871601326,hindsight_oracle_query_outcome_diagnostic_only,0.8,40,study05/study05_p46,80
0.8,sgeyesub,study05|layout_05|256,0.00108926636953911,hindsight_oracle_query_outcome_diagnostic_only,0.84375,64,study05/study05_p46,80
1.0,sgeyesub,study05|layout_05|256,-0.014059341006363352,hindsight_oracle_query_outcome_diagnostic_only,0.7625,80,study05/study05_p46,80
0.5,sgeyesub,study05|layout_05|256,0.019352251684468847,hindsight_oracle_query_outcome_diagnostic_only,0.8888888888888888,36,study05/study05_p47,72
0.8,sgeyesub,study05|layout_05|256,0.01416658575202622,hindsight_oracle_query_outcome_diagnostic_only,0.8793103448275862,58,study05/study05_p47,72
1.0,sgeyesub,study05|layout_05|256,0.004220027096329616,hindsight_oracle_query_outcome_diagnostic_only,0.9027777777777778,72,study05/study05_p47,72
0.5,sgeyesub,study05|layout_05|256,0.005004199466895032,hindsight_oracle_query_outcome_diagnostic_only,0.7647058823529411,34,study05/study05_p48,68
0.8,sgeyesub,study05|layout_05|256,-0.0005774844242882608,hindsight_oracle_query_outcome_diagnostic_only,0.8148148148148148,54,study05/study05_p48,68
1.0,sgeyesub,study05|layout_05|256,-0.023154331819093727,hindsight_oracle_query_outcome_diagnostic_only,0.8088235294117647,68,study05/study05_p48,68
0.5,sgeyesub,study05|layout_05|256,0.006901001465427144,hindsight_oracle_query_outcome_diagnostic_only,0.8928571428571429,28,study05/study05_p49,56
0.8,sgeyesub,study05|layout_05|256,-0.0035293975771538274,hindsight_oracle_query_outcome_diagnostic_only,0.9111111111111111,45,study05/study05_p49,56
1.0,sgeyesub,study05|layout_05|256,-0.024242838066062176,hindsight_oracle_query_outcome_diagnostic_only,0.9107142857142857,56,study05/study05_p49,56
0.5,sgeyesub,study05|layout_05|256,0.005027842185380745,hindsight_oracle_query_outcome_diagnostic_only,0.7333333333333333,30,study05/study05_p50,60
0.8,sgeyesub,study05|layout_05|256,-0.004792736717880782,hindsight_oracle_query_outcome_diagnostic_only,0.7916666666666666,48,study05/study05_p50,60
1.0,sgeyesub,study05|layout_05|256,-0.021059261456869593,hindsight_oracle_query_outcome_diagnostic_only,0.7666666666666667,60,study05/study05_p50,60
