bootstrap_ci_high,bootstrap_ci_low,dataset,estimand,mean,median,not_deployable,positive_units,statistical_units
-0.005799769770598284,-0.033773775287473856,klados,oracle_subject_calibration,-0.01765577124261555,-0.010410225063951978,True,3,16
0.06889978774841364,0.006564180743286108,klados,oracle_subject_specificity,0.03674484426960518,0.03316049155227843,True,12,16
-0.003244975678662163,-0.020657180663511285,sgeyesub,oracle_subject_calibration,-0.011180914264808687,-0.0017819683361927907,True,22,58
0.0155081247135996,-0.0010528197642864698,sgeyesub,oracle_subject_specificity,0.00772418767259611,0.006252843445310463,True,46,58
