coverage_denominator,dataset,mean_artifact_reconstruction_relative_error,mean_clean_waveform_RRMSE,mean_clean_waveform_correlation,mean_condition_erp_observation_relative_preservation,mean_delta_SNR_db,mean_eog_coherence_reduction,mean_nonartifact_observation_preservation,mean_observation_change_ratio,mean_output_input_RMS_ratio,mean_output_observation_correlation,mean_reference_free_covariance_distortion,mean_reference_free_psd_distortion,median_artifact_reconstruction_relative_error,median_clean_waveform_RRMSE,median_clean_waveform_correlation,median_condition_erp_observation_relative_preservation,median_delta_SNR_db,median_eog_coherence_reduction,median_nonartifact_observation_preservation,median_observation_change_ratio,median_output_input_RMS_ratio,median_output_observation_correlation,median_reference_free_covariance_distortion,median_reference_free_psd_distortion,method,success_units
16,klados,0.39525582486058347,0.5093490835573329,0.882201739701377,,8.2623549360128,,,0.7827693844266226,0.6815710919766834,,,,0.38557721391369293,0.47846234751141636,0.8995693684703678,,8.278872600035704,,,0.7755194685347526,0.6761993620476958,,,,D-MATCH,16
16,klados,0.36729678463144805,0.47178838159138503,0.894220841297215,,8.885086552353798,,,0.7786595611251019,0.6614591742633558,,,,0.35861023227422173,0.43971993978088586,0.9114490656561555,,8.907724855623261,,,0.8024905028283732,0.6470069925194359,,,,D-MATCH-BETA1,16
16,klados,0.43027708930466035,0.5540513181723595,0.8676209696273427,,7.5403584242261035,,,0.7919866712240459,0.7000539235407309,,,,0.4050773777511354,0.5107918956152768,0.8880778191363765,,7.850338755402961,,,0.7882531765308244,0.7157677453006985,,,,D-MATCH-G1,16
16,klados,0.39761550294676185,0.5120193272998923,0.8815692245226078,,8.200166862423357,,,0.7823686213222634,0.6827835606965205,,,,0.389296941498667,0.4760197338781421,0.9002625269833955,,8.194572559216125,,,0.761332239761202,0.6791757070386021,,,,D-MATCH-K1,16
16,klados,0.6824893450882157,0.8733051698309627,0.7657995445521717,,3.7053704190157473,,,0.8678131251714795,0.8207389278854147,,,,0.5954507409964509,0.7445471402704082,0.7984186329133387,,4.504564853111098,,,0.840153953722767,0.7643105056185304,,,,D-MATCH-RHO1,16
16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,,D-POP-CONTEXT,16
16,klados,0.4206330446080688,0.5433064564418526,0.8696999855119124,,7.717751106912756,,,0.7804052580818845,0.6924540327337366,,,,0.3883312011983215,0.5216438469874158,0.8851525928028412,,8.216093422505105,,,0.7930264474572396,0.7091897827548448,,,,D-WRONG-1,16
16,klados,0.45153694446505455,0.5799925815943914,0.8573283163689716,,7.054138566380075,,,0.772885289827171,0.7032387469277621,,,,0.4462502944630915,0.5564678907788525,0.8679488187785677,,7.008434351034669,,,0.7664158928228639,0.7154499340815704,,,,D-WRONG-2,16
16,klados,0.37434468776083474,0.483549887241039,0.891847433740564,,8.719798792953192,,,0.7482467921519229,0.6754278440516424,,,,0.36342603418902475,0.44444234352753637,0.9114062566604685,,8.797638152611373,,,0.743172370067205,0.6614371908011747,,,,D-WRONG-3,16
16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,,POP-FALLBACK,16
16,klados,1.0000000002513123,1.29480746477021,0.6301623066247016,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,,1.000000000138356,1.2727797761737953,0.6025784984638758,,-1.2017458533389733e-09,,,2.5487843111126027e-08,1.0000000001248515,,,,RAW,16
16,klados,0.39022865032264054,0.5030515816823635,0.8871371310260161,,8.360140786070799,,,0.7556512420114936,0.6867934516595595,,,,0.3789166287107999,0.47399613706693283,0.9040608064022887,,8.434391626766772,,,0.7361796314526957,0.6812740769325791,,,,U-MATCH,16
16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,,U-POP-CONTEXT,16
59,sgeyesub,,,,0.21512051389559758,,0.29863551007534983,0.7721473567307532,0.6282569467483653,0.7865514965102782,0.7581374229700315,0.0806262443508435,0.6868116729625587,,,,0.22940373014492393,,0.29738650668695976,0.8269321680925493,0.6181625632321621,0.7966001903683346,0.7870549540949111,0.057636361792258034,0.3552691218540316,D-MATCH,58
59,sgeyesub,,,,0.14836591329427667,,0.2986692722216581,0.7572067523174973,0.6857648070939399,0.7749310957124844,0.70814078233783,0.10777482608175057,0.6757809845159634,,,,0.15074187975539816,,0.2966137894702279,0.8126690279560189,0.6846049802082551,0.7815121277143342,0.7364233489194852,0.08856721953813307,0.3705970396139822,D-MATCH-BETA1,58
59,sgeyesub,,,,0.21009150215563838,,0.29585589441147986,0.737006229862857,0.6316710846347388,0.8007211128508291,0.7583660923006534,0.07759510396337019,1.988379032448619,,,,0.23049127976842898,,0.29608650773426226,0.7904341107963055,0.6210325745031591,0.8080564940746819,0.7850585156457157,0.05223799192520551,0.7796646730255195,D-MATCH-G1,58
59,sgeyesub,,,,0.21470345326607138,,0.29898187131028164,0.7715820806849368,0.6287823835153382,0.78689588801509,0.7578156359989647,0.0803510884336682,0.6882579324254258,,,,0.229219611249676,,0.29769171496563485,0.8275165208061381,0.6183927570969889,0.7967822739300912,0.7868644796883772,0.05751928243179549,0.3568179256159797,D-MATCH-K1,58
59,sgeyesub,,,,0.1653155261907045,,0.2201987309202991,0.7137444828110591,0.662487847362683,0.8763785297310507,0.7486485474035603,0.09068008852692859,3.027741079948325,,,,0.2261715388203952,,0.23887230402262438,0.7663127257338374,0.6151062085617418,0.8619452613076303,0.7922437458548386,0.05422968940332697,1.1691667158418202,D-MATCH-RHO1,58
59,sgeyesub,,,,0.19391765495164362,,0.3220831683383811,0.7727446409694222,0.6469553469586171,0.7736561404904756,0.7425760432852001,0.09344274802909529,0.5752889436950265,,,,0.20742325618948693,,0.3234336006582645,0.8269488211835709,0.6379411080771321,0.7797463767889599,0.7701751590185353,0.06571984776745207,0.2797214754898074,D-POP-CONTEXT,58
59,sgeyesub,,,,0.22259272233127073,,0.29754247768477887,0.7731716516332086,0.62332723412102,0.7880635000119448,0.7629569128154566,0.07980347254366714,0.6803078913978002,,,,0.22800903759710134,,0.31021353057943385,0.8299136078085768,0.6084346355321488,0.7967837212331297,0.7947477550890578,0.056895080507196064,0.35688088101538584,D-WRONG-1,58
59,sgeyesub,,,,0.2173191832658821,,0.2956661375899557,0.7723075551272118,0.6257507538400873,0.7899838814507012,0.7622104126460681,0.08014459461952092,0.6826154796532596,,,,0.24264474396096603,,0.3060090244415401,0.8288902974179174,0.6052446980613357,0.7963883599403576,0.7964205050368527,0.05412200498179481,0.3620791721186979,D-WRONG-2,58
59,sgeyesub,,,,0.21809211159235659,,0.2957451237263491,0.7727588186802651,0.6264206109520658,0.787845916311293,0.7590350857993128,0.08155514415720197,0.6856827396873663,,,,0.22815623074247549,,0.3022261108805806,0.828359990041752,0.6124861446172299,0.7970842342663536,0.7918911817652377,0.055862750868612435,0.3562240791577075,D-WRONG-3,58
59,sgeyesub,,,,0.19391765495164362,,0.3220831683383811,0.7727446409694222,0.6469553469586171,0.7736561404904756,0.7425760432852001,0.09344274802909529,0.5752889436950265,,,,0.20742325618948693,,0.3234336006582645,0.8269488211835709,0.6379411080771321,0.7797463767889599,0.7701751590185353,0.06571984776745207,0.2797214754898074,POP-FALLBACK,58
59,sgeyesub,,,,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,RAW,58
59,sgeyesub,,,,0.25432984941620423,,0.28206816137382623,0.775789797823978,0.5948994823221511,0.8031843409898682,0.7851571893803965,0.08098529504613504,0.6292344601782516,,,,0.2629553090983445,,0.29058635779523956,0.8219406982844277,0.5780398948567862,0.811820990514679,0.8167647593203632,0.05795626150116576,0.33374651661201016,U-MATCH,58
59,sgeyesub,,,,0.19391765495164362,,0.3220831683383811,0.7727446409694222,0.6469553469586171,0.7736561404904756,0.7425760432852001,0.09344274802909529,0.5752889436950265,,,,0.20742325618948693,,0.3234336006582645,0.8269488211835709,0.6379411080771321,0.7797463767889599,0.7701751590185353,0.06571984776745207,0.2797214754898074,U-POP-CONTEXT,58
