fold_id,recording_key,K,paired_rrmse,artifact_rrmse,artifact_correlation,posterior_variance_mean,network_calls
study02_layout_02_heldout_01,study02/study02_p07,8,0.3727274239063263,0.9216241240501404,0.5221241245065436,0.36999285221099854,200
study02_layout_02_heldout_01,study02/study02_p07,32,0.3145487308502197,0.7777687311172485,0.6342887708263036,0.40923282504081726,800
study02_layout_02_heldout_01,study02/study02_p08,1,1.0061355829238892,1.9498029947280884,0.28544038415829265,0.0,25
study02_layout_02_heldout_01,study02/study02_p08,8,0.4649370312690735,0.901007354259491,0.5885983514271457,0.36778178811073303,200
study02_layout_02_heldout_01,study02/study02_p08,32,0.36230361461639404,0.7021127343177795,0.7184960646555248,0.4097334146499634,800
study02_layout_02_heldout_02,study02/study02_p09,1,0.767473042011261,2.0060462951660156,0.22390977014429456,0.0,25
study02_layout_02_heldout_02,study02/study02_p09,8,0.3633809983730316,0.9498172402381897,0.5120362464724281,0.37926986813545227,200
study02_layout_02_heldout_02,study02/study02_p09,32,0.2898438274860382,0.7576034069061279,0.6560592884618168,0.42032068967819214,800
study02_layout_02_heldout_02,study02/study02_p10,1,0.6680920720100403,1.9222726821899414,0.35570240011386023,0.0,25
study02_layout_02_heldout_02,study02/study02_p10,8,0.29028308391571045,0.8352190852165222,0.6758260019437673,0.38173002004623413,200
study02_layout_02_heldout_02,study02/study02_p10,32,0.21200069785118103,0.6099805235862732,0.7987577914562232,0.42290014028549194,800
study02_layout_02_heldout_03,study02/study02_p11,1,0.5358919501304626,1.8572481870651245,0.25031591856386,0.0,25
study02_layout_02_heldout_03,study02/study02_p11,8,0.27972105145454407,0.969433069229126,0.4950416314087187,0.3570488393306732,200
study02_layout_02_heldout_03,study02/study02_p11,32,0.23718783259391785,0.8220251798629761,0.5957330595534057,0.3947344124317169,800
study02_layout_02_heldout_03,study02/study02_p12,1,0.8402249217033386,1.4545520544052124,0.43634492329146934,0.0,25
study02_layout_02_heldout_03,study02/study02_p12,8,0.41376352310180664,0.7162851095199585,0.7297404322549451,0.3606652617454529,200
study02_layout_02_heldout_03,study02/study02_p12,32,0.3371913731098175,0.5837274789810181,0.8132818607403662,0.39919954538345337,800
study02_layout_02_heldout_04,study02/study02_p13,1,0.8899109959602356,1.6796938180923462,0.33796218935465944,0.0,25
study02_layout_02_heldout_04,study02/study02_p13,8,0.4431722164154053,0.836480975151062,0.6217476253887158,0.3911794126033783,200
study02_layout_02_heldout_04,study02/study02_p13,32,0.36063334345817566,0.6806900501251221,0.7328364408452293,0.43300819396972656,800
study02_layout_02_heldout_04,study02/study02_p14,1,0.7550488114356995,1.4875022172927856,0.22759873368624287,0.0,25
study02_layout_02_heldout_04,study02/study02_p14,8,0.4725041687488556,0.9308683276176453,0.4402132500550697,0.38725829124450684,200
study02_layout_02_heldout_04,study02/study02_p14,32,0.42788785696029663,0.8429708480834961,0.538652132186416,0.4308302104473114,800
study02_layout_02_heldout_05,study02/study02_p15,1,1.1263837814331055,1.825671911239624,0.35606805950244685,0.0,25
study02_layout_02_heldout_05,study02/study02_p15,8,0.4971425235271454,0.8057814240455627,0.6873948267658423,0.3739337921142578,200
study02_layout_02_heldout_05,study02/study02_p15,32,0.37685614824295044,0.6108182072639465,0.7981948754317768,0.41251230239868164,800
study02_layout_02_heldout_05,study02/study02_p16,1,1.112290620803833,2.8000104427337646,0.1912644787679384,0.0,25
study02_layout_02_heldout_05,study02/study02_p16,8,0.46683594584465027,1.1751834154129028,0.4348295293208375,0.37289637327194214,200
study02_layout_02_heldout_05,study02/study02_p16,32,0.32566648721694946,0.8198122978210449,0.616892175633769,0.41255494952201843,800
study02_layout_02_heldout_06,study02/study02_p17,1,0.9879059195518494,2.5000905990600586,0.29550142212031477,0.0,25
study02_layout_02_heldout_06,study02/study02_p17,8,0.42599916458129883,1.0780748128890991,0.5794339940891361,0.31097424030303955,200
study02_layout_02_heldout_06,study02/study02_p17,32,0.3058491051197052,0.7740114331245422,0.717726812543424,0.3431376814842224,800
study02_layout_02_heldout_06,study02/study02_p18,1,0.9216476082801819,1.4312313795089722,0.4431462079087689,0.0,25
study02_layout_02_heldout_06,study02/study02_p18,8,0.43214741349220276,0.6710839867591858,0.7576687543543372,0.3113666772842407,200
study02_layout_02_heldout_06,study02/study02_p18,32,0.33825790882110596,0.5252824425697327,0.8524368562921195,0.3442547917366028,800
study03_layout_03_heldout_00,study03/study03_p03,1,2.601083278656006,3.3186423778533936,0.29943449759527185,0.0,25
study03_layout_03_heldout_00,study03/study03_p03,8,0.9911355972290039,1.2645595073699951,0.6384140567411449,1.9208779335021973,200
study03_layout_03_heldout_00,study03/study03_p03,32,0.6014267206192017,0.7673419117927551,0.8075356353127162,2.1205193996429443,800
study03_layout_03_heldout_00,study03/study03_p19,1,1.246338129043579,2.106323003768921,0.39307541794053696,0.0,25
study03_layout_03_heldout_00,study03/study03_p19,8,0.5300679802894592,0.8958197832107544,0.7163265145402422,1.9482436180114746,200
study03_layout_03_heldout_00,study03/study03_p19,32,0.38151344656944275,0.6447612643241882,0.8212958118913567,2.150639057159424,800
study03_layout_03_heldout_01,study03/study03_p20,1,2.808520793914795,2.368177652359009,0.38243709139964754,0.0,25
study03_layout_03_heldout_01,study03/study03_p20,8,1.0985174179077148,0.9262827634811401,0.7273253064363059,1.9179185628890991,200
study03_layout_03_heldout_01,study03/study03_p20,32,0.6993463039398193,0.5896970629692078,0.8589552377509939,2.122117280960083,800
study03_layout_03_heldout_01,study03/study03_p21,1,1.745242714881897,2.6325180530548096,0.25377804000404747,0.0,25
study03_layout_03_heldout_01,study03/study03_p21,8,0.6915472745895386,1.0431275367736816,0.5647469983817396,1.908569097518921,200
study03_layout_03_heldout_01,study03/study03_p21,32,0.45768409967422485,0.6903691291809082,0.7441621128085774,2.1107711791992188,800
study03_layout_03_heldout_02,study03/study03_p22,1,2.8442301750183105,2.364046812057495,0.3596997735479094,0.0,25
study03_layout_03_heldout_02,study03/study03_p22,8,1.103104829788208,0.9168707728385925,0.7072896049875068,1.7529348134994507,200
study03_layout_03_heldout_02,study03/study03_p22,32,0.6922339200973511,0.5753660202026367,0.8497126278140824,1.9390572309494019,800
study03_layout_03_heldout_02,study03/study03_p23,1,1.7848252058029175,2.9313387870788574,0.23422477796451707,0.0,25
study03_layout_03_heldout_02,study03/study03_p23,8,0.7238069176673889,1.1887569427490234,0.5191639379168406,1.742631196975708,200
study03_layout_03_heldout_02,study03/study03_p23,32,0.4883016347885132,0.8019706606864929,0.6859444512011021,1.9381277561187744,800
study03_layout_03_heldout_03,study03/study03_p24,1,1.5732280015945435,3.0475211143493652,0.21638414683089563,0.0,25
study03_layout_03_heldout_03,study03/study03_p24,8,0.6466909646987915,1.2527137994766235,0.4835012102149354,1.6895155906677246,200
study03_layout_03_heldout_03,study03/study03_p24,32,0.43901485204696655,0.8504216074943542,0.6526824268693008,1.8686370849609375,800
study03_layout_03_heldout_03,study03/study03_p25,1,2.816241502761841,2.156940460205078,0.2995790419507526,0.0,25
study03_layout_03_heldout_03,study03/study03_p25,8,1.1661862134933472,0.8931741714477539,0.6288614836337426,1.69996976852417,200
study03_layout_03_heldout_03,study03/study03_p25,32,0.8108940124511719,0.6210582852363586,0.7874980787902686,1.8718897104263306,800
study03_layout_03_heldout_04,study03/study03_p26,1,0.9071998000144958,1.3286025524139404,0.5329439382526694,0.0,25
study03_layout_03_heldout_04,study03/study03_p26,8,0.4100663661956787,0.6005460023880005,0.8207466420715378,0.5391400456428528,200
study03_layout_03_heldout_04,study03/study03_p26,32,0.3123658299446106,0.4574626386165619,0.8903511334163976,0.5967605113983154,800
study03_layout_03_heldout_04,study03/study03_p27,1,1.6329607963562012,0.811089038848877,0.604365247918523,0.0,25
study03_layout_03_heldout_04,study03/study03_p27,8,1.2486499547958374,0.6202024221420288,0.8524121323985122,0.5721990466117859,200
study03_layout_03_heldout_04,study03/study03_p27,32,1.2025468349456787,0.5973030924797058,0.9019234494085357,0.6329333782196045,800
study04_layout_04_heldout_00,study04/study04_p03,1,3.3031985759735107,5.9258646965026855,0.12111518888580239,0.0,25
study04_layout_04_heldout_00,study04/study04_p03,8,1.2072041034698486,2.1656973361968994,0.3314095888001313,2.439049243927002,200
study04_layout_04_heldout_00,study04/study04_p03,32,0.6813240051269531,1.2222800254821777,0.5437739711672782,2.6898341178894043,800
study04_layout_04_heldout_00,study04/study04_p08,1,1.3916808366775513,4.419281959533691,0.08543714895941532,0.0,25
study04_layout_04_heldout_00,study04/study04_p08,8,0.55258709192276,1.7547401189804077,0.2387419939350253,2.422311305999756,200
study04_layout_04_heldout_00,study04/study04_p08,32,0.36088863015174866,1.1460016965866089,0.3876946145054258,2.691272497177124,800
study04_layout_04_heldout_00,study04/study04_p24,1,1.8095346689224243,4.449512481689453,0.12117874366017732,0.0,25
study04_layout_04_heldout_00,study04/study04_p24,8,0.7059672474861145,1.7359215021133423,0.3170456504469465,2.454988479614258,200
study04_layout_04_heldout_00,study04/study04_p24,32,0.45574480295181274,1.120642900466919,0.4755308602354592,2.7045490741729736,800
study04_layout_04_heldout_01,study04/study04_p28,1,2.502676248550415,6.8972930908203125,0.134391523078875,0.0,25
study04_layout_04_heldout_01,study04/study04_p28,8,0.9279986023902893,2.5575335025787354,0.3249416415585227,2.2083587646484375,200
study04_layout_04_heldout_01,study04/study04_p28,32,0.5507217645645142,1.5177710056304932,0.503032644446598,2.4529213905334473,800
study04_layout_04_heldout_01,study04/study04_p29,1,2.3353750705718994,5.868579864501953,0.11456502109990094,0.0,25
study04_layout_04_heldout_01,study04/study04_p29,8,0.8791592717170715,2.209245443344116,0.2752391477171992,2.232940196990967,200
study04_layout_04_heldout_01,study04/study04_p29,32,0.5249562859535217,1.3191661834716797,0.4418943544836924,2.4633355140686035,800
study04_layout_04_heldout_02,study04/study04_p30,1,1.857089638710022,4.154076099395752,0.2064511632997536,0.0,25
study04_layout_04_heldout_02,study04/study04_p30,8,0.7136057019233704,1.596246361732483,0.4703417651064477,2.3532557487487793,200
study04_layout_04_heldout_02,study04/study04_p30,32,0.43616580963134766,0.9756482243537903,0.6625198920519489,2.6150076389312744,800
study04_layout_04_heldout_02,study04/study04_p31,1,1.8135567903518677,1.854440450668335,0.4232474406263874,0.0,25
study04_layout_04_heldout_02,study04/study04_p31,8,0.7569329142570496,0.7739967703819275,0.7558738805600476,2.3784563541412354,200
study04_layout_04_heldout_02,study04/study04_p31,32,0.5291752219200134,0.5411045551300049,0.8594173700341515,2.625922441482544,800
study04_layout_04_heldout_03,study04/study04_p32,1,1.197924256324768,2.5495667457580566,0.2902797719693807,0.0,25
study04_layout_04_heldout_03,study04/study04_p32,8,0.49267062544822693,1.0485610961914062,0.6217863700806973,0.5423141121864319,200
study04_layout_04_heldout_03,study04/study04_p32,32,0.33497896790504456,0.7129426598548889,0.764293668478018,0.5977044105529785,800
study04_layout_04_heldout_03,study04/study04_p33,1,1.807261347770691,0.5712901949882507,0.8365237623902109,0.0,25
study04_layout_04_heldout_03,study04/study04_p33,8,1.4986690282821655,0.47374165058135986,0.9511159485520179,0.6060130596160889,200
study04_layout_04_heldout_03,study04/study04_p33,32,1.4614737033843994,0.4619838297367096,0.9664509532608878,0.6743167042732239,800
study04_layout_04_heldout_04,study04/study04_p34,1,1.6755437850952148,5.81906795501709,0.15877551901676173,0.0,25
study04_layout_04_heldout_04,study04/study04_p34,8,0.6886630654335022,2.3916873931884766,0.36089918050862657,2.397027015686035,200
study04_layout_04_heldout_04,study04/study04_p34,32,0.4782114028930664,1.6608009338378906,0.48472809054700133,2.6562020778656006,800
study04_layout_04_heldout_04,study04/study04_p35,1,3.8965234756469727,4.263177871704102,0.1759596723401768,0.0,25
study04_layout_04_heldout_04,study04/study04_p35,8,1.4733049869537354,1.611939787864685,0.4379969524918067,2.3943583965301514,200
study04_layout_04_heldout_04,study04/study04_p35,32,0.8790988326072693,0.961820125579834,0.6381162579795814,2.660414218902588,800
study04_layout_04_heldout_05,study04/study04_p36,1,2.221081018447876,6.0257649421691895,0.12990389183390702,0.0,25
study04_layout_04_heldout_05,study04/study04_p36,8,0.8428371548652649,2.286606788635254,0.3129562078065479,2.1733851432800293,200
study04_layout_04_heldout_05,study04/study04_p36,32,0.49822959303855896,1.3516907691955566,0.49770244063739755,2.4103057384490967,800
study04_layout_04_heldout_05,study04/study04_p37,1,2.7106144428253174,6.140408992767334,0.10757812612747816,0.0,25
study04_layout_04_heldout_05,study04/study04_p37,8,1.0166964530944824,2.303142786026001,0.2980040240738368,2.1691460609436035,200
study04_layout_04_heldout_05,study04/study04_p37,32,0.6016019582748413,1.3628209829330444,0.47430430089933934,2.405869722366333,800
study04_layout_04_heldout_06,study04/study04_p38,1,1.6954654455184937,4.280312538146973,0.09421581695861489,0.0,25
study04_layout_04_heldout_06,study04/study04_p38,8,0.6940513849258423,1.7521779537200928,0.24225241240894171,2.4239628314971924,200
study04_layout_04_heldout_06,study04/study04_p38,32,0.4730044901371002,1.1941306591033936,0.3749608254936375,2.682065725326538,800
study04_layout_04_heldout_06,study04/study04_p39,1,1.7503889799118042,4.269060134887695,0.19730879347773403,0.0,25
study04_layout_04_heldout_06,study04/study04_p39,8,0.6758911609649658,1.6484448909759521,0.4514219343220152,2.4154112339019775,200
study04_layout_04_heldout_06,study04/study04_p39,32,0.4115733504295349,1.00379478931427,0.6440014406099698,2.657817840576172,800
study05_layout_05_heldout_00,study05/study05_p06,1,1.5698277950286865,1.4622352123260498,0.561459987068715,0.0,25
study05_layout_05_heldout_00,study05/study05_p06,8,0.6944615840911865,0.646864652633667,0.8380206237078768,0.6033294796943665,200
study05_layout_05_heldout_00,study05/study05_p06,32,0.5138588547706604,0.478640079498291,0.9008894146207397,0.6652140617370605,800
study05_layout_05_heldout_00,study05/study05_p10,1,1.2316190004348755,1.0307869911193848,0.6486703523095868,0.0,25
study05_layout_05_heldout_00,study05/study05_p10,8,0.5452709794044495,0.4563572108745575,0.8945637200408986,0.6034020781517029,200
study05_layout_05_heldout_00,study05/study05_p10,32,0.4096677899360657,0.3428659439086914,0.9395527093340383,0.6721587777137756,800
study05_layout_05_heldout_00,study05/study05_p24,1,1.60861337184906,1.7161325216293335,0.49831750433904054,0.0,25
study05_layout_05_heldout_00,study05/study05_p24,8,0.996626079082489,1.0632401704788208,0.6847330209644109,0.6038854718208313,200
study05_layout_05_heldout_00,study05/study05_p24,32,0.911422848701477,0.9723420143127441,0.7170485140604823,0.6678271889686584,800
study05_layout_05_heldout_01,study05/study05_p40,1,1.1414810419082642,1.3860746622085571,0.5596201704466223,0.0,25
study05_layout_05_heldout_01,study05/study05_p40,8,0.5359485149383545,0.6507902145385742,0.8187465508911652,0.5554322004318237,200
study05_layout_05_heldout_01,study05/study05_p40,32,0.42359891533851624,0.5143665671348572,0.8758071965301923,0.6141694188117981,800
study05_layout_05_heldout_01,study05/study05_p41,1,1.3124216794967651,1.164994478225708,0.5436411259837258,0.0,25
study05_layout_05_heldout_01,study05/study05_p41,8,0.6766539812088013,0.6006439328193665,0.8070051383101422,0.5568624138832092,200
study05_layout_05_heldout_01,study05/study05_p41,32,0.5694409012794495,0.505474328994751,0.8628140373444648,0.6154956221580505,800
study05_layout_05_heldout_02,study05/study05_p43,1,1.2084730863571167,0.7605082392692566,0.7785565464352991,0.0,25
study05_layout_05_heldout_02,study05/study05_p43,8,0.5337549448013306,0.33589911460876465,0.9435835806620433,0.6626082062721252,200
study05_layout_05_heldout_02,study05/study05_p43,32,0.3988160789012909,0.25098028779029846,0.9686753109715052,0.7348527312278748,800
study05_layout_05_heldout_02,study05/study05_p44,1,2.1263983249664307,0.8915467858314514,0.7191341021990226,0.0,25
study05_layout_05_heldout_02,study05/study05_p44,8,0.8790213465690613,0.3685521185398102,0.9311784999100821,0.6574490666389465,200
study05_layout_05_heldout_02,study05/study05_p44,32,0.6169552803039551,0.2586742639541626,0.9662764577661676,0.7256753444671631,800
study05_layout_05_heldout_03,study05/study05_p45,1,1.7018007040023804,0.9921683669090271,0.6188006365773184,0.0,25
study05_layout_05_heldout_03,study05/study05_p45,8,0.8117073774337769,0.4732342064380646,0.8813796474959776,0.5856812000274658,200
study05_layout_05_heldout_03,study05/study05_p45,32,0.6518630981445312,0.38004326820373535,0.9334911740386991,0.6492321491241455,800
study05_layout_05_heldout_03,study05/study05_p46,1,2.0259954929351807,1.0993618965148926,0.6001406752437164,0.0,25
study05_layout_05_heldout_03,study05/study05_p46,8,0.8616338968276978,0.467546671628952,0.8847589658489015,0.5846550464630127,200
study05_layout_05_heldout_03,study05/study05_p46,32,0.6216164231300354,0.3373064398765564,0.9445645767419013,0.6495909094810486,800
study05_layout_05_heldout_04,study05/study05_p47,1,1.727793574333191,1.9825979471206665,0.43630907028663046,0.0,25
study05_layout_05_heldout_04,study05/study05_p47,8,0.7384655475616455,0.847369909286499,0.744627077688596,0.5329908132553101,200
study05_layout_05_heldout_04,study05/study05_p47,32,0.5312237739562988,0.6095653772354126,0.8384715320780771,0.5886291861534119,800
study05_layout_05_heldout_04,study05/study05_p48,1,1.2882061004638672,0.8797338008880615,0.5909198328262947,0.0,25
study05_layout_05_heldout_04,study05/study05_p48,8,0.8228269219398499,0.5619199275970459,0.8467496337800451,0.5331716537475586,200
study05_layout_05_heldout_04,study05/study05_p48,32,0.7572194337844849,0.5171156525611877,0.8974168009421902,0.5904164910316467,800
study05_layout_05_heldout_05,study05/study05_p49,1,1.6732525825500488,1.4337337017059326,0.43216585275106956,0.0,25
study05_layout_05_heldout_05,study05/study05_p49,8,0.8852749466896057,0.7585515975952148,0.6992696130915227,0.5588635206222534,200
study05_layout_05_heldout_05,study05/study05_p49,32,0.7554910778999329,0.647345781326294,0.7680837517136698,0.620208740234375,800
study05_layout_05_heldout_05,study05/study05_p50,1,1.6776783466339111,1.1287509202957153,0.5140709126331555,0.0,25
study05_layout_05_heldout_05,study05/study05_p50,8,0.9110778570175171,0.6129780411720276,0.7911373743809605,0.5610899925231934,200
study05_layout_05_heldout_05,study05/study05_p50,32,0.7862011790275574,0.5289603471755981,0.8552533608736951,0.6216552257537842,800
