fold_id,split,timestep,predicted_v_mse,x0_rrmse,artifact_correlation,artifact_rms_ratio
study02_layout_02_heldout_00,heldout,250,0.2795211672782898,0.8800972104072571,0.7246006707464002,1.282057523727417
study02_layout_02_heldout_00,heldout,0,1.1293452978134155,0.028961770236492157,0.9995415355961166,0.9991812705993652
study02_layout_02_heldout_01,training,999,0.10364223271608353,1.2300695180892944,0.4509374132192913,1.2329963445663452
study02_layout_02_heldout_01,training,950,0.060750775039196014,0.9390087127685547,0.6036255091537899,1.00089430809021
study02_layout_02_heldout_01,training,750,0.06444346159696579,0.897833526134491,0.6621874744436508,1.0793261528015137
study02_layout_02_heldout_01,training,500,0.16190412640571594,1.0954692363739014,0.6239113474298512,1.3692283630371094
study02_layout_02_heldout_01,training,250,0.2758108973503113,0.7877442240715027,0.7682324587564265,1.2361327409744263
study02_layout_02_heldout_01,training,0,1.0925508737564087,0.025667808949947357,0.9996459410401808,1.0003067255020142
study02_layout_02_heldout_01,heldout,999,0.16536086797714233,1.0876463651657104,0.376438346138883,0.8692280650138855
study02_layout_02_heldout_01,heldout,950,0.11729012429714203,0.9133443236351013,0.5219023896511612,0.7075285315513611
study02_layout_02_heldout_01,heldout,750,0.10629316419363022,0.8071776628494263,0.6408844205422956,0.7982184886932373
study02_layout_02_heldout_01,heldout,500,0.187564879655838,0.8253859281539917,0.6658708422055252,1.0666625499725342
study02_layout_02_heldout_01,heldout,250,0.2996106743812561,0.5747358202934265,0.8189487227062425,1.0776376724243164
study02_layout_02_heldout_01,heldout,0,1.2912943363189697,0.019533975049853325,0.9997360030111899,1.0003085136413574
study02_layout_02_heldout_02,training,999,0.1007760688662529,1.255692720413208,0.45989016666706733,1.2873256206512451
study02_layout_02_heldout_02,training,950,0.057066917419433594,0.9421702027320862,0.6199586247917656,1.0467262268066406
study02_layout_02_heldout_02,training,750,0.06273849308490753,0.9171004295349121,0.6607520669647777,1.1224236488342285
study02_layout_02_heldout_02,training,500,0.15810029208660126,1.1206783056259155,0.6172334573077805,1.3939895629882812
study02_layout_02_heldout_02,training,250,0.27143484354019165,0.8090134263038635,0.7623984818570324,1.2490473985671997
study02_layout_02_heldout_02,training,0,1.0592530965805054,0.026164427399635315,0.9996524561587632,0.9994798898696899
study02_layout_02_heldout_02,heldout,999,0.12438604235649109,1.199547290802002,0.35722529681643295,1.0743473768234253
study02_layout_02_heldout_02,heldout,950,0.07953442633152008,0.956404447555542,0.5088270396422825,0.8511419296264648
study02_layout_02_heldout_02,heldout,750,0.08070764690637589,0.8944045901298523,0.5881422168421212,0.9318881630897522
study02_layout_02_heldout_02,heldout,500,0.16853176057338715,0.9949066638946533,0.5949003204090759,1.2077449560165405
study02_layout_02_heldout_02,heldout,250,0.2770422399044037,0.7027854919433594,0.7773378545988213,1.1596721410751343
study02_layout_02_heldout_02,heldout,0,1.101460337638855,0.02294154278934002,0.9996991295693928,1.0004204511642456
study02_layout_02_heldout_03,training,999,0.10467734932899475,1.2280867099761963,0.44316285713018794,1.235274076461792
study02_layout_02_heldout_03,training,950,0.05941832438111305,0.922561526298523,0.5981791082880586,0.979195237159729
study02_layout_02_heldout_03,training,750,0.06515172868967056,0.8968313932418823,0.6624533400001441,1.0963656902313232
study02_layout_02_heldout_03,training,500,0.16364417970180511,1.094114899635315,0.6218939408135082,1.3661260604858398
study02_layout_02_heldout_03,training,250,0.2802670896053314,0.7888729572296143,0.7719541630227955,1.2362416982650757
study02_layout_02_heldout_03,training,0,1.0585073232650757,0.025098996236920357,0.9996795328878311,0.9995689988136292
study02_layout_02_heldout_03,heldout,999,0.14256376028060913,1.214750051498413,0.35200213000585284,1.0526198148727417
study02_layout_02_heldout_03,heldout,950,0.09800636023283005,1.0042502880096436,0.47325239743741065,0.8336491584777832
study02_layout_02_heldout_03,heldout,750,0.09819436073303223,0.9331914782524109,0.5787598069227586,0.9173876047134399
study02_layout_02_heldout_03,heldout,500,0.1844143122434616,0.984440803527832,0.6194778630682886,1.177513837814331
study02_layout_02_heldout_03,heldout,250,0.3010576367378235,0.6929876208305359,0.7979614668347815,1.139148235321045
study02_layout_02_heldout_03,heldout,0,1.2147173881530762,0.02278907410800457,0.9997313389296413,1.0001877546310425
study02_layout_02_heldout_04,training,999,0.10672590136528015,1.192742109298706,0.47885159603913224,1.2423206567764282
study02_layout_02_heldout_04,training,950,0.06116531789302826,0.9003196954727173,0.6286760818458031,1.0127954483032227
study02_layout_02_heldout_04,training,750,0.06448359042406082,0.8581860065460205,0.6840503391379399,1.077330231666565
study02_layout_02_heldout_04,training,500,0.1595005989074707,1.0389693975448608,0.6482408637197513,1.339030385017395
study02_layout_02_heldout_04,training,250,0.27275294065475464,0.748539388179779,0.7843931606604613,1.211650013923645
study02_layout_02_heldout_04,training,0,1.0560119152069092,0.024113081395626068,0.9996958744457659,1.00076162815094
study02_layout_02_heldout_04,heldout,999,0.12944592535495758,1.1057519912719727,0.4933882499640895,1.0794334411621094
study02_layout_02_heldout_04,heldout,950,0.08591880649328232,0.8982354402542114,0.6280382866506893,0.8976488709449768
study02_layout_02_heldout_04,heldout,750,0.0877189114689827,0.8425686955451965,0.6804413018900324,0.9347988367080688
study02_layout_02_heldout_04,heldout,500,0.17827476561069489,0.9246309995651245,0.675709521811864,1.1775606870651245
study02_layout_02_heldout_04,heldout,250,0.2978220283985138,0.6584309935569763,0.8209617091182972,1.1333991289138794
study02_layout_02_heldout_04,heldout,0,1.2522928714752197,0.022104116156697273,0.9997543075494681,1.0007632970809937
study02_layout_02_heldout_05,training,999,0.09754239022731781,1.2446258068084717,0.4523614539602359,1.2743321657180786
study02_layout_02_heldout_05,training,950,0.05738023295998573,0.95182204246521,0.5965818309721396,1.0378665924072266
study02_layout_02_heldout_05,training,750,0.06313982605934143,0.9269129633903503,0.6591545576508959,1.1369551420211792
study02_layout_02_heldout_05,training,500,0.16401523351669312,1.1499903202056885,0.6186098322683188,1.4328219890594482
study02_layout_02_heldout_05,training,250,0.2810932397842407,0.829441249370575,0.7575767514333298,1.26372230052948
study02_layout_02_heldout_05,training,0,1.0178477764129639,0.02583986520767212,0.9996621525025712,0.9998792409896851
study02_layout_02_heldout_05,heldout,999,0.09810006618499756,1.1759628057479858,0.5175622887974007,1.2495033740997314
study02_layout_02_heldout_05,heldout,950,0.05823724716901779,0.9034245014190674,0.6549229503204161,1.0375723838806152
study02_layout_02_heldout_05,heldout,750,0.06585882604122162,0.8918896317481995,0.7064074135114038,1.1313215494155884
study02_layout_02_heldout_05,heldout,500,0.169041708111763,1.099932074546814,0.6753379022335886,1.399865984916687
study02_layout_02_heldout_05,heldout,250,0.2927801012992859,0.7975318431854248,0.8053481699306425,1.2370952367782593
study02_layout_02_heldout_05,heldout,0,1.1448299884796143,0.025818804278969765,0.999737248515141,1.0002325773239136
study02_layout_02_heldout_06,training,999,0.09600921720266342,1.143784523010254,0.5188976281506223,1.2078087329864502
study02_layout_02_heldout_06,training,950,0.06082015484571457,0.9077033996582031,0.642350196664751,1.0345860719680786
study02_layout_02_heldout_06,training,750,0.06600168347358704,0.8778298497200012,0.6938801301019815,1.122069239616394
study02_layout_02_heldout_06,training,500,0.1613246500492096,1.0564478635787964,0.6528138680381688,1.356899380683899
study02_layout_02_heldout_06,training,250,0.27534639835357666,0.7604063153266907,0.7900914622994958,1.2236360311508179
study02_layout_02_heldout_06,training,0,1.0276548862457275,0.024050164967775345,0.9997210766232982,0.999841570854187
study02_layout_02_heldout_06,heldout,999,0.08897541463375092,1.5090441703796387,0.46079655378662787,1.5751432180404663
study02_layout_02_heldout_06,heldout,950,0.05577178671956062,1.191260576248169,0.5804459065172872,1.300815463066101
study02_layout_02_heldout_06,heldout,750,0.06368744373321533,1.1817864179611206,0.6081932028098737,1.3551814556121826
study02_layout_02_heldout_06,heldout,500,0.16171066462993622,1.4495936632156372,0.5486421931281953,1.6600139141082764
study02_layout_02_heldout_06,heldout,250,0.2842927575111389,1.0589321851730347,0.6998480186143601,1.4163408279418945
study02_layout_02_heldout_06,heldout,0,1.147707462310791,0.034832872450351715,0.999495747723193,0.9990681409835815
study03_layout_03_heldout_00,training,999,0.08500592410564423,1.0895742177963257,0.5467844150516891,1.3944988250732422
study03_layout_03_heldout_00,training,950,0.043279457837343216,0.7751854062080383,0.6880246932698248,1.1783937215805054
study03_layout_03_heldout_00,training,750,0.05099061504006386,0.7811285257339478,0.6845099144075337,1.1690888404846191
study03_layout_03_heldout_00,training,500,0.15320637822151184,1.0422708988189697,0.5869079648911089,1.400954008102417
study03_layout_03_heldout_00,training,250,0.2711784541606903,0.7639731764793396,0.7155378065524873,1.2485268115997314
study03_layout_03_heldout_00,training,0,1.0146708488464355,0.0241936556994915,0.9995081036426362,1.0002567768096924
study03_layout_03_heldout_00,heldout,999,0.08764215558767319,1.7290472984313965,0.49816740783349595,2.0846798419952393
study03_layout_03_heldout_00,heldout,950,0.046248819679021835,1.2523715496063232,0.6385265125987116,1.7235679626464844
study03_layout_03_heldout_00,heldout,750,0.05228558927774429,1.2361937761306763,0.6198261238283603,1.6645817756652832
study03_layout_03_heldout_00,heldout,500,0.15481819212436676,1.6374623775482178,0.49677051088219004,1.958311915397644
study03_layout_03_heldout_00,heldout,250,0.27604952454566956,1.2046535015106201,0.6024086795067368,1.5789923667907715
study03_layout_03_heldout_00,heldout,0,1.1503826379776,0.04026041179895401,0.998968440554243,0.9991710186004639
study03_layout_03_heldout_01,training,999,0.08203870803117752,1.17087984085083,0.5515989763022054,1.4608663320541382
study03_layout_03_heldout_01,training,950,0.04300514981150627,0.8452703952789307,0.682320166129731,1.2107491493225098
study03_layout_03_heldout_01,training,750,0.05203882232308388,0.8632007241249084,0.677709784263023,1.2138516902923584
study03_layout_03_heldout_01,training,500,0.15435054898262024,1.1443712711334229,0.5782728389292938,1.4700924158096313
study03_layout_03_heldout_01,training,250,0.2712770700454712,0.835848867893219,0.7080911065640764,1.2859292030334473
study03_layout_03_heldout_01,training,0,1.1275972127914429,0.027898874133825302,0.9994447252637634,0.9981056451797485
study03_layout_03_heldout_01,heldout,999,0.07756008952856064,1.0318083763122559,0.611316146389096,1.3978387117385864
study03_layout_03_heldout_01,heldout,950,0.03828885778784752,0.7228506803512573,0.7417759059292987,1.1844192743301392
study03_layout_03_heldout_01,heldout,750,0.04966980963945389,0.7643131017684937,0.7343625921397141,1.2123863697052002
study03_layout_03_heldout_01,heldout,500,0.1567758023738861,1.0452721118927002,0.6286864228271669,1.4396369457244873
study03_layout_03_heldout_01,heldout,250,0.2892181873321533,0.7821877598762512,0.726746688039788,1.270408272743225
study03_layout_03_heldout_01,heldout,0,1.4654028415679932,0.02882472239434719,0.99934742409241,0.998874843120575
study03_layout_03_heldout_02,training,999,0.08229278028011322,1.1797019243240356,0.5785953806988777,1.4994369745254517
study03_layout_03_heldout_02,training,950,0.040383968502283096,0.8240022659301758,0.726154901150004,1.252362847328186
study03_layout_03_heldout_02,training,750,0.05165788531303406,0.8651768565177917,0.6871086766608244,1.2200448513031006
study03_layout_03_heldout_02,training,500,0.15259864926338196,1.1446605920791626,0.589546301056379,1.467551350593567
study03_layout_03_heldout_02,training,250,0.268364816904068,0.8363200426101685,0.7205778401412879,1.2817965745925903
study03_layout_03_heldout_02,training,0,1.0262832641601562,0.026775140315294266,0.9995346450363243,0.9998615980148315
study03_layout_03_heldout_02,heldout,999,0.07834186404943466,1.1203182935714722,0.6105604174557001,1.5135754346847534
study03_layout_03_heldout_02,heldout,950,0.036758434027433395,0.7651656270027161,0.7608697856618635,1.2968498468399048
study03_layout_03_heldout_02,heldout,750,0.04937475547194481,0.8232695460319519,0.7097733792541591,1.2502405643463135
study03_layout_03_heldout_02,heldout,500,0.15520817041397095,1.1236000061035156,0.5968798260108056,1.4786442518234253
study03_layout_03_heldout_02,heldout,250,0.28874537348747253,0.8443455696105957,0.7056363711928213,1.2888158559799194
study03_layout_03_heldout_02,heldout,0,1.39755380153656,0.030411332845687866,0.9993749823867248,0.9992417693138123
study03_layout_03_heldout_03,training,999,0.09321319311857224,1.226014494895935,0.5394084477847796,1.4981478452682495
study03_layout_03_heldout_03,training,950,0.04652855917811394,0.86367267370224,0.6761720482765202,1.2116047143936157
study03_layout_03_heldout_03,training,750,0.05216806381940842,0.8489935398101807,0.6697975348998935,1.1716556549072266
study03_layout_03_heldout_03,training,500,0.15237607061862946,1.116928219795227,0.5823945075442246,1.4341981410980225
study03_layout_03_heldout_03,training,250,0.2688394784927368,0.817375659942627,0.718749882985565,1.2687610387802124
study03_layout_03_heldout_03,training,0,1.0469845533370972,0.026407890021800995,0.9995226232732526,1.0010020732879639
study03_layout_03_heldout_03,heldout,999,0.10107604414224625,1.7784802913665771,0.3600065801364861,1.8525949716567993
study03_layout_03_heldout_03,heldout,950,0.053732980042696,1.292938470840454,0.4782666290399248,1.393564224243164
study03_layout_03_heldout_03,heldout,750,0.05912705138325691,1.259108543395996,0.47204672519003177,1.3463101387023926
study03_layout_03_heldout_03,heldout,500,0.1608797013759613,1.5987684726715088,0.42603257324584404,1.7477525472640991
study03_layout_03_heldout_03,heldout,250,0.282262921333313,1.16672945022583,0.5980809870954886,1.4738918542861938
study03_layout_03_heldout_03,heldout,0,1.2282824516296387,0.03984563425183296,0.9990815460432343,0.9992026090621948
study03_layout_03_heldout_04,training,999,0.1021159440279007,0.8558163642883301,0.7665435131693188,1.191056489944458
study03_layout_03_heldout_04,training,950,0.06080777198076248,0.658484935760498,0.8461068102725788,1.0617873668670654
study03_layout_03_heldout_04,training,750,0.06455468386411667,0.6298583149909973,0.8514826828639936,1.047600507736206
study03_layout_03_heldout_04,training,500,0.16256999969482422,0.7694209218025208,0.8022758030832768,1.1910479068756104
study03_layout_03_heldout_04,training,250,0.27676334977149963,0.553103506565094,0.8882316659760999,1.114404559135437
study03_layout_03_heldout_04,training,0,1.0569571256637573,0.01769576035439968,0.9998732186473993,1.0000168085098267
study03_layout_03_heldout_04,heldout,999,0.1075107529759407,0.884082019329071,0.7330188039024332,1.1679638624191284
study03_layout_03_heldout_04,heldout,950,0.06540241092443466,0.6875368356704712,0.8224412600180331,1.051816701889038
study03_layout_03_heldout_04,heldout,750,0.07018641382455826,0.6612082719802856,0.8301603206083323,1.0482251644134521
study03_layout_03_heldout_04,heldout,500,0.17049640417099,0.7932940125465393,0.7838673278044934,1.188366413116455
study03_layout_03_heldout_04,heldout,250,0.2992410659790039,0.5790225863456726,0.8761049366079902,1.1178815364837646
study03_layout_03_heldout_04,heldout,0,1.2816941738128662,0.019618485122919083,0.9998369220840304,1.0005028247833252
study04_layout_04_heldout_00,training,999,0.08572391420602798,3.365245819091797,0.19905173429873874,3.384103775024414
study04_layout_04_heldout_00,training,950,0.04234286770224571,2.3582422733306885,0.27746876643735924,2.3808467388153076
study04_layout_04_heldout_00,training,750,0.044272053986787796,2.238596200942993,0.28165823292747105,2.261049747467041
study04_layout_04_heldout_00,training,500,0.1384085863828659,3.04689359664917,0.21768362834691213,3.104924201965332
study04_layout_04_heldout_00,training,250,0.24669264256954193,2.2411046028137207,0.3241652493603692,2.3974618911743164
study04_layout_04_heldout_00,training,0,1.1318747997283936,0.07859079539775848,0.9957316437592219,0.9938523769378662
study04_layout_04_heldout_00,heldout,999,0.08299775421619415,3.2038700580596924,0.2560319201051065,3.2840640544891357
study04_layout_04_heldout_00,heldout,950,0.03975959122180939,2.2110326290130615,0.35045944117915795,2.3169150352478027
study04_layout_04_heldout_00,heldout,750,0.041411593556404114,2.094825506210327,0.34384461473125666,2.1846325397491455
study04_layout_04_heldout_00,heldout,500,0.13518846035003662,2.913543224334717,0.24998946819526977,2.9963526725769043
study04_layout_04_heldout_00,heldout,250,0.24471116065979004,2.159667491912842,0.36369164247431285,2.3293511867523193
study04_layout_04_heldout_00,heldout,0,1.2335907220840454,0.07938418537378311,0.9962268599600362,0.9951090812683105
study04_layout_04_heldout_01,training,999,0.09800472855567932,2.579050302505493,0.22117276846060197,2.570729970932007
study04_layout_04_heldout_01,training,950,0.04928131774067879,1.8235174417495728,0.3116330289652329,1.8121594190597534
study04_layout_04_heldout_01,training,750,0.046070583164691925,1.6367912292480469,0.35168391211879774,1.647184133529663
study04_layout_04_heldout_01,training,500,0.1343909204006195,2.1519453525543213,0.2913017161317864,2.2326600551605225
study04_layout_04_heldout_01,training,250,0.24191947281360626,1.5907063484191895,0.42747022470819424,1.8100166320800781
study04_layout_04_heldout_01,training,0,1.0470242500305176,0.05417780205607414,0.9977178438785038,0.9977542161941528
study04_layout_04_heldout_01,heldout,999,0.09355845302343369,4.291748523712158,0.20139993408979937,4.355226993560791
study04_layout_04_heldout_01,heldout,950,0.044927068054676056,2.9653725624084473,0.2865458734536933,3.058136463165283
study04_layout_04_heldout_01,heldout,750,0.042460862547159195,2.6762843132019043,0.3407140014713142,2.8045458793640137
study04_layout_04_heldout_01,heldout,500,0.13250938057899475,3.6393680572509766,0.25400972773907515,3.7517306804656982
study04_layout_04_heldout_01,heldout,250,0.24135370552539825,2.7060635089874268,0.3278421855825147,2.8709557056427
study04_layout_04_heldout_01,heldout,0,1.0742135047912598,0.09346407651901245,0.9950076304584563,0.9964642524719238
study04_layout_04_heldout_02,training,999,0.09625434130430222,2.536536693572998,0.2268823026372699,2.5323612689971924
study04_layout_04_heldout_02,training,950,0.049438051879405975,1.812567114830017,0.3209108048446164,1.8116326332092285
study04_layout_04_heldout_02,training,750,0.04680102691054344,1.6372077465057373,0.3456906431250223,1.649354100227356
study04_layout_04_heldout_02,training,500,0.1365133672952652,2.1524271965026855,0.28755583582662886,2.235694169998169
study04_layout_04_heldout_02,training,250,0.24713338911533356,1.5955666303634644,0.42170412275269453,1.8165273666381836
study04_layout_04_heldout_02,training,0,1.1015756130218506,0.05514991655945778,0.9976549136903001,0.9965721368789673
study04_layout_04_heldout_02,heldout,999,0.09299208223819733,2.1392197608947754,0.3349072537341785,2.222985029220581
study04_layout_04_heldout_02,heldout,950,0.04709343612194061,1.5179067850112915,0.4640387238740843,1.6481741666793823
study04_layout_04_heldout_02,heldout,750,0.04641922190785408,1.3990283012390137,0.47670264520587463,1.5265318155288696
study04_layout_04_heldout_02,heldout,500,0.13835813105106354,1.8592793941497803,0.37457884722377677,1.99977445602417
study04_layout_04_heldout_02,heldout,250,0.25152119994163513,1.381140947341919,0.497929223595146,1.6470304727554321
study04_layout_04_heldout_02,heldout,0,1.1452693939208984,0.048249516636133194,0.9981912297319585,0.9957025647163391
study04_layout_04_heldout_03,training,999,0.11295676231384277,1.4519368410110474,0.40324431509896225,1.4795019626617432
study04_layout_04_heldout_03,training,950,0.05768774822354317,1.0345842838287354,0.5642400054159823,1.0982969999313354
study04_layout_04_heldout_03,training,750,0.05618378147482872,0.9478557705879211,0.6259703231858266,1.0799198150634766
study04_layout_04_heldout_03,training,500,0.14215795695781708,1.1606123447418213,0.5771957247648559,1.3800256252288818
study04_layout_04_heldout_03,training,250,0.2457134872674942,0.8406678438186646,0.7329374401553377,1.2371989488601685
study04_layout_04_heldout_03,training,0,1.058574914932251,0.02856663428246975,0.9995613361054716,1.0000014305114746
study04_layout_04_heldout_03,heldout,999,0.10295165330171585,1.7799745798110962,0.45421833848384985,1.9436548948287964
study04_layout_04_heldout_03,heldout,950,0.04917445778846741,1.2265900373458862,0.6158823861517427,1.4771435260772705
study04_layout_04_heldout_03,heldout,750,0.050251565873622894,1.1511106491088867,0.6502547072700221,1.4280165433883667
study04_layout_04_heldout_03,heldout,500,0.14043094217777252,1.481284499168396,0.5616934981498175,1.7330632209777832
study04_layout_04_heldout_03,heldout,250,0.25114375352859497,1.091381549835205,0.6857809030991997,1.4398592710494995
study04_layout_04_heldout_03,heldout,0,1.1897358894348145,0.03888921067118645,0.9993541026718192,0.9997488856315613
study04_layout_04_heldout_04,training,999,0.09406139701604843,2.5254108905792236,0.22304552103173444,2.5157930850982666
study04_layout_04_heldout_04,training,950,0.04697807878255844,1.7795346975326538,0.31486535389587605,1.765662670135498
study04_layout_04_heldout_04,training,750,0.048148058354854584,1.6724797487258911,0.32242334959443886,1.6692004203796387
study04_layout_04_heldout_04,training,500,0.14187641441822052,2.209995746612549,0.2755361240449927,2.2862260341644287
study04_layout_04_heldout_04,training,250,0.25411784648895264,1.629529356956482,0.41319212599672134,1.8424360752105713
study04_layout_04_heldout_04,training,0,1.0401439666748047,0.05397340655326843,0.9977528941801033,0.9978248476982117
study04_layout_04_heldout_04,heldout,999,0.09022027999162674,3.3623340129852295,0.2523924507103253,3.442552328109741
study04_layout_04_heldout_04,heldout,950,0.04354388639330864,2.3290822505950928,0.359088576763044,2.450284004211426
study04_layout_04_heldout_04,heldout,750,0.04755636304616928,2.2596349716186523,0.36176779731129705,2.3876254558563232
study04_layout_04_heldout_04,heldout,500,0.15407298505306244,3.130847930908203,0.28324878704830686,3.256046772003174
study04_layout_04_heldout_04,heldout,250,0.31639716029167175,2.4718570709228516,0.35004413308403903,2.6450984477996826
study04_layout_04_heldout_04,heldout,0,1.5639264583587646,0.08997122198343277,0.9954790852331082,1.0002247095108032
study04_layout_04_heldout_05,training,999,0.08134698867797852,2.3496792316436768,0.28927626976159904,2.3858416080474854
study04_layout_04_heldout_05,training,950,0.04372420161962509,1.7176364660263062,0.3876871678076082,1.7660800218582153
study04_layout_04_heldout_05,training,750,0.04711870104074478,1.655311107635498,0.3661431852847378,1.6866481304168701
study04_layout_04_heldout_05,training,500,0.13810744881629944,2.1815054416656494,0.3008585225496388,2.274932622909546
study04_layout_04_heldout_05,training,250,0.24736598134040833,1.6085186004638672,0.4272869444343177,1.8302861452102661
study04_layout_04_heldout_05,training,0,1.0481600761413574,0.054207369685173035,0.9977577584847924,0.9972653388977051
study04_layout_04_heldout_05,heldout,999,0.07668110728263855,3.0744986534118652,0.2632332673286843,3.1541571617126465
study04_layout_04_heldout_05,heldout,950,0.039194028824567795,2.1916568279266357,0.3630615906650092,2.30596661567688
study04_layout_04_heldout_05,heldout,750,0.04253485053777695,2.119569778442383,0.3353526401980645,2.2077293395996094
study04_layout_04_heldout_05,heldout,500,0.13373753428459167,2.8931219577789307,0.2607246347562716,3.0005829334259033
study04_layout_04_heldout_05,heldout,250,0.24558934569358826,2.1599972248077393,0.3511340418786861,2.3490467071533203
study04_layout_04_heldout_05,heldout,0,1.1008880138397217,0.07487009465694427,0.9962114183086527,0.998802125453949
study04_layout_04_heldout_06,training,999,0.09603467583656311,2.4862053394317627,0.24346738383610672,2.4879138469696045
study04_layout_04_heldout_06,training,950,0.04516212269663811,1.6999752521514893,0.36023036447412815,1.709175705909729
study04_layout_04_heldout_06,training,750,0.04779075086116791,1.623454213142395,0.36423813544182515,1.6417169570922852
study04_layout_04_heldout_06,training,500,0.13848641514778137,2.127338171005249,0.2920742607316531,2.2102601528167725
study04_layout_04_heldout_06,training,250,0.2469632774591446,1.5651553869247437,0.4281088041192309,1.7903227806091309
study04_layout_04_heldout_06,training,0,1.023239254951477,0.052157677710056305,0.9978225208494311,0.9988942742347717
study04_layout_04_heldout_06,heldout,999,0.11435560882091522,1.920090675354004,0.1624514042080362,1.7409988641738892
study04_layout_04_heldout_06,heldout,950,0.06432758271694183,1.4358994960784912,0.2423920127713655,1.1906774044036865
study04_layout_04_heldout_06,heldout,750,0.06470826268196106,1.3369587659835815,0.2883526565406017,1.1559562683105469
study04_layout_04_heldout_06,heldout,500,0.14947918057441711,1.5642036199569702,0.29278725077873485,1.5958244800567627
study04_layout_04_heldout_06,heldout,250,0.26010408997535706,1.136802077293396,0.4666904387735677,1.4064483642578125
study04_layout_04_heldout_06,heldout,0,1.173015832901001,0.039523154497146606,0.998079432953648,0.9994726181030273
study05_layout_05_heldout_00,training,999,0.12698408961296082,0.9575405120849609,0.6320734823808711,1.2152944803237915
study05_layout_05_heldout_00,training,950,0.06784634292125702,0.6978759765625,0.773600341262165,1.0960477590560913
study05_layout_05_heldout_00,training,750,0.05437704175710678,0.5800099968910217,0.8309671682152913,1.0289381742477417
