fold_id,recording_key,arm,deployed_reliability,population_split_reliability,normalized_fir_distance,frequency_magnitude_distance,frequency_phase_distance,principal_angle_degrees,common_eog_response_distance
study02_layout_02_heldout_00,study02/study02_p02,WRONG1,0.3579632639884949,0.4164310470223427,0.8294004200219419,0.3487274242626067,0.700604444449523,70.2296707148452,0.8829641374276177
study02_layout_02_heldout_00,study02/study02_p03,MATCH,0.29771777987480164,0.4164310470223427,0.8170483429839551,0.3420050347842413,0.722808672629798,81.4172371566696,0.9316885131836252
study02_layout_02_heldout_00,study02/study02_p03,POP,0.4164310470223427,0.4164310470223427,0.6708905762795995,0.3350185358454902,0.5687067247734645,75.85354058394769,0.657536437085846
study02_layout_02_heldout_00,study02/study02_p03,WRONG0,0.3087455928325653,0.4164310470223427,0.9315748220080992,0.36285729278286655,0.9376452437636513,83.7243902839162,1.0685452386520338
study02_layout_02_heldout_00,study02/study02_p03,WRONG1,0.3579632639884949,0.4164310470223427,0.8774348634575663,0.3902954846254725,0.7846848326899416,72.23204726208846,1.2333725342881705
study02_layout_02_heldout_00,study02/study02_p06,MATCH,0.3579632639884949,0.4164310470223427,0.6764388400512938,0.31148636655775264,0.7511275347114854,86.01224628113634,0.7353149932378055
study02_layout_02_heldout_00,study02/study02_p06,POP,0.4164310470223427,0.4164310470223427,0.5484632788569997,0.31673245471472355,0.6823051741554547,88.39239750427456,0.6816917205022022
study02_layout_02_heldout_00,study02/study02_p06,WRONG0,0.3087455928325653,0.4164310470223427,0.9709164347123055,0.3568440972717604,1.1108980793258674,51.35579547584084,0.9199993956700911
study02_layout_02_heldout_00,study02/study02_p06,WRONG1,0.29771777987480164,0.4164310470223427,0.9090683865355359,0.37733883315326283,0.9844376828727718,64.1359833127085,0.8631617520009817
study02_layout_02_heldout_01,study02/study02_p07,MATCH,0.4908028542995453,0.3806847012959994,0.9935881935736672,0.5493718523338006,0.8090159039892615,78.65617549594813,2.239983541282927
study02_layout_02_heldout_01,study02/study02_p07,POP,0.3806847012959994,0.3806847012959994,0.7223062875475921,0.40566340663156186,0.5131019766207177,76.3347271642696,0.7659477580052879
study02_layout_02_heldout_01,study02/study02_p07,WRONG0,0.49104005098342896,0.3806847012959994,0.7637540279275067,0.4005295707848981,0.7044871813225345,82.40151299587508,0.7407638570670398
study02_layout_02_heldout_01,study02/study02_p08,MATCH,0.49104005098342896,0.3806847012959994,0.5615945257362274,0.3160973285691258,0.7852070119089547,84.85447735069454,0.619947286115889
study02_layout_02_heldout_01,study02/study02_p08,POP,0.3806847012959994,0.3806847012959994,0.6193812649989295,0.34361000215934756,0.8771935195183679,62.91938599048685,0.7950196495823314
study02_layout_02_heldout_01,study02/study02_p08,WRONG0,0.4908028542995453,0.3806847012959994,0.85785389740075,0.3645942874735346,0.8818403979383973,84.20177147106959,2.568285123219713
study02_layout_02_heldout_02,study02/study02_p09,MATCH,0.3971366286277771,0.40160542038770825,0.6114045901160634,0.34126378343151037,0.718294022736573,85.35375700222193,0.6601580108644799
study02_layout_02_heldout_02,study02/study02_p09,POP,0.40160542038770825,0.40160542038770825,1.1563624613301298,0.820498482223202,0.8508603587390409,82.12340667516925,1.2224390466263222
study02_layout_02_heldout_02,study02/study02_p09,WRONG0,0.31313490867614746,0.40160542038770825,0.9659101901723999,0.531324539831505,1.0028991782589387,87.0452396844351,0.923232013297778
study02_layout_02_heldout_02,study02/study02_p10,MATCH,0.31313490867614746,0.40160542038770825,0.8752459594736793,0.4870479455075051,0.8184775741723278,88.1031020540707,0.8084701456060507
study02_layout_02_heldout_02,study02/study02_p10,POP,0.40160542038770825,0.40160542038770825,1.16137204632917,0.9076006375354452,0.7416430103350826,79.7385062665909,1.1759951755592988
study02_layout_02_heldout_02,study02/study02_p10,WRONG0,0.3971366286277771,0.40160542038770825,0.850375719371832,0.5208728370765866,0.909657457099596,58.19807720353189,0.8950647522307418
study02_layout_02_heldout_03,study02/study02_p11,MATCH,0.4893488883972168,0.3923185972067026,0.8334606235512012,0.4921076167570516,0.5814300615991339,58.48949940720417,1.3826624963367866
study02_layout_02_heldout_03,study02/study02_p11,POP,0.3923185972067026,0.3923185972067026,0.7675707206410133,0.5518727523779928,0.5416568428683932,76.05497744706337,1.1740747836825078
study02_layout_02_heldout_03,study02/study02_p11,WRONG0,0.3335711658000946,0.3923185972067026,0.9230316523401962,0.5323983907826405,0.8707641495432332,58.11366822128368,1.437360936807759
study02_layout_02_heldout_03,study02/study02_p12,MATCH,0.3335711658000946,0.3923185972067026,0.7764915776382342,0.3174719585229557,0.7447064693509923,36.0753904541239,0.8438667500077737
study02_layout_02_heldout_03,study02/study02_p12,POP,0.3923185972067026,0.3923185972067026,0.5933522416370538,0.39063311551986984,0.4347573024088655,86.86858187002088,0.6142669709675955
study02_layout_02_heldout_03,study02/study02_p12,WRONG0,0.4893488883972168,0.3923185972067026,0.8280126827224789,0.4480525638972022,0.6553323729916882,62.82126834253878,0.9004322509547638
study02_layout_02_heldout_04,study02/study02_p13,MATCH,0.4275713264942169,0.3865128984818092,0.5581463118813967,0.2812892476941285,0.42699901561593945,79.41895384627347,0.6808747321202122
study02_layout_02_heldout_04,study02/study02_p13,POP,0.3865128984818092,0.3865128984818092,0.5043521829546384,0.32843264746433876,0.3517366917724669,61.79016845705374,0.6941814250760148
study02_layout_02_heldout_04,study02/study02_p13,WRONG0,0.5234028697013855,0.3865128984818092,0.9919960444498653,0.683325932720516,0.8141000186820571,81.7537913315846,0.8926264322520624
study02_layout_02_heldout_04,study02/study02_p14,MATCH,0.5234028697013855,0.3865128984818092,0.7420843343863837,0.4405860092573996,0.8431006499417372,75.0173814193755,0.8584658820670408
study02_layout_02_heldout_04,study02/study02_p14,POP,0.3865128984818092,0.3865128984818092,0.9937711043081754,0.7404770960973666,0.8190122745219309,76.04918126227176,1.486584988331842
study02_layout_02_heldout_04,study02/study02_p14,WRONG0,0.4275713264942169,0.3865128984818092,1.2383867853621715,0.9769224978909302,0.9184412429823857,87.32907786341082,5.637931178664689
study02_layout_02_heldout_05,study02/study02_p15,MATCH,0.35215118527412415,0.4014955483950101,0.8317659082848369,0.3838453017316572,0.9672329369547746,81.7534965987989,0.7616540766468685
study02_layout_02_heldout_05,study02/study02_p15,POP,0.4014955483950101,0.4014955483950101,0.5862740880931229,0.3009824009957944,0.4107621250543208,76.258925869623,0.5706293194110947
study02_layout_02_heldout_05,study02/study02_p15,WRONG0,0.37024375796318054,0.4014955483950101,1.0675250050119611,0.6547777927287715,0.7896210861809885,84.48938778071054,0.9081479448531721
study02_layout_02_heldout_05,study02/study02_p16,MATCH,0.37024375796318054,0.4014955483950101,0.7864620330722718,0.44313373804473805,0.6972946764360389,77.0317338809147,0.7371860354752935
study02_layout_02_heldout_05,study02/study02_p16,POP,0.4014955483950101,0.4014955483950101,0.936572521553759,0.7751656425041313,0.31880310495871145,56.32948109983813,1.3358888013607717
study02_layout_02_heldout_05,study02/study02_p16,WRONG0,0.35215118527412415,0.4014955483950101,1.1159470552798767,0.7124583903127434,0.9793166856655581,71.2426394730917,1.3325331233155546
study02_layout_02_heldout_06,study02/study02_p17,MATCH,0.42645934224128723,0.39554550556036144,0.6436867891758844,0.3088906162967527,0.492442597831177,56.314228581110655,0.7474215681477506
study02_layout_02_heldout_06,study02/study02_p17,POP,0.39554550556036144,0.39554550556036144,0.5346975756045605,0.2871037059571667,0.4325537972673251,71.12110456092988,0.5309684724029188
study02_layout_02_heldout_06,study02/study02_p17,WRONG0,0.3741314113140106,0.39554550556036144,0.8596639589126343,0.3808181076348218,0.8847660800830426,84.76750067313088,0.8031772724449114
study02_layout_02_heldout_06,study02/study02_p18,MATCH,0.3741314113140106,0.39554550556036144,0.7491900261827124,0.3482507991492021,0.7489258048643574,30.97300198136494,0.7202781918617973
study02_layout_02_heldout_06,study02/study02_p18,POP,0.39554550556036144,0.39554550556036144,0.5158207692725529,0.30329126961277675,0.5122622524867104,59.75899523289021,0.6776289527206704
study02_layout_02_heldout_06,study02/study02_p18,WRONG0,0.42645934224128723,0.39554550556036144,0.6680023968639065,0.30132523770170744,0.7082567649315333,68.6972496418516,1.1524735811853037
study03_layout_03_heldout_00,study03/study03_p03,MATCH,0.2789752781391144,0.40835797786712646,0.9183582236513436,0.37326159145582843,0.8202088277241909,35.120163513166695,0.9770817918087047
study03_layout_03_heldout_00,study03/study03_p03,POP,0.40835797786712646,0.40835797786712646,0.6591685551507218,0.3253936271320182,0.7450675593071905,76.79091865144119,0.6641563278561543
study03_layout_03_heldout_00,study03/study03_p03,WRONG0,0.42108455300331116,0.40835797786712646,1.060656681846329,0.5666719776522036,1.1135160824585382,72.58916510546102,1.6152271506310254
study03_layout_03_heldout_00,study03/study03_p19,MATCH,0.42108455300331116,0.40835797786712646,0.5605198307029876,0.27757360195637465,0.9487853653637428,36.293354295214506,0.533855605819741
study03_layout_03_heldout_00,study03/study03_p19,POP,0.40835797786712646,0.40835797786712646,0.9680942170752137,0.5197093666850353,0.8798710458317449,78.98000065056512,0.8471936266423336
study03_layout_03_heldout_00,study03/study03_p19,WRONG0,0.2789752781391144,0.40835797786712646,1.2251586201946496,0.6684354179682603,1.1798829340948145,81.98546027758827,0.9925738841167269
study03_layout_03_heldout_01,study03/study03_p20,MATCH,0.4233696460723877,0.4011741429567337,0.9222037232729392,0.3336486079134442,0.8038844219036978,42.29543366627575,0.920369235161623
study03_layout_03_heldout_01,study03/study03_p20,POP,0.4011741429567337,0.4011741429567337,0.7595994444460458,0.36582378039245256,1.1085150209653525,85.70200065930132,0.7301899667987998
study03_layout_03_heldout_01,study03/study03_p20,WRONG0,0.3371259272098541,0.4011741429567337,0.9293283450336032,0.4933488570378693,1.2724230705778767,80.055035559443,1.1172251779180482
study03_layout_03_heldout_01,study03/study03_p21,MATCH,0.3371259272098541,0.4011741429567337,0.5786552429006432,0.2579781540500999,0.5861825102966055,62.97361554469129,0.5488606434535105
study03_layout_03_heldout_01,study03/study03_p21,POP,0.4011741429567337,0.4011741429567337,0.5309649333372256,0.3057065574833315,0.4301780215432893,64.97384998440856,0.6170618436371269
study03_layout_03_heldout_01,study03/study03_p21,WRONG0,0.4233696460723877,0.4011741429567337,1.175464832954939,0.5141323163683127,1.4262074895447152,75.52806986064694,0.9874324472723307
study03_layout_03_heldout_02,study03/study03_p22,MATCH,0.3052580654621124,0.3959817513823509,0.9359138941549212,0.4296854272281141,0.7638879801644229,51.96397898092512,1.2561203168800812
study03_layout_03_heldout_02,study03/study03_p22,POP,0.3959817513823509,0.3959817513823509,0.6663049698848635,0.3675545304239214,0.5440534182228447,82.56346456050889,0.7056474450741189
study03_layout_03_heldout_02,study03/study03_p22,WRONG0,0.47382912039756775,0.3959817513823509,1.0179080313718702,0.4619807364721162,0.9743945749393847,84.66074972600009,1.0518079837261993
study03_layout_03_heldout_02,study03/study03_p23,MATCH,0.47382912039756775,0.3959817513823509,0.8267868319681416,0.48316821539779925,0.9753288802829722,88.80567171102813,0.859897213926542
study03_layout_03_heldout_02,study03/study03_p23,POP,0.3959817513823509,0.3959817513823509,0.9657062654013473,0.6724127281320624,0.9279259664498543,88.4548045863797,1.0296998614378337
study03_layout_03_heldout_02,study03/study03_p23,WRONG0,0.3052580654621124,0.3959817513823509,1.1675130913912248,0.7212970041453808,1.063349066655678,88.14878664043216,1.555586715955986
study03_layout_03_heldout_03,study03/study03_p24,MATCH,0.4191373586654663,0.38964785635471344,0.5360132780024639,0.2704280550949233,0.6624045840486766,27.061517662103856,0.5168714775113362
study03_layout_03_heldout_03,study03/study03_p24,POP,0.38964785635471344,0.38964785635471344,0.6293243394104081,0.2986186920025645,0.6478903403732217,87.6272640716578,0.6265750916219607
study03_layout_03_heldout_03,study03/study03_p24,WRONG0,0.4278157651424408,0.38964785635471344,0.8302406803365788,0.46618957922043913,0.6867386386709747,85.8430183945318,0.7728755772625541
study03_layout_03_heldout_03,study03/study03_p25,MATCH,0.4278157651424408,0.38964785635471344,0.6249681211560459,0.35527840584474396,0.5664971198178025,87.32633808403828,0.5949329683971865
study03_layout_03_heldout_03,study03/study03_p25,POP,0.38964785635471344,0.38964785635471344,0.5432307410897014,0.3349772013330225,0.5587522414570132,69.70071905155038,0.5470546104265901
study03_layout_03_heldout_03,study03/study03_p25,WRONG0,0.4191373586654663,0.38964785635471344,0.7106438192746212,0.38907413059634355,0.8100897640476831,63.41936280376273,1.0442847042488712
study03_layout_03_heldout_04,study03/study03_p26,MATCH,0.45607447624206543,0.3860454000532627,0.7232365580718839,0.3986432255340218,0.7365821166722066,79.26071381502345,0.7870712598683037
study03_layout_03_heldout_04,study03/study03_p26,POP,0.3860454000532627,0.3860454000532627,0.5241144622567112,0.29817566726710626,0.5564480602307056,70.33104648656185,0.5671019771552646
study03_layout_03_heldout_04,study03/study03_p26,WRONG0,0.41717228293418884,0.3860454000532627,0.7020251300634033,0.4058711216448266,0.6567751949129611,75.28007190447317,0.656723541566375
study03_layout_03_heldout_04,study03/study03_p27,MATCH,0.41717228293418884,0.3860454000532627,0.7131288878415493,0.3787636726706368,0.6384336063289029,37.255158009805314,0.6727825400235526
study03_layout_03_heldout_04,study03/study03_p27,POP,0.3860454000532627,0.3860454000532627,0.7269731619982953,0.3348925775872918,0.7700594126821965,82.00427468443682,0.7326931496133624
study03_layout_03_heldout_04,study03/study03_p27,WRONG0,0.45607447624206543,0.3860454000532627,0.8277558010071973,0.4224546830445401,0.8847773959305261,77.85030732635613,0.7942464085500397
study04_layout_04_heldout_00,study04/study04_p03,MATCH,0.30175989866256714,0.2967045418918133,0.6298885908332194,0.2928753744836265,0.8536200509658051,88.921881314685,0.7554635055260321
study04_layout_04_heldout_00,study04/study04_p03,POP,0.2967045418918133,0.2967045418918133,0.6264430987328753,0.4127031578947343,0.5149257682192813,72.3322843581705,0.6524091792210356
study04_layout_04_heldout_00,study04/study04_p03,WRONG0,0.26640021800994873,0.2967045418918133,0.8851168189541435,0.4053397988885352,0.6990147645642228,57.13455391246774,1.4932172035809903
study04_layout_04_heldout_00,study04/study04_p03,WRONG1,0.3957365155220032,0.2967045418918133,0.721916559559051,0.3301147930901154,0.6875027641387481,44.823464946296305,0.8488301286331162
study04_layout_04_heldout_00,study04/study04_p08,MATCH,0.26640021800994873,0.2967045418918133,0.7722086466532638,0.33106841730006226,0.5698164162440864,59.83715441684825,0.7135808810898516
study04_layout_04_heldout_00,study04/study04_p08,POP,0.2967045418918133,0.2967045418918133,0.6532518524756937,0.30276101860318844,0.47091234353103784,69.87686321348242,0.7254843669440164
study04_layout_04_heldout_00,study04/study04_p08,WRONG0,0.30175989866256714,0.2967045418918133,1.061353977821714,0.5315751472770683,1.09685268931021,77.33434206732692,0.8999010047063775
study04_layout_04_heldout_00,study04/study04_p08,WRONG1,0.3957365155220032,0.2967045418918133,0.8566313554558497,0.46866427762911894,0.5894875460004958,34.041542659988366,0.7941945219481574
study04_layout_04_heldout_00,study04/study04_p24,MATCH,0.3957365155220032,0.2967045418918133,0.5510579049388347,0.2649426601583308,0.5466552456932996,79.3092295471811,0.5375895720850831
study04_layout_04_heldout_00,study04/study04_p24,POP,0.2967045418918133,0.2967045418918133,0.5794669321638738,0.3487290594834763,0.40049808052412195,61.98276934824111,0.5682518965501874
study04_layout_04_heldout_00,study04/study04_p24,WRONG0,0.30175989866256714,0.2967045418918133,0.7933270780105983,0.349221300667053,1.0137735052073509,75.69894483172142,0.7544638691047912
study04_layout_04_heldout_00,study04/study04_p24,WRONG1,0.26640021800994873,0.2967045418918133,0.8169237870184393,0.38184727598509116,0.6114743458075544,87.07266926266517,0.9712231606217423
study04_layout_04_heldout_01,study04/study04_p28,MATCH,0.3556422293186188,0.30030714433926803,0.7312985048784121,0.3315534197107475,0.7359298251017896,55.74326178967222,0.9507590660728331
study04_layout_04_heldout_01,study04/study04_p28,POP,0.30030714433926803,0.30030714433926803,0.6463240706412641,0.3860571270554878,0.48119785481465466,51.7641961092338,1.06490117548925
study04_layout_04_heldout_01,study04/study04_p28,WRONG0,0.2717001140117645,0.30030714433926803,0.7625522954683607,0.39402548887616967,0.6009274924058167,69.95051172447234,3.0444328050722835
study04_layout_04_heldout_01,study04/study04_p29,MATCH,0.2717001140117645,0.30030714433926803,0.7358340654823609,0.4253154299346201,0.4215020745815316,64.78533013238732,0.7089629500187207
study04_layout_04_heldout_01,study04/study04_p29,POP,0.30030714433926803,0.30030714433926803,0.7654407356150783,0.4981101980973552,0.38204705582770676,75.85350686763438,0.7588158733165189
study04_layout_04_heldout_01,study04/study04_p29,WRONG0,0.3556422293186188,0.30030714433926803,0.9039007954861054,0.5003514932686797,0.7372580911090375,89.20065707677503,0.8396404778922403
study04_layout_04_heldout_02,study04/study04_p30,MATCH,0.3241284191608429,0.3048107555279365,0.7044685719768294,0.3377356231597739,0.6723173972778502,77.78128704533094,0.8692747676191165
study04_layout_04_heldout_02,study04/study04_p30,POP,0.3048107555279365,0.3048107555279365,0.5527175272023693,0.33226480128822117,0.5419489058203596,70.33344159701554,0.6029028152482839
study04_layout_04_heldout_02,study04/study04_p30,WRONG0,0.22673307359218597,0.3048107555279365,0.9256755637889391,0.41582176052504244,0.8479072124776136,88.2267591819344,1.0991745558791703
study04_layout_04_heldout_02,study04/study04_p31,MATCH,0.22673307359218597,0.3048107555279365,0.9577433478453871,0.3272482044851619,0.6870053170454167,35.78471713510754,1.0111303582934301
study04_layout_04_heldout_02,study04/study04_p31,POP,0.3048107555279365,0.3048107555279365,0.7666702279408354,0.3344965815912334,0.5850370539717993,85.6419655484942,0.7358578820092281
study04_layout_04_heldout_02,study04/study04_p31,WRONG0,0.3241284191608429,0.3048107555279365,1.028002119194058,0.4528033317316285,0.8870366762232179,78.81165134314534,1.0809032242221521
study04_layout_04_heldout_03,study04/study04_p32,MATCH,0.242075115442276,0.3131512552499771,0.8610115654608979,0.36028138162902495,0.7737848787043198,61.22853864206227,0.8647841243877762
study04_layout_04_heldout_03,study04/study04_p32,POP,0.3131512552499771,0.3131512552499771,0.6955053798414674,0.31975184587644034,0.6968847996749084,63.25123220396417,0.6434201785659681
study04_layout_04_heldout_03,study04/study04_p32,WRONG0,0.27809733152389526,0.3131512552499771,1.08502972435073,0.4772824128544203,1.5073671798481285,77.40646646846258,1.1744427588961555
study04_layout_04_heldout_03,study04/study04_p33,MATCH,0.27809733152389526,0.3131512552499771,0.9162138889170623,0.35757240192593026,0.7973246606476917,67.76412800309289,0.9978498538726699
study04_layout_04_heldout_03,study04/study04_p33,POP,0.3131512552499771,0.3131512552499771,1.0084880030014363,0.4248994064021282,1.6583744625772592,63.62738527243358,0.9070068871186495
study04_layout_04_heldout_03,study04/study04_p33,WRONG0,0.242075115442276,0.3131512552499771,0.9827982482586514,0.3921858762960221,1.4686424738055404,67.56909906287086,0.9788910233071614
study04_layout_04_heldout_04,study04/study04_p34,MATCH,0.3051900267601013,0.2992444886611058,0.8840256199619296,0.28901348355806944,0.6598668507008398,59.80273625296286,1.1242253974881613
study04_layout_04_heldout_04,study04/study04_p34,POP,0.2992444886611058,0.2992444886611058,0.8560495058175839,0.38536440876022715,0.6202383467572455,73.70906130985911,0.7883798886972718
study04_layout_04_heldout_04,study04/study04_p34,WRONG0,0.33072763681411743,0.2992444886611058,1.0363249781221608,0.3541852819947483,0.7682745410292114,83.90336457429757,0.9206459855435524
study04_layout_04_heldout_04,study04/study04_p35,MATCH,0.33072763681411743,0.2992444886611058,0.7626710079881529,0.3414807817167603,0.5370766064577123,88.99156936333621,0.9103167279551923
study04_layout_04_heldout_04,study04/study04_p35,POP,0.2992444886611058,0.2992444886611058,0.5863170056104305,0.32145755567994533,0.5224624786390644,83.529587709799,0.8270842788417498
study04_layout_04_heldout_04,study04/study04_p35,WRONG0,0.3051900267601013,0.2992444886611058,0.9940675932888579,0.41603271315159734,0.7368929297160781,83.88642145836278,2.261386530575161
study04_layout_04_heldout_05,study04/study04_p36,MATCH,0.302469402551651,0.30194016374074495,0.68549186370972,0.2987606743762884,0.6049528833276381,49.889172986153106,0.646601932475005
study04_layout_04_heldout_05,study04/study04_p36,POP,0.30194016374074495,0.30194016374074495,0.6335346096891001,0.38889831415875376,0.4873482893861838,81.78413023767237,0.6175716721300458
study04_layout_04_heldout_05,study04/study04_p36,WRONG0,0.2966679036617279,0.30194016374074495,0.9532242101109732,0.41102815406808935,0.8847675341277748,75.80963183120008,0.8439662729469536
study04_layout_04_heldout_05,study04/study04_p37,MATCH,0.2966679036617279,0.30194016374074495,0.8684920732524115,0.3455921224497728,0.8185140463755016,83.81023598350417,0.9088327505870756
study04_layout_04_heldout_05,study04/study04_p37,POP,0.30194016374074495,0.30194016374074495,0.6236498443533447,0.3290714305082765,0.6409762002468784,86.04551343672719,0.9108627548574018
study04_layout_04_heldout_05,study04/study04_p37,WRONG0,0.302469402551651,0.30194016374074495,0.7416020705626513,0.3768951497043743,0.7521805668718531,69.29249561282545,1.4357450035430797
study04_layout_04_heldout_06,study04/study04_p38,MATCH,0.37065914273262024,0.2971483583633716,0.6248835251894794,0.24393499715376582,0.584497157999817,53.54151375773503,0.6971115752247241
study04_layout_04_heldout_06,study04/study04_p38,POP,0.2971483583633716,0.2971483583633716,0.8575029926334901,0.5148773333860648,0.5686324595580367,62.28321400613676,0.7774798417404567
study04_layout_04_heldout_06,study04/study04_p38,WRONG0,0.27149078249931335,0.2971483583633716,1.041317238610258,0.5209915468721673,0.807840053342152,66.41002087267677,1.0316419596481192
study04_layout_04_heldout_06,study04/study04_p39,MATCH,0.27149078249931335,0.2971483583633716,0.7470281778134628,0.3155237439119199,0.5265784400185586,71.45457692221079,0.7913340308287927
study04_layout_04_heldout_06,study04/study04_p39,POP,0.2971483583633716,0.2971483583633716,0.46136562121891356,0.26708541795783713,0.453206749902874,73.23348984221764,0.5432521154029761
study04_layout_04_heldout_06,study04/study04_p39,WRONG0,0.37065914273262024,0.2971483583633716,0.9780456551785827,0.48991505802732005,0.9181817333142624,70.8352388273558,1.1536449415473047
study05_layout_05_heldout_00,study05/study05_p06,MATCH,0.41508394479751587,0.3658066004514694,0.6361235245054417,0.32202871606633926,0.4598446074907354,87.65444112378373,0.6563138636254416
study05_layout_05_heldout_00,study05/study05_p06,POP,0.3658066004514694,0.3658066004514694,0.5836183557637169,0.32032728687045636,0.48207815825457195,87.9645082946702,0.5514722508094215
study05_layout_05_heldout_00,study05/study05_p06,WRONG0,0.37073010206222534,0.3658066004514694,0.8959359942206069,0.40726388982714185,0.9259121203623245,65.04320697191821,1.4220962234957193
study05_layout_05_heldout_00,study05/study05_p06,WRONG1,0.27302032709121704,0.3658066004514694,0.9280674853843248,0.39795640315136427,1.0879402005025969,60.078012372128526,0.8139323737881512
study05_layout_05_heldout_00,study05/study05_p10,MATCH,0.37073010206222534,0.3658066004514694,0.9618486464301461,0.38132512844751076,0.8213395393531537,60.377878895781336,1.0175566250916686
study05_layout_05_heldout_00,study05/study05_p10,POP,0.3658066004514694,0.3658066004514694,0.7612451831319194,0.3269094855088236,0.7369561065241744,54.092653246732965,0.7400850937700668
study05_layout_05_heldout_00,study05/study05_p10,WRONG0,0.41508394479751587,0.3658066004514694,0.8172391468840869,0.34177647101231373,0.76069286632898,76.89945111139764,0.7438253189120356
study05_layout_05_heldout_00,study05/study05_p10,WRONG1,0.27302032709121704,0.3658066004514694,1.0430518508370286,0.39371009599558954,1.1951009728435686,66.9942540593666,0.892968208762094
study05_layout_05_heldout_00,study05/study05_p24,MATCH,0.27302032709121704,0.3658066004514694,0.9321955327121211,0.4152406808954779,1.15746253833404,75.10422502334497,0.8454490390421662
study05_layout_05_heldout_00,study05/study05_p24,POP,0.3658066004514694,0.3658066004514694,0.9189252608398815,0.5237133215272419,0.6696448816474363,60.4340094347731,0.8863617657600468
