fold_id,recording_key,regime,arm,reliability,rrmse,artifact_rrmse,artifact_correlation,correction_rms
study01_layout_01_heldout_00,study01/study01_p01,operator_only_common_reliability,MATCH,1.0,1.0171653032302856,1.7541567087173462,0.1323670684850696,0.6693089604377747
study01_layout_01_heldout_00,study01/study01_p01,operator_only_common_reliability,POP,1.0,0.9981547594070435,1.7213720083236694,0.15831098215114633,0.6641508936882019
study01_layout_01_heldout_00,study01/study01_p01,operator_only_common_reliability,WRONG0,1.0,1.0811423063278198,1.8644886016845703,0.10554849094169769,0.7129260301589966
study01_layout_01_heldout_00,study01/study01_p01,operator_only_common_reliability,WRONG1,1.0,1.0307282209396362,1.7775466442108154,0.1417356980941809,0.6856195330619812
study01_layout_01_heldout_00,study01/study01_p01,deployed_support_reliability,MATCH,0.3259790539741516,1.037933588027954,1.7899727821350098,0.1291900165606529,0.6854429244995117
study01_layout_01_heldout_00,study01/study01_p01,deployed_support_reliability,POP,0.39645254611968994,0.9593662619590759,1.6544791460037231,0.16458024461715434,0.632440447807312
study01_layout_01_heldout_00,study01/study01_p01,deployed_support_reliability,WRONG0,0.3579985797405243,1.0528029203414917,1.8156156539916992,0.10922912259611947,0.6898304224014282
study01_layout_01_heldout_00,study01/study01_p01,deployed_support_reliability,WRONG1,0.48966652154922485,1.0439718961715698,1.8003861904144287,0.1394428682075885,0.695692777633667
study01_layout_01_heldout_00,study01/study01_p02,operator_only_common_reliability,MATCH,1.0,1.064548373222351,2.5096328258514404,0.05783007500023213,0.6718085408210754
study01_layout_01_heldout_00,study01/study01_p02,operator_only_common_reliability,POP,1.0,1.0092626810073853,2.3792989253997803,0.08768873919245292,0.6404560208320618
study01_layout_01_heldout_00,study01/study01_p02,operator_only_common_reliability,WRONG0,1.0,0.999093234539032,2.3553247451782227,0.07441882714972886,0.6276750564575195
study01_layout_01_heldout_00,study01/study01_p02,operator_only_common_reliability,WRONG1,1.0,1.0076549053192139,2.3755085468292236,0.08088135320617947,0.6355965733528137
study01_layout_01_heldout_00,study01/study01_p02,deployed_support_reliability,MATCH,0.3579985797405243,1.0297070741653442,2.4274957180023193,0.05824012791723973,0.643614649772644
study01_layout_01_heldout_00,study01/study01_p02,deployed_support_reliability,POP,0.39645254611968994,0.9620064496994019,2.2678940296173096,0.08925599074774604,0.603329598903656
study01_layout_01_heldout_00,study01/study01_p02,deployed_support_reliability,WRONG0,0.3259790539741516,1.0236270427703857,2.4131622314453125,0.07002221131838257,0.6411305665969849
study01_layout_01_heldout_00,study01/study01_p02,deployed_support_reliability,WRONG1,0.48966652154922485,1.023934245109558,2.413886547088623,0.07759956749375711,0.6441206932067871
study01_layout_01_heldout_00,study01/study01_p03,operator_only_common_reliability,MATCH,1.0,1.293816089630127,1.6956318616867065,0.11884280296806798,0.6477220058441162
study01_layout_01_heldout_00,study01/study01_p03,operator_only_common_reliability,POP,1.0,1.2823625802993774,1.6806212663650513,0.1274156719951088,0.6441074013710022
study01_layout_01_heldout_00,study01/study01_p03,operator_only_common_reliability,WRONG0,1.0,1.2753396034240723,1.671417236328125,0.1131204530444791,0.6321508288383484
study01_layout_01_heldout_00,study01/study01_p03,operator_only_common_reliability,WRONG1,1.0,1.3758227825164795,1.8031069040298462,0.0851879114156731,0.6892126798629761
study01_layout_01_heldout_00,study01/study01_p03,deployed_support_reliability,MATCH,0.48966652154922485,1.3100244998931885,1.7168740034103394,0.11586290427976105,0.6562903523445129
study01_layout_01_heldout_00,study01/study01_p03,deployed_support_reliability,POP,0.39645254611968994,1.228733777999878,1.6103371381759644,0.13200407392120858,0.6073102355003357
study01_layout_01_heldout_00,study01/study01_p03,deployed_support_reliability,WRONG0,0.3259790539741516,1.300130844116211,1.7039076089859009,0.10904377061005613,0.645801305770874
study01_layout_01_heldout_00,study01/study01_p03,deployed_support_reliability,WRONG1,0.3579985797405243,1.3363171815872192,1.75133216381073,0.08769327346448312,0.6620032787322998
