fold_id,timestep,state_rms,x0_rms,x0_error,epsilon_rms
study01_layout_01_heldout_00,999,1.0025705099105835,0.32205426692962646,0.34466809034347534,1.0025975704193115
study01_layout_01_heldout_00,957,0.9827824831008911,0.2322240024805069,0.26250267028808594,0.9959375858306885
study01_layout_01_heldout_00,916,0.9659892320632935,0.1755027174949646,0.2138534039258957,0.9851460456848145
study01_layout_01_heldout_00,874,0.9502732753753662,0.15155485272407532,0.19514377415180206,0.9721100330352783
study01_layout_01_heldout_00,832,0.9349942207336426,0.15296873450279236,0.1971442699432373,0.9567501544952393
study01_layout_01_heldout_00,791,0.9201232194900513,0.17134447395801544,0.21233904361724854,0.9450392127037048
study01_layout_01_heldout_00,749,0.9035366177558899,0.19540251791477203,0.23192599415779114,0.9405959248542786
study01_layout_01_heldout_00,708,0.8845993280410767,0.21929918229579926,0.25190651416778564,0.937442421913147
study01_layout_01_heldout_00,666,0.8622811436653137,0.24363617599010468,0.273080050945282,0.9320090413093567
study01_layout_01_heldout_00,624,0.8374564051628113,0.26588326692581177,0.29326164722442627,0.918759286403656
study01_layout_01_heldout_00,583,0.811790943145752,0.28762227296829224,0.31311166286468506,0.9112002849578857
study01_layout_01_heldout_00,541,0.783593475818634,0.30947548151016235,0.33316147327423096,0.9003182649612427
study01_layout_01_heldout_00,500,0.7547452449798584,0.32859987020492554,0.3510377109050751,0.8905866742134094
study01_layout_01_heldout_00,458,0.7239699363708496,0.34800922870635986,0.3692476153373718,0.8730434775352478
study01_layout_01_heldout_00,416,0.6928558349609375,0.36553969979286194,0.38584446907043457,0.8541808724403381
study01_layout_01_heldout_00,375,0.6625208258628845,0.38122648000717163,0.4007927477359772,0.8380964994430542
study01_layout_01_heldout_00,333,0.6316347122192383,0.3964012563228607,0.41525763273239136,0.8104486465454102
study01_layout_01_heldout_00,291,0.6019395589828491,0.4097965955734253,0.4281546473503113,0.7816270589828491
study01_layout_01_heldout_00,250,0.5744549632072449,0.42200973629951477,0.43984895944595337,0.7483557462692261
study01_layout_01_heldout_00,208,0.5483438968658447,0.43251174688339233,0.4500056207180023,0.7123132944107056
study01_layout_01_heldout_00,166,0.524611234664917,0.44128239154815674,0.45849210023880005,0.6750348806381226
study01_layout_01_heldout_00,125,0.5040105581283569,0.4483592212200165,0.46527746319770813,0.6292382478713989
study01_layout_01_heldout_00,83,0.48584887385368347,0.45338624715805054,0.4701613783836365,0.5850090980529785
study01_layout_01_heldout_00,42,0.4709349274635315,0.45630043745040894,0.4729881286621094,0.5319219827651978
study01_layout_01_heldout_00,0,0.45748335123062134,0.4566158652305603,0.4732949137687683,0.43875929713249207
study01_layout_01_heldout_01,999,0.9967938661575317,0.32774296402931213,0.7147636413574219,0.9968210458755493
study01_layout_01_heldout_01,957,0.9769728183746338,0.23473934829235077,0.6775892972946167,0.9898796677589417
study01_layout_01_heldout_01,916,0.9604566097259521,0.17460118234157562,0.6593419313430786,0.9784326553344727
study01_layout_01_heldout_01,874,0.945382833480835,0.1546911746263504,0.6543808579444885,0.9652956128120422
study01_layout_01_heldout_01,832,0.9308076500892639,0.1614552140235901,0.6558936834335327,0.9517913460731506
study01_layout_01_heldout_01,791,0.9162012934684753,0.18036775290966034,0.6605088710784912,0.941722571849823
study01_layout_01_heldout_01,749,0.8995938897132874,0.20260468125343323,0.6663892865180969,0.9403315782546997
study01_layout_01_heldout_01,708,0.8801756501197815,0.22504059970378876,0.6731308102607727,0.9341261982917786
study01_layout_01_heldout_01,666,0.8578392267227173,0.24786925315856934,0.6806889176368713,0.9280511140823364
study01_layout_01_heldout_01,624,0.833106279373169,0.2700715959072113,0.6887274980545044,0.9199947714805603
study01_layout_01_heldout_01,583,0.8070298433303833,0.29078564047813416,0.6968117952346802,0.9105961918830872
study01_layout_01_heldout_01,541,0.7786416411399841,0.31128552556037903,0.7053448557853699,0.9002504348754883
study01_layout_01_heldout_01,500,0.7496001720428467,0.3303479254245758,0.7137789130210876,0.8879348039627075
study01_layout_01_heldout_01,458,0.7188982367515564,0.34851551055908203,0.7221645712852478,0.8771942257881165
study01_layout_01_heldout_01,416,0.6874160766601562,0.3658043146133423,0.7305575013160706,0.8524689078330994
study01_layout_01_heldout_01,375,0.6571736931800842,0.38152697682380676,0.7384283542633057,0.8324421048164368
study01_layout_01_heldout_01,333,0.626682460308075,0.39610350131988525,0.7459681034088135,0.808872401714325
study01_layout_01_heldout_01,291,0.5972129106521606,0.4093540608882904,0.7530241012573242,0.7826500535011292
study01_layout_01_heldout_01,250,0.5699282884597778,0.42074310779571533,0.7592065930366516,0.7566456198692322
study01_layout_01_heldout_01,208,0.5438116192817688,0.4310756027698517,0.7649497985839844,0.7208327651023865
study01_layout_01_heldout_01,166,0.5202423334121704,0.43950945138931274,0.769693911075592,0.6886623501777649
study01_layout_01_heldout_01,125,0.4998418986797333,0.44606515765190125,0.7734233736991882,0.6529132723808289
study01_layout_01_heldout_01,83,0.48187533020973206,0.45116645097732544,0.7763462066650391,0.600561797618866
study01_layout_01_heldout_01,42,0.4675983488559723,0.45402127504348755,0.7780061960220337,0.5512276291847229
study01_layout_01_heldout_01,0,0.45510295033454895,0.45431363582611084,0.7781785726547241,0.461660236120224
study02_layout_02_heldout_00,999,1.001278042793274,0.30555617809295654,0.3247738778591156,1.0012996196746826
study02_layout_02_heldout_00,957,0.985110342502594,0.24316036701202393,0.26158756017684937,0.9950112700462341
study02_layout_02_heldout_00,916,0.9715662598609924,0.21858641505241394,0.23491109907627106,0.9855203628540039
study02_layout_02_heldout_00,874,0.9585992693901062,0.2131793051958084,0.22900517284870148,0.9734123945236206
study02_layout_02_heldout_00,832,0.9458237290382385,0.2240261733531952,0.23800769448280334,0.9602994322776794
study02_layout_02_heldout_00,791,0.9329097867012024,0.24315862357616425,0.2559489607810974,0.9498649835586548
