alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,failure_reason,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.17211939368172136,0.0,1,unreliable_common_eeg_alignment,681.9765625,300,True,processed_EEG_plus_IMU,,sub-24,46,1.0,0,742.46337890625,9.09432601928711,87293,27,1.0,2,1.1577895747905131e-05,5.8919717105254676e-08,87293,False,ses-02,success,False,ERP
,,,,,,,False,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-02/eeg/sub-24_ses-02_task-SSVEP_eeg.vhdr,sub-24,,,,,,,,,,,,,False,ses-02,missing,False,SSVEP
46,0.22043748509262548,0.0,1,unreliable_common_eeg_alignment,675.8125,300,True,processed_EEG_plus_IMU,,sub-24,46,1.0,0,832.9095458984375,13.851577758789062,86504,27,1.0,0,3.845258106593974e-05,1.4121795857136021e-06,86504,False,ses-03,success,False,ERP
,,,,,,,False,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-03/eeg/sub-24_ses-03_task-SSVEP_eeg.vhdr,sub-24,,,,,,,,,,,,,False,ses-03,missing,False,SSVEP
46,0.2072239209499091,0.0,1,unreliable_common_eeg_alignment,685.0,300,True,processed_EEG_plus_IMU,,sub-24,46,1.0,0,743.2756958007812,16.32748794555664,87680,27,1.0,0,7.051337161101401e-05,3.2192781418416416e-06,87680,False,ses-04,success,False,ERP
,,,,,,,False,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-04/eeg/sub-24_ses-04_task-SSVEP_eeg.vhdr,sub-24,,,,,,,,,,,,,False,ses-04,missing,False,SSVEP
