alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,failure_reason,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
,,,,,,,False,,"ValueError: unexpected processed shape EEG=(46, 106567), IMU=(0, 106567)",sub-21,,,,,,,,,,,,,False,ses-02,failed,False,ERP
46,0.18648831774309144,0.0,1,unreliable_common_eeg_alignment,549.984375,60,True,processed_EEG_plus_IMU,,sub-21,46,1.0,0,229.27256774902344,9.185497283935547,70398,27,1.0,3,1.1945234291488305e-05,4.6450683299781304e-08,70398,False,ses-02,success,False,SSVEP
46,0.0612979330557785,0.0,1,unreliable_common_eeg_alignment,735.2734375,300,True,processed_EEG_plus_IMU,,sub-21,46,1.0,0,472.6290588378906,11.929572105407715,94115,27,1.0,0,5.8658824855228886e-05,2.1472158096003113e-06,94115,False,ses-03,success,False,ERP
46,0.2553176266367608,0.0,1,unreliable_common_eeg_alignment,545.8359375,60,True,processed_EEG_plus_IMU,,sub-21,46,1.0,0,207.6555633544922,12.074865341186523,69867,27,1.0,0,6.472264067269862e-05,1.930117150550359e-06,69867,False,ses-03,success,False,SSVEP
46,0.15646297738522358,0.0,1,unreliable_common_eeg_alignment,1010.5859375,300,True,processed_EEG_plus_IMU,,sub-21,46,1.0,0,1019.8460693359375,18.231903076171875,129355,27,1.0,0,6.771002517780289e-05,2.4362088879570365e-06,129355,False,ses-04,success,False,ERP
46,0.30837326074959825,0.0,1,unreliable_common_eeg_alignment,542.0859375,60,True,processed_EEG_plus_IMU,,sub-21,46,1.0,0,223.1900634765625,16.943431854248047,69387,27,1.0,0,7.083910168148577e-05,3.156751972710481e-06,69387,False,ses-04,success,False,SSVEP
