alignment_common_channels,alignment_correlation,alignment_lag_seconds,alignment_polarity,alignment_status,duration_seconds,event_count,event_onsets_within_duration,experiment_name,failure_reason,participant,processed_eeg_channels,processed_eeg_finite_fraction,processed_eeg_flatline_channels,processed_eeg_maximum_absolute,processed_eeg_rms_median,processed_eeg_samples,processed_imu_channels,processed_imu_finite_fraction,processed_imu_flatline_channels,processed_imu_maximum_absolute,processed_imu_rms_median,processed_imu_samples,sealed_signal_opened,session,status,support_eog_enabled,task
46,0.17035540421428844,0.0,1,unreliable_common_eeg_alignment,683.390625,300,True,processed_EEG_plus_IMU,,sub-12,46,1.0,0,720.7766723632812,14.828697204589844,87474,27,1.0,0,1.9273760699434206e-05,3.4832473261303676e-07,87474,False,ses-02,success,False,ERP
46,0.08974190339399538,0.0,1,unreliable_common_eeg_alignment,547.375,60,True,processed_EEG_plus_IMU,,sub-12,46,1.0,0,933.0169677734375,11.180423736572266,70064,27,1.0,0,2.4300899895024486e-05,4.023506789962994e-07,70064,False,ses-02,success,False,SSVEP
46,0.167901796791246,0.0,1,unreliable_common_eeg_alignment,701.375,300,True,processed_EEG_plus_IMU,,sub-12,46,1.0,0,1707.07763671875,17.57815170288086,89776,27,1.0,0,5.565734682022594e-05,1.7540889984957175e-06,89776,False,ses-03,success,False,ERP
,,,,,,,False,,"ValueError: unexpected processed shape EEG=(46, 68849), IMU=(0, 68849)",sub-12,,,,,,,,,,,,,False,ses-03,failed,False,SSVEP
46,0.26236199350844536,0.0,1,unreliable_common_eeg_alignment,755.2421875,300,True,processed_EEG_plus_IMU,,sub-12,46,1.0,0,641.7804565429688,23.680217742919922,96671,27,1.0,0,7.535509939771146e-05,3.288438620074885e-06,96671,False,ses-04,success,False,ERP
46,0.1935200413328544,0.0,1,unreliable_common_eeg_alignment,538.53125,60,True,processed_EEG_plus_IMU,,sub-12,46,1.0,0,3953.836181640625,21.644649505615234,68932,27,1.0,0,7.525471301050857e-05,3.628392050814e-06,68932,False,ses-04,success,False,SSVEP
