complement_correction_energy,distance_to_anchor,energy_shrinkage_ratio,fold,mask_prevalence,mean_mask,method,panel,parallel_correction_energy,seed
0.013560651801526546,0.48732849955558777,0.6149726510047913,0,0.16265869140625,0.20045813918113708,CALIB_ENERGY_DET_MATCH,paired,0.21426606178283691,20260828
0.012731215916574001,0.4731980562210083,0.6340638995170593,0,0.1550089567899704,0.19500645995140076,CALIB_ENERGY_DET_WRONG,paired,0.2249724119901657,20260828
0.014441583305597305,0.5014922618865967,0.5773024559020996,0,0.13677978515625,0.1790783852338791,POP_ENERGY_DET,paired,0.18270716071128845,20260828
0.013976018875837326,0.4929102659225464,0.5960177183151245,0,0.16265869140625,0.20045813918113708,CALIB_ENERGY_SDEDIT_MATCH,paired,0.22422821819782257,20260828
0.013207169249653816,0.47781652212142944,0.6134122610092163,0,0.1550089567899704,0.19500645995140076,CALIB_ENERGY_SDEDIT_WRONG,paired,0.23504434525966644,20260828
0.014759820885956287,0.504131019115448,0.5636202692985535,0,0.13677978515625,0.1790783852338791,POP_ENERGY_SDEDIT,paired,0.1819901317358017,20260828
0.003286162158474326,0.2857576310634613,0.7895658016204834,0,0.17083740234375,0.2090812623500824,CALIB_ENERGY_DET_MATCH,paired,0.24113069474697113,20260829
0.003345380537211895,0.2864779829978943,0.7816888093948364,0,0.1651204526424408,0.20350399613380432,CALIB_ENERGY_DET_WRONG,paired,0.2265951931476593,20260829
0.002905436558648944,0.28446799516677856,0.7661786675453186,0,0.1324666440486908,0.1721552014350891,POP_ENERGY_DET,paired,0.20589430630207062,20260829
0.0033566791098564863,0.28882303833961487,0.7666431069374084,0,0.17083740234375,0.2090812623500824,CALIB_ENERGY_SDEDIT_MATCH,paired,0.25399482250213623,20260829
0.0034397838171571493,0.2887416481971741,0.7577808499336243,0,0.1651204526424408,0.20350399613380432,CALIB_ENERGY_SDEDIT_WRONG,paired,0.24123075604438782,20260829
0.0029796732123941183,0.2951336205005646,0.7541412115097046,0,0.1324666440486908,0.1721552014350891,POP_ENERGY_SDEDIT,paired,0.2044132500886917,20260829
