contrast,effect,first,metric,panel,participant,second
ENERGY_DET_EFFECT,-0.0037027707080070638,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-02,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.013190425662680083,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-03,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.018801844693221104,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-05,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.0030223348048480925,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-06,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.0027126494678668678,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-07,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.033252116420591005,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-09,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.013787550909334034,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-11,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.050069171814352,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-12,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.0013439839640154716,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-14,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.010989555721887534,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-15,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.0033087614968400625,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-17,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.016605237200308376,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-18,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.009170396609840092,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-19,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,-0.010889373607729957,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-21,CALIB_REFINE_MATCH
ENERGY_DET_EFFECT,0.030615649142345103,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-23,CALIB_REFINE_MATCH
ENERGY_DIFF_EFFECT,-0.002908012134738902,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-02,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.007151363930242516,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-03,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.016999487456692775,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-05,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.005093428902054109,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-06,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.008098813062486165,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-07,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.03659934086430772,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-09,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.010277848875168472,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-11,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.04428416111522138,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-12,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.003071594954683232,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-14,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.007758905930901339,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-15,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.005285181454382837,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-17,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.01917834566385651,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-18,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.011747908567040444,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-19,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,-0.011507428169779788,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-21,CALIB_SDEDIT_MATCH
ENERGY_DIFF_EFFECT,0.0374744220868434,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-23,CALIB_SDEDIT_MATCH
ENERGY_DIFF_DET,-0.0002662425921602374,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-02,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.001095317598035328,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-03,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0004857752301739571,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-05,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0013062019874764963,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-06,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0004239436072696612,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-07,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,0.0018931815576848088,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-09,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,0.0006365773987283552,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-11,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,0.0005588279191570678,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-12,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0003113750290746897,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-14,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0004453186176341939,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-15,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-5.002791118441374e-05,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-17,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,0.00019254613640334872,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-18,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.0010017364295389353,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-19,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,0.0019048228401873923,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-21,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_DET,-0.00021783383397697142,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-23,CALIB_ENERGY_DET_MATCH
ENERGY_DIFF_SUPPORT,0.00034440832268733956,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-02,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,-0.001207505869984471,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-03,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.002710904018742244,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-05,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.0006476760335157317,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-06,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.002637398237961164,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-07,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.007160428432515964,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-09,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.023439453356890128,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-11,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.0647523569453029,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-12,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.029603322848486546,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-14,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.014709220294697345,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-15,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,-0.0023756809791343203,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-17,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,-0.004988143632791042,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-18,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,0.002891973268041137,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-19,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,-0.0014362257912938214,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-21,POP_ENERGY_SDEDIT
ENERGY_DIFF_SUPPORT,-0.0008016568986783934,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-23,POP_ENERGY_SDEDIT
ENERGY_DIFF_SPECIFICITY,-0.0019010853118275328,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-02,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,-0.00037270167185998737,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-03,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.0017226732386391719,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-05,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.023232092525570958,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-06,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.0037093299395898893,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-07,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.015202207031172144,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-09,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.006605068064930997,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-11,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.02343174690177774,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-12,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.003818349202330651,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-14,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.018309070107464298,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-15,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.008308806585975825,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-17,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,-0.0021905966746785244,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-18,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.009146587269817874,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-19,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.009329842444244618,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-21,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DIFF_SPECIFICITY,0.006581393848196948,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,sub-23,CALIB_ENERGY_SDEDIT_WRONG
ENERGY_DET_SUPPORT,0.0024263614521891075,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-02,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.00040392862961124987,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-03,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.0041037319502889025,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-05,POP_ENERGY_DET
ENERGY_DET_SUPPORT,-0.003079391232776396,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-06,POP_ENERGY_DET
ENERGY_DET_SUPPORT,-0.003827651745250127,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-07,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.006155635679015337,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-09,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.023549572534693253,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-11,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.07100599301281751,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-12,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.029962446339404536,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-14,POP_ENERGY_DET
ENERGY_DET_SUPPORT,0.015240951391975788,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-15,POP_ENERGY_DET
ENERGY_DET_SUPPORT,-0.0017357217865252572,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-17,POP_ENERGY_DET
ENERGY_DET_SUPPORT,-0.004416470937019967,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,sub-18,POP_ENERGY_DET
