mean,method,metric,panel,seed
0.7141754955728781,CALIB_ENERGY_DET_MATCH,rrmse_temporal,paired,20260828
0.4784397417490254,CALIB_ENERGY_DET_MATCH,rrmse_spectral,paired,20260828
0.8743616395746358,CALIB_ENERGY_DET_MATCH,correlation,paired,20260828
-0.4565341501830646,CALIB_ENERGY_DET_MATCH,snr_improvement,paired,20260828
1.206261052031478,CALIB_ENERGY_DET_MATCH,artifact_rrmse,paired,20260828
0.3387936273554279,CALIB_ENERGY_DET_MATCH,artifact_correlation,paired,20260828
1.375333500560373,CALIB_ENERGY_DET_MATCH,clean_output_rms_ratio,paired,20260828
0.7180350711903885,CALIB_ENERGY_DET_WRONG,rrmse_temporal,paired,20260828
0.48069131123726644,CALIB_ENERGY_DET_WRONG,rrmse_spectral,paired,20260828
0.8735996891104151,CALIB_ENERGY_DET_WRONG,correlation,paired,20260828
-0.5758279772868298,CALIB_ENERGY_DET_WRONG,snr_improvement,paired,20260828
1.2421901206765975,CALIB_ENERGY_DET_WRONG,artifact_rrmse,paired,20260828
0.32599844895678415,CALIB_ENERGY_DET_WRONG,artifact_correlation,paired,20260828
1.3791151818508902,CALIB_ENERGY_DET_WRONG,clean_output_rms_ratio,paired,20260828
0.7143092650623051,CALIB_ENERGY_SDEDIT_MATCH,rrmse_temporal,paired,20260828
0.47836119146183287,CALIB_ENERGY_SDEDIT_MATCH,rrmse_spectral,paired,20260828
0.8746974667204389,CALIB_ENERGY_SDEDIT_MATCH,correlation,paired,20260828
-0.48759095854123746,CALIB_ENERGY_SDEDIT_MATCH,snr_improvement,paired,20260828
1.2167906646545117,CALIB_ENERGY_SDEDIT_MATCH,artifact_rrmse,paired,20260828
0.3356322253009845,CALIB_ENERGY_SDEDIT_MATCH,artifact_correlation,paired,20260828
1.376241403678432,CALIB_ENERGY_SDEDIT_MATCH,clean_output_rms_ratio,paired,20260828
0.717139530744195,CALIB_ENERGY_SDEDIT_WRONG,rrmse_temporal,paired,20260828
0.4808248355189183,CALIB_ENERGY_SDEDIT_WRONG,rrmse_spectral,paired,20260828
0.8736819091660436,CALIB_ENERGY_SDEDIT_WRONG,correlation,paired,20260828
-0.5899036958014363,CALIB_ENERGY_SDEDIT_WRONG,snr_improvement,paired,20260828
