aggregate_across_seeds,artifact_attenuation_db,artifact_attenuation_mode,artifact_mask_iou,artifact_mask_overlap_fraction,calibration_seconds,clean_interval_correlation,clean_interval_preservation,clean_interval_relative_change,context_id,correlation,d_perp_y,dataset_id,delta_snr_db,e_parallel,e_perp,energy_evaluations,estimated_projector_rank,failure_reason,fallback_method_id,frequency_rrmse,function_evaluations,generalized_bayes,latency_seconds,method_id,model_forward_evaluations,operator_source,oracle_projector_rank,outer_fold,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_success,p0_eligibility,p0_rank,paired_target_available,participant_id,participant_mapping_verified,peak_memory_bytes,pop_fallback_used,projector_distance,projector_max_angle_deg,projector_mean_angle_deg,query_seconds,query_windows,score_evaluations,seed,session_id,source_id,status,subspace_metric_basis,time_rrmse
False,7.909342497920894,paired_artifact_residual,1.0,1.0,0,0.012066917347554756,-3.924841613806011,4.924841613806011,calibration_00s_seed,0.010709658110775061,6.541517721170078,klados_bamidis_v4,-14.238376255984633,1.6253160755366705,6.541517722668337,41,,,,10.560732255290171,41,True,0.7515790136530995,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492317696,False,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.130484258488792
False,7.457155547634602,paired_artifact_residual,1.0,1.0,0,0.05137655988965222,-3.8741574649570074,4.874157464957007,calibration_00s_seed,0.04784334274823695,6.442344746913997,klados_bamidis_v4,-14.172432400831006,1.7206924532171464,6.442344748584335,41,,,,10.626601737542737,41,True,0.4164957059547305,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,6.084117444603872
False,7.115521321382592,paired_artifact_residual,1.0,1.0,0,0.048817539651835676,-3.7910459254963254,4.791045925496325,calibration_00s_seed,0.0469665116235437,6.362997296938915,klados_bamidis_v4,-14.027172015330123,1.6335292572332023,6.362997298488774,41,,,,10.543609100591562,41,True,0.4240882685407996,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,5.9832144569206
False,7.212483336326941,paired_artifact_residual,1.0,1.0,0,0.03718349514260468,-3.8415350799903285,4.8415350799903285,calibration_00s_seed,0.023055147905296558,6.414128462480479,klados_bamidis_v4,-14.107135538444293,1.6653297741528539,6.4141284634548175,41,,,,10.520189137532949,41,True,0.4235697938129306,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,6.038551099372017
False,5.382687248796323,paired_artifact_residual,1.0,1.0,0,0.04303968941977693,-3.839833576206379,4.839833576206379,calibration_00s_seed,0.03568901276081891,6.426908054318722,klados_bamidis_v4,-14.14183010730608,1.6994682028453656,6.426908055737973,41,,,,10.658838476085332,41,True,0.4299189979210496,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,6.062719481931174
False,7.909342497920894,paired_artifact_residual,1.0,1.0,5,0.012066917347554756,-3.924841613806011,4.924841613806011,calibration_05s_seed,0.010709658110775061,6.541517721170078,klados_bamidis_v4,-14.238376255984633,1.6253160755366705,6.541517722668337,41,,,,10.560732255290171,41,True,0.7515790136530995,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492317696,False,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.130484258488792
False,7.909325574824814,paired_artifact_residual,1.0,1.0,5,0.012066800033601274,-3.9248380194808146,4.924838019480815,calibration_05s_seed,0.010709973441805673,6.541511055578778,klados_bamidis_v4,-14.238368959530426,1.6253173407709285,6.541511057077032,41,,bootstrap_q90,POP,10.560707107848495,41,True,0.44594179932028055,matching_p0,41,matching,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492551168,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,6.130479108667561
False,7.9310975039144385,paired_artifact_residual,1.0,1.0,5,0.007074966335081523,-3.977920003690924,4.977920003690924,calibration_05s_seed,0.007219534729547924,6.59670812149259,klados_bamidis_v4,-14.328739676062678,1.6717293159603974,6.596708123006558,41,2,,,10.800539059725377,41,True,0.7771072406321764,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.502509144420833,,,eligible,2,True,unresolved,False,492793344,False,0.7053303166454469,72.63479743222888,44.74435327790157,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.194595498726145
False,7.909355906359395,paired_artifact_residual,1.0,1.0,5,0.012066904061890957,-3.924841364307908,4.924841364307908,calibration_05s_seed,0.010709657849576393,6.541516669087042,klados_bamidis_v4,-14.238375144377892,1.6253163505202979,6.5415166705853025,41,,bootstrap_q90,POP,10.560724910064383,41,True,0.43438335973769426,wrong_source_p0,41,wrong_source,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,6.130483473918936
False,7.909357458595627,paired_artifact_residual,1.0,1.0,5,0.012066643102027576,-3.924840447822265,4.924840447822265,calibration_05s_seed,0.010709538863723932,6.541515182842929,klados_bamidis_v4,-14.238373521575758,1.6253166403525279,6.541515184341191,41,,bootstrap_median;bootstrap_q90,POP,10.560721502795039,41,True,0.43779026810079813,shuffled_calibration_p0,41,shuffled_calibration,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,6.130482328548555
False,7.642873342361629,paired_artifact_residual,1.0,1.0,5,0.00880012010788465,-3.9773926349213733,4.977392634921373,calibration_05s_seed,0.009240618046672547,6.577198632469757,klados_bamidis_v4,-14.327049612329192,1.7110387182738183,6.577198633977721,41,2,,,10.815641272137626,41,True,0.46196185424923897,oracle_projector_restoration,41,oracle_projector_restoration,2,klados_v4_source_fold_sim45,0.9999999999999998,,,eligible,2,True,unresolved,False,492793344,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.193390297743178
False,23.483223280846843,paired_artifact_residual,1.0,1.0,5,0.7305503017564859,0.2969069332389018,0.7030930667610982,calibration_05s_seed,0.8130803456433351,2.4480758028343534e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509848,7.659764183792105e-08,0,2,,,0.16537055945118698,0,True,0.0021507255733013153,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,2,klados_v4_source_fold_sim45,0.9999999999999998,,,not_applicable,,True,unresolved,False,0,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,0,20260801,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,7.909342497920894,paired_artifact_residual,1.0,1.0,5,0.012066917347554756,-3.924841613806011,4.924841613806011,calibration_05s_seed,0.010709658110775061,6.541517721170078,klados_bamidis_v4,-14.238376255984633,1.6253160755366705,6.541517722668337,41,,bootstrap_q90,POP,10.560732255290171,41,True,0.7515790136530995,information_matched_one_step,41,information_matched_one_step,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492317696,True,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,rolled_back,oracle_projector,6.130484258488792
False,7.457155547634602,paired_artifact_residual,1.0,1.0,5,0.05137655988965222,-3.8741574649570074,4.874157464957007,calibration_05s_seed,0.04784334274823695,6.442344746913997,klados_bamidis_v4,-14.172432400831006,1.7206924532171464,6.442344748584335,41,,,,10.626601737542737,41,True,0.4164957059547305,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,6.084117444603872
False,7.457075739684912,paired_artifact_residual,1.0,1.0,5,0.05137685871435429,-3.874158690993389,4.874158690993389,calibration_05s_seed,0.047843499295317275,6.442348125155723,klados_bamidis_v4,-14.17243684100866,1.7206931552234688,6.442348126826072,41,,bootstrap_q90,POP,10.626609357099861,41,True,0.4342457139864564,matching_p0,41,matching,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,6.084120554771092
False,7.710710122628899,paired_artifact_residual,1.0,1.0,5,0.047894513392026467,-3.9271282803101677,4.927128280310168,calibration_05s_seed,0.04535811035532075,6.49511971469557,klados_bamidis_v4,-14.262666398818071,1.768683952795915,6.495119716377673,41,2,,,10.89013464513624,41,True,0.4511738969013095,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.502509144420833,,,eligible,2,True,unresolved,False,492793344,False,0.7053303166454469,72.63479743222888,44.74435327790157,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,6.147652188666051
False,7.457141643394825,paired_artifact_residual,1.0,1.0,5,0.051376357847613956,-3.8741593427211196,4.87415934272112,calibration_05s_seed,0.04784283915550684,6.442348965211507,klados_bamidis_v4,-14.172437742156907,1.7206929748375648,6.442348966881851,41,,bootstrap_q90,POP,10.626614384095904,41,True,0.4305693358182907,wrong_source_p0,41,wrong_source,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,6.084121185989663
False,7.457153913796639,paired_artifact_residual,1.0,1.0,5,0.051376386691091055,-3.874156747331236,4.874156747331236,calibration_05s_seed,0.04784290778857441,6.442345136372306,klados_bamidis_v4,-14.172431867498485,1.7206907063345616,6.442345138042658,41,,bootstrap_median;bootstrap_q90,POP,10.62659634500342,41,True,0.4323851875960827,shuffled_calibration_p0,41,shuffled_calibration,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,6.084117071025835
