aggregate_across_seeds,artifact_attenuation_db,artifact_attenuation_mode,artifact_mask_iou,artifact_mask_overlap_fraction,calibration_seconds,clean_interval_correlation,clean_interval_preservation,clean_interval_relative_change,context_id,correlation,d_perp_y,dataset_id,delta_snr_db,e_parallel,e_perp,energy_evaluations,estimated_projector_rank,failure_reason,fallback_method_id,frequency_rrmse,function_evaluations,generalized_bayes,latency_seconds,method_id,model_forward_evaluations,operator_source,oracle_projector_rank,outer_fold,overlap_fraction,p0_bootstrap_median_distance,p0_bootstrap_success,p0_eligibility,p0_rank,paired_target_available,participant_id,participant_mapping_verified,peak_memory_bytes,pop_fallback_used,projector_distance,projector_max_angle_deg,projector_mean_angle_deg,query_seconds,query_windows,score_evaluations,seed,session_id,source_id,status,subspace_metric_basis,time_rrmse
False,7.486114652380543,paired_artifact_residual,1.0,1.0,5,0.049227963657452765,-3.9298839821675164,4.929883982167516,calibration_05s_seed,0.04677766484100789,6.477523081950819,klados_bamidis_v4,-14.267417843210584,1.8124351310267595,6.477523083621393,41,2,,,10.933375346815039,41,True,0.4596238425001502,oracle_projector_restoration,41,oracle_projector_restoration,2,klados_v4_source_fold_sim45,0.9999999999999998,,,eligible,2,True,unresolved,False,492793344,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,41,20260802,source_record_sim45,sim45,success,oracle_projector,6.151016060374365
False,23.483223280846843,paired_artifact_residual,1.0,1.0,5,0.7305503017564859,0.2969069332389018,0.7030930667610982,calibration_05s_seed,0.8130803456433351,2.4480758028343534e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509848,7.659764183792105e-08,0,2,,,0.16537055945118698,0,True,0.0019886232912540436,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,2,klados_v4_source_fold_sim45,0.9999999999999998,,,not_applicable,,True,unresolved,False,0,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,0,20260802,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,7.457155547634602,paired_artifact_residual,1.0,1.0,5,0.05137655988965222,-3.8741574649570074,4.874157464957007,calibration_05s_seed,0.04784334274823695,6.442344746913997,klados_bamidis_v4,-14.172432400831006,1.7206924532171464,6.442344748584335,41,,bootstrap_q90,POP,10.626601737542737,41,True,0.4164957059547305,information_matched_one_step,41,information_matched_one_step,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492551168,True,,,,11.0078125,6,41,20260802,source_record_sim45,sim45,rolled_back,oracle_projector,6.084117444603872
False,7.115521321382592,paired_artifact_residual,1.0,1.0,5,0.048817539651835676,-3.7910459254963254,4.791045925496325,calibration_05s_seed,0.0469665116235437,6.362997296938915,klados_bamidis_v4,-14.027172015330123,1.6335292572332023,6.362997298488774,41,,,,10.543609100591562,41,True,0.4240882685407996,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,5.9832144569206
False,7.115501836023363,paired_artifact_residual,1.0,1.0,5,0.04881741816152301,-3.791044063321227,4.791044063321227,calibration_05s_seed,0.04696607716729323,6.362994805444602,klados_bamidis_v4,-14.027169459400245,1.6335301231484765,6.3629948069944575,41,,bootstrap_q90,POP,10.543604556219082,41,True,0.4355482142418623,matching_p0,41,matching,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,5.983212696286401
False,7.264485584313856,paired_artifact_residual,1.0,1.0,5,0.04531662284854696,-3.8414775326704333,4.841477532670433,calibration_05s_seed,0.04452084448660036,6.418056288022058,klados_bamidis_v4,-14.115297619576669,1.6714100111452797,6.418056289566736,41,2,,,10.780783282186654,41,True,0.4663558956235647,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.502509144420833,,,eligible,2,True,unresolved,False,492793344,False,0.7053303166454469,72.63479743222888,44.74435327790157,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,6.044228158456315
False,7.115578246628397,paired_artifact_residual,1.0,1.0,5,0.04881719359094765,-3.7910438605989016,4.791043860598902,calibration_05s_seed,0.046965862288748626,6.362995088206263,klados_bamidis_v4,-14.027168843480373,1.6335284108836863,6.362995089756106,41,,bootstrap_q90,POP,10.543604502741458,41,True,0.43227153830230236,wrong_source_p0,41,wrong_source,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,5.983212272014436
False,7.115567443416345,paired_artifact_residual,1.0,1.0,5,0.048817361430587146,-3.7910429358465576,4.791042935846558,calibration_05s_seed,0.046966233317337326,6.36299329157724,klados_bamidis_v4,-14.027166897253995,1.6335288515745496,6.362993293127103,41,,bootstrap_median;bootstrap_q90,POP,10.54360229169705,41,True,0.43784879706799984,shuffled_calibration_p0,41,shuffled_calibration,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,5.983210931370619
False,7.0120917919744,paired_artifact_residual,1.0,1.0,5,0.04628004780122214,-3.839016035656077,4.839016035656077,calibration_05s_seed,0.045611026148542816,6.394386863692195,klados_bamidis_v4,-14.109888885981396,1.7119716184665523,6.394386865261132,41,2,,,10.761191928546173,41,True,0.4536974038928747,oracle_projector_restoration,41,oracle_projector_restoration,2,klados_v4_source_fold_sim45,0.9999999999999998,,,eligible,2,True,unresolved,False,492793344,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,41,20260803,source_record_sim45,sim45,success,oracle_projector,6.040465568234721
False,23.483223280846843,paired_artifact_residual,1.0,1.0,5,0.7305503017564859,0.2969069332389018,0.7030930667610982,calibration_05s_seed,0.8130803456433351,2.4480758028343534e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509848,7.659764183792105e-08,0,2,,,0.16537055945118698,0,True,0.0020157145336270332,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,2,klados_v4_source_fold_sim45,0.9999999999999998,,,not_applicable,,True,unresolved,False,0,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,0,20260803,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,7.115521321382592,paired_artifact_residual,1.0,1.0,5,0.048817539651835676,-3.7910459254963254,4.791045925496325,calibration_05s_seed,0.0469665116235437,6.362997296938915,klados_bamidis_v4,-14.027172015330123,1.6335292572332023,6.362997298488774,41,,bootstrap_q90,POP,10.543609100591562,41,True,0.4240882685407996,information_matched_one_step,41,information_matched_one_step,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492551168,True,,,,11.0078125,6,41,20260803,source_record_sim45,sim45,rolled_back,oracle_projector,5.9832144569206
False,7.212483336326941,paired_artifact_residual,1.0,1.0,5,0.03718349514260468,-3.8415350799903285,4.8415350799903285,calibration_05s_seed,0.023055147905296558,6.414128462480479,klados_bamidis_v4,-14.107135538444293,1.6653297741528539,6.4141284634548175,41,,,,10.520189137532949,41,True,0.4235697938129306,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,6.038551099372017
False,7.212452438729472,paired_artifact_residual,1.0,1.0,5,0.03718353442698776,-3.841536205357335,4.841536205357335,calibration_05s_seed,0.02305521815090158,6.4141302826849484,klados_bamidis_v4,-14.107138839646447,1.665331735312307,6.414130283659292,41,,bootstrap_q90,POP,10.520205957677573,41,True,0.4403747282922268,matching_p0,41,matching,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,6.038553394414036
False,7.226177598027698,paired_artifact_residual,1.0,1.0,5,0.03424865457811153,-3.8870016611176386,4.887001661117639,calibration_05s_seed,0.020564693925259905,6.463432576250849,klados_bamidis_v4,-14.187065548278888,1.7020649657345999,6.46343257722837,41,2,,,10.739551710080908,41,True,0.46578400395810604,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.502509144420833,,,eligible,2,True,unresolved,False,492793344,False,0.7053303166454469,72.63479743222888,44.74435327790157,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,6.09437601659746
False,7.212410259935349,paired_artifact_residual,1.0,1.0,5,0.03718361591950997,-3.8415385438570615,4.8415385438570615,calibration_05s_seed,0.023055302164972143,6.414133687343784,klados_bamidis_v4,-14.10714294082879,1.66533171270093,6.414133688318126,41,,bootstrap_q90,POP,10.520207553976322,41,True,0.44202439207583666,wrong_source_p0,41,wrong_source,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,6.038556245614711
False,7.212454846537707,paired_artifact_residual,1.0,1.0,5,0.03718340623614697,-3.8415338298878767,4.841533829887877,calibration_05s_seed,0.02305493935838836,6.4141263529294275,klados_bamidis_v4,-14.107133978825688,1.6653315351565272,6.414126353903767,41,,bootstrap_median;bootstrap_q90,POP,10.520177401361703,41,True,0.43848462868481874,shuffled_calibration_p0,41,shuffled_calibration,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,6.038550015103602
False,6.82815007026612,paired_artifact_residual,1.0,1.0,5,0.03507953292622611,-3.890424264562162,4.890424264562162,calibration_05s_seed,0.021301914300679306,6.445321653344762,klados_bamidis_v4,-14.193602614587704,1.751306624085532,6.445321654320934,41,2,,,10.782641448271665,41,True,0.46280128322541714,oracle_projector_restoration,41,oracle_projector_restoration,2,klados_v4_source_fold_sim45,0.9999999999999998,,,eligible,2,True,unresolved,False,492793344,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,41,20260804,source_record_sim45,sim45,success,oracle_projector,6.098964416548212
False,23.483223280846843,paired_artifact_residual,1.0,1.0,5,0.7305503017564859,0.2969069332389018,0.7030930667610982,calibration_05s_seed,0.8130803456433351,2.4480758028343534e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509848,7.659764183792105e-08,0,2,,,0.16537055945118698,0,True,0.002018469385802746,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,2,klados_v4_source_fold_sim45,0.9999999999999998,,,not_applicable,,True,unresolved,False,0,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,0,20260804,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,7.212483336326941,paired_artifact_residual,1.0,1.0,5,0.03718349514260468,-3.8415350799903285,4.8415350799903285,calibration_05s_seed,0.023055147905296558,6.414128462480479,klados_bamidis_v4,-14.107135538444293,1.6653297741528539,6.4141284634548175,41,,bootstrap_q90,POP,10.520189137532949,41,True,0.4235697938129306,information_matched_one_step,41,information_matched_one_step,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492551168,True,,,,11.0078125,6,41,20260804,source_record_sim45,sim45,rolled_back,oracle_projector,6.038551099372017
False,5.382687248796323,paired_artifact_residual,1.0,1.0,5,0.04303968941977693,-3.839833576206379,4.839833576206379,calibration_05s_seed,0.03568901276081891,6.426908054318722,klados_bamidis_v4,-14.14183010730608,1.6994682028453656,6.426908055737973,41,,,,10.658838476085332,41,True,0.4299189979210496,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492551168,False,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,6.062719481931174
False,5.382726309657548,paired_artifact_residual,1.0,1.0,5,0.043040133279668734,-3.8398302415878476,4.839830241587848,calibration_05s_seed,0.03568943396261414,6.426903808156639,klados_bamidis_v4,-14.141824225031135,1.6994668274995086,6.4269038095758875,41,,bootstrap_q90,POP,10.658821567869506,41,True,0.4364914055913687,matching_p0,41,matching,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,6.062715376125976
False,5.471882115331775,paired_artifact_residual,1.0,1.0,5,0.040045919256336736,-3.8849354926376227,4.884935492637623,calibration_05s_seed,0.033620537182934195,6.473444130045797,klados_bamidis_v4,-14.21884967196952,1.737047037707682,6.473444131469349,41,2,,,10.864363461317232,41,True,0.4629057375714183,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.502509144420833,,,eligible,2,True,unresolved,False,492793344,False,0.7053303166454469,72.63479743222888,44.74435327790157,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,6.116717912645586
False,5.382664946419898,paired_artifact_residual,1.0,1.0,5,0.04303987588904202,-3.8398323128777267,4.839832312877727,calibration_05s_seed,0.035689168897857095,6.426905940635066,klados_bamidis_v4,-14.141828066726646,1.6994690786414088,6.426905942054306,41,,bootstrap_q90,POP,10.658825045336828,41,True,0.43270614370703697,wrong_source_p0,41,wrong_source,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,6.062718057614293
False,5.382644515036374,paired_artifact_residual,1.0,1.0,5,0.04304030607005175,-3.839830451802693,4.839830451802693,calibration_05s_seed,0.0356894027618355,6.426903432273885,klados_bamidis_v4,-14.141825616354119,1.6994700673953835,6.426903433693132,41,,bootstrap_median;bootstrap_q90,POP,10.658839433497645,41,True,0.43365579936653376,shuffled_calibration_p0,41,shuffled_calibration,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492784640,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,6.0627163472637955
False,5.044555044221274,paired_artifact_residual,1.0,1.0,5,0.04112714640177932,-3.88864713361642,4.88864713361642,calibration_05s_seed,0.034902908716012516,6.459462901946254,klados_bamidis_v4,-14.228232224690672,1.78197461099079,6.45946290337682,41,2,,,10.912122244509694,41,True,0.45253607630729675,oracle_projector_restoration,41,oracle_projector_restoration,2,klados_v4_source_fold_sim45,0.9999999999999998,,,eligible,2,True,unresolved,False,492793344,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,41,20260805,source_record_sim45,sim45,success,oracle_projector,6.1233287997974655
False,23.483223280846843,paired_artifact_residual,1.0,1.0,5,0.7305503017564859,0.2969069332389018,0.7030930667610982,calibration_05s_seed,0.8130803456433351,2.4480758028343534e-08,klados_bamidis_v4,8.306878632211891,0.3842873321509848,7.659764183792105e-08,0,2,,,0.16537055945118698,0,True,0.002032053656876087,oracle_orthogonal_subtraction,0,oracle_orthogonal_subtraction,2,klados_v4_source_fold_sim45,0.9999999999999998,,,not_applicable,,True,unresolved,False,0,False,0.0,1.9090959104164224e-06,1.3814347783340081e-06,11.0078125,6,0,20260805,source_record_sim45,sim45,success,oracle_projector,0.4573324704142341
False,5.382687248796323,paired_artifact_residual,1.0,1.0,5,0.04303968941977693,-3.839833576206379,4.839833576206379,calibration_05s_seed,0.03568901276081891,6.426908054318722,klados_bamidis_v4,-14.14183010730608,1.6994682028453656,6.426908055737973,41,,bootstrap_q90,POP,10.658838476085332,41,True,0.4299189979210496,information_matched_one_step,41,information_matched_one_step,,klados_v4_source_fold_sim45,,,,ineligible,,True,unresolved,False,492551168,True,,,,11.0078125,6,41,20260805,source_record_sim45,sim45,rolled_back,oracle_projector,6.062719481931174
False,7.909342497920894,paired_artifact_residual,1.0,1.0,10,0.012066917347554756,-3.924841613806011,4.924841613806011,calibration_10s_seed,0.010709658110775061,6.541517721170078,klados_bamidis_v4,-14.238376255984633,1.6253160755366705,6.541517722668337,41,,,,10.560732255290171,41,True,0.7515790136530995,POP,41,none,,klados_v4_source_fold_sim45,,,,not_applicable,,True,unresolved,False,492317696,False,,,,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.130484258488792
False,7.687665516663358,paired_artifact_residual,1.0,1.0,10,0.008709687090043508,-3.978449954983729,4.978449954983729,calibration_10s_seed,0.009158105838824468,6.579843080904317,klados_bamidis_v4,-14.328928644706414,1.7087848927306546,6.579843082411888,41,2,,,10.8235344508112,41,True,0.46572455298155546,matching_p0,41,matching,2,klados_v4_source_fold_sim45,0.9730128594014035,0.10151411391214189,1.0,eligible,2,True,unresolved,False,492793344,False,0.1642776326789397,13.239674236833457,7.737699175094361,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.194730268691257
False,7.645876424311679,paired_artifact_residual,1.0,1.0,10,0.008860588093586832,-3.9782810618653786,4.9782810618653786,calibration_10s_seed,0.00926758248603805,6.578044282065981,klados_bamidis_v4,-14.32859413812225,1.7120383221480389,6.578044283575638,41,2,,,10.821334518373119,41,True,0.4649050021544099,population_source_p0,41,population_source,2,klados_v4_source_fold_sim45,0.987220671720266,,,eligible,2,True,unresolved,False,492793344,False,0.11304569111529188,8.117951372664242,6.208244649718592,11.0078125,6,41,20260801,source_record_sim45,sim45,success,oracle_projector,6.19449170496923
