seed,subject,U_P,U_W,U_S,I_P,raw_rrmse,linear_match_rrmse,det_match_rrmse,diff_pop_rrmse,diff_match_rrmse,diff_wrong_rrmse
20260808,1,0.03541509186228117,0.060101018597682326,0.3783781764407953,0.0014544191459814615,0.37962058186531067,0.11637568722168605,0.12668292224407196,0.16584440072377524,0.13042930886149406,0.1905303274591764
20260808,2,0.04543637732664746,0.06052097181479138,0.46759321788946795,-0.00044794877370199493,0.4559187591075897,0.03311048820614815,0.13664045433203378,0.17096379896004996,0.1255274216334025,0.18604839344819388
20260808,3,0.053783388187487915,0.04876649379730223,0.40463425467411673,0.005384737004836396,0.3789679706096649,0.035530498872200646,0.07246766984462738,0.13230608776211739,0.07852269957462947,0.1272891933719317
20260808,4,0.026248023534814507,0.027495605871081352,0.4193862533817688,0.0027269106358289857,0.38088934620221454,0.11573217622935772,0.10920051361123721,0.13505334655443826,0.10880532301962376,0.1363009288907051
20260808,5,0.029865118364493043,0.10932814578215283,0.6249860574801763,-0.0013842806220054626,0.734395166238149,0.18020699980358282,0.17632608115673065,0.20102729151646295,0.1711621731519699,0.28049031893412274
20260808,6,0.031402845556537315,0.023565367485086128,0.35416545532643795,-9.110011160373688e-05,0.42360974351565045,0.02402206603437662,0.07421667128801346,0.10327403619885445,0.07187119064231713,0.09543655812740326
20260808,7,0.032227958242098495,0.04342337573568027,0.4430799596011639,0.001459529002507537,0.4432218869527181,0.09216336905956268,0.11771116902430852,0.149018544703722,0.1167905864616235,0.16021396219730377
20260808,8,0.0522166695445776,0.018623865519960717,0.7207008358091116,0.00840534828603269,0.7759889761606852,0.08608915346364181,0.09001985316475232,0.1416793018579483,0.0894626323133707,0.10808649783333142
20260808,9,0.02229692538579303,0.028162082036336245,0.3788298120101292,0.0024643863240877972,0.4239589770634969,0.10515887786944707,0.12915264815092087,0.1514019618431727,0.12910503645737967,0.1572671184937159
20260810,1,0.04821968823671341,0.07440810898939768,0.37019812067349755,-0.0006386737028757916,0.37962058186531067,0.11637568722168605,0.14395908017953238,0.19148389250040054,0.14326420426368713,0.2176723132530848
20260810,2,0.051861703395843506,0.06509605795145035,0.48592671255270636,-0.0008080576856931004,0.4559187591075897,0.03311048820614815,0.11928969373305638,0.1755017191171646,0.1236400157213211,0.18873607367277145
20260810,3,0.041100278496742235,0.035338568190733596,0.4041920204957326,0.003942872087160751,0.3789679706096649,0.035530498872200646,0.09262968599796295,0.13785245517889658,0.09675217668215434,0.13209074487288794
20260810,4,0.030044039090474442,0.02145547916491826,0.43202875057856244,0.003872198363145188,0.38088934620221454,0.11573217622935772,0.10362129658460617,0.13669026891390482,0.10664622982343037,0.12810170898834863
20260810,5,0.02391350269317627,0.13267476360003153,0.6062375903129578,-0.0015071580807367868,0.734395166238149,0.18020699980358282,0.14594297111034393,0.17419477303822836,0.1502812703450521,0.2829560339450836
20260810,6,0.02674385284384092,0.016702912747859962,0.3968251533806324,-0.003904435783624656,0.42360974351565045,0.02402206603437662,0.05887853354215622,0.08132512867450714,0.05458127583066622,0.07128418857852618
20260810,7,0.030940517783164978,0.03406676153341928,0.4194805473089218,-1.1774400869996038e-05,0.4432218869527181,0.09216336905956268,0.13228990882635117,0.1661744018395742,0.1352338840564092,0.1693006455898285
20260810,8,0.03167893489201863,0.01653728882471721,0.7001423686742783,0.0037291074792544093,0.7759889761606852,0.08608915346364181,0.12221779674291611,0.14970862368742624,0.11802968879540761,0.13456697762012482
20260810,9,0.02738466858863832,0.03384468207756679,0.407446675002575,0.005222861965497316,0.4239589770634969,0.10515887786944707,0.10831570128599803,0.14446121205886206,0.11707654347022374,0.15092122554779053
20260811,1,0.04064918061097464,0.06337482730547589,0.374607061346372,0.0004355410734812326,0.37962058186531067,0.11637568722168605,0.1296646868189176,0.17157557606697083,0.1309263954559962,0.19430122276147208
20260811,2,0.05620813618103662,0.08268420149882635,0.42688572158416116,0.002632021903991713,0.4559187591075897,0.03311048820614815,0.10368807365496953,0.16448896626631418,0.10828083008527756,0.1909650315841039
20260811,3,0.03659215321143469,0.03175501773754755,0.3908877447247505,0.0020977556705474715,0.3789679706096649,0.035530498872200646,0.10472911844650905,0.138112743695577,0.1015205904841423,0.13327560822168985
20260811,4,0.030510298907756805,0.02959231287240982,0.4355258097251256,-0.00035677850246429443,0.38088934620221454,0.11573217622935772,0.08591520289580028,0.11936243126789729,0.08885213236014049,0.11844444523255031
20260811,5,0.02089805652697882,0.13580002884070078,0.7084712833166122,0.0014029070734977722,0.734395166238149,0.18020699980358282,0.15388844162225723,0.18128366023302078,0.16038560370604196,0.29618563254674274
20260811,6,0.01741064339876175,0.01149991899728775,0.3457712307572365,0.0008736153443654332,0.42360974351565045,0.02402206603437662,0.07184988260269165,0.0914366642634074,0.07402602086464564,0.0855259398619334
20260811,7,0.036969316502412156,0.05023418615261714,0.437646542986234,0.005286556979020446,0.4432218869527181,0.09216336905956268,0.1003812129298846,0.1459759051601092,0.10900658865769704,0.15924077481031418
20260811,8,0.033506157497564956,0.01799376557270685,0.6671989758809408,-0.0037155275543530875,0.7759889761606852,0.08608915346364181,0.09932583818833034,0.12823815395434698,0.09473199645678203,0.11272576202948888
20260811,9,0.024185866117477417,0.03268089145421982,0.3916121001044909,0.0010445142785708017,0.4239589770634969,0.10515887786944707,0.12178340554237366,0.1538125400741895,0.1296266739567121,0.16230756541093191
