seed,subject,method,eog_attenuation,preservation,covariance,mi_band_distortion,mi_kappa,erd_preservation
20260808,1,DIFF-POP,0.0664087514276391,0.7687386125326157,0.10918648933873605,0.051219068642949776,0.2972222222222222,0.9651705546502671
20260808,1,DIFF-MATCH,0.06470517896382823,0.8098514502247175,0.10197251100532125,0.04439447110673559,0.3541666666666667,0.9682372064523895
20260808,1,LINEAR-MATCH,0.05699522734403484,0.8093478679656982,0.07742412103720676,0.04197873553614134,0.375,0.9719587015266448
20260808,1,DET-MATCH,0.0637629877192169,0.8038675586382548,0.10127360297068204,0.046714797060227735,0.33055555555555555,0.966109231813478
20260808,2,DIFF-POP,0.10333402484819194,0.8068969945112864,0.13788472900971646,0.0812586698808542,0.20138888888888892,0.9402745490863916
20260808,2,DIFF-MATCH,0.10761527363082395,0.7899433076381683,0.15478507904863548,0.09184382352199914,0.1763888888888889,0.9295464402231528
20260808,2,LINEAR-MATCH,0.10354248100156326,0.8045034408569336,0.1008305489768452,0.08917050129699355,0.15,0.9300134388815358
20260808,2,DET-MATCH,0.10740316071061475,0.7776477734247843,0.16089028420075246,0.09592761562641916,0.12222222222222219,0.9256402868810141
20260808,3,DIFF-POP,0.1168815209572271,0.820086382329464,0.12041885862544384,0.07058450161763122,-0.06666666666666671,0.9463625211947982
20260808,3,DIFF-MATCH,0.12162142410072775,0.813147097826004,0.12525016182163143,0.07091736625853763,-0.00416666666666667,0.9428909153145321
20260808,3,LINEAR-MATCH,0.1115480086829667,0.8382201194763184,0.08797210533271065,0.060981869648424634,-0.036111111111111094,0.9514448307306785
20260808,3,DET-MATCH,0.1200864145090191,0.814273938536644,0.12683034501976823,0.07579845711672797,0.013888888888888876,0.9352767669843939
20260808,4,DIFF-POP,0.10424725537524937,0.782603308558464,0.10183806123820734,0.06402431869077549,0.7082194899817851,0.9479602713602251
20260808,4,DIFF-MATCH,0.11938690069738835,0.7999315485358238,0.09682931793073164,0.05960859592110567,0.7332194899817851,0.9491635259519876
20260808,4,LINEAR-MATCH,0.11432153127406754,0.807539184888204,0.08629142575318809,0.06398455840033153,0.7373861566484518,0.9419854205882178
20260808,4,DET-MATCH,0.11965426330353264,0.7977224538723627,0.10296461468254277,0.06317479726910143,0.7290528233151184,0.9436179759848179
20260808,5,DIFF-POP,0.10281452848427852,0.7984564999739329,0.12600912409534648,0.09384345063614526,0.5745991187426184,0.9145349678666103
20260808,5,DIFF-MATCH,0.10791868479766381,0.8097426518797874,0.12078289760072834,0.0895862786205013,0.5482102298537295,0.9167494803074602
20260808,5,LINEAR-MATCH,0.10247088158371113,0.8348292956749598,0.09665038935384777,0.0792286061333549,0.5370991187426184,0.9333551411413664
20260808,5,DET-MATCH,0.10734299340009641,0.8118306497732798,0.11814630864704134,0.0880144059198295,0.5482102298537295,0.9171325330973877
20260808,6,DIFF-POP,0.10853336422467463,0.8280098040898641,0.1744804075543973,0.06531587768327078,0.3541666666666667,0.9435755733449439
