seed,recipient,donor_role,donors,match_rrmse,mean_donor_rrmse,utility,positive
20260808,1,outer_training_seen,7,0.13042930886149406,0.14222850863422667,0.01179919977273261,1
20260808,1,outer_training_unseen,1,0.13042930886149406,0.1912183240056038,0.060789015144109726,1
20260808,2,outer_training_seen,7,0.1255274216334025,0.17219113629488716,0.04666371466148467,1
20260808,2,outer_training_unseen,1,0.1255274216334025,0.187067319949468,0.06153989831606549,1
20260808,3,outer_training_seen,7,0.07852269957462947,0.13816131296611966,0.059638613391490194,1
20260808,3,outer_training_unseen,1,0.07852269957462947,0.12768315275510153,0.04916045318047206,1
20260808,4,outer_training_seen,7,0.10880532301962376,0.15196361995878674,0.04315829693916298,1
20260808,4,outer_training_unseen,1,0.10880532301962376,0.1378049353758494,0.02899961235622564,1
20260808,5,outer_training_seen,7,0.1711621731519699,0.20369225314685277,0.03253007999488286,1
20260808,5,outer_training_unseen,1,0.1711621731519699,0.2810690601666768,0.10990688701470691,1
20260808,6,outer_training_seen,7,0.07187119064231713,0.10416843529258454,0.03229724465026741,1
20260808,6,outer_training_unseen,1,0.07187119064231713,0.09632417311271031,0.02445298247039318,1
20260808,7,outer_training_seen,7,0.1167905864616235,0.1538312928307624,0.03704070636913891,1
20260808,7,outer_training_unseen,1,0.1167905864616235,0.16198676576217017,0.04519617930054666,1
20260808,8,outer_training_seen,7,0.0894626323133707,0.17805810592004231,0.08859547360667161,1
20260808,8,outer_training_unseen,1,0.0894626323133707,0.1098199188709259,0.0203572865575552,1
20260808,9,outer_training_seen,7,0.12910503645737967,0.13881535721676688,0.009710320759387214,1
20260808,9,outer_training_unseen,1,0.12910503645737967,0.1593340039253235,0.030228967467943818,1
20260810,1,outer_training_seen,7,0.14326420426368713,0.16136950325398217,0.018105298990295032,1
20260810,1,outer_training_unseen,1,0.14326420426368713,0.21769869327545166,0.07443448901176453,1
20260810,2,outer_training_seen,7,0.1236400157213211,0.170687429252125,0.04704741353080388,1
20260810,2,outer_training_unseen,1,0.1236400157213211,0.18870158245166144,0.06506156673034033,1
20260810,3,outer_training_seen,7,0.09675217668215434,0.14127488611709502,0.044522709434940674,1
20260810,3,outer_training_unseen,1,0.09675217668215434,0.13206889977057776,0.035316723088423416,1
20260810,4,outer_training_seen,7,0.10664622982343037,0.14778963440940493,0.041143404585974555,1
20260810,4,outer_training_unseen,1,0.10664622982343037,0.12809324016173682,0.02144701033830644,1
20260810,5,outer_training_seen,7,0.1502812703450521,0.18993493417898813,0.03965366383393604,1
20260810,5,outer_training_unseen,1,0.1502812703450521,0.28307391703128815,0.13279264668623605,1
20260810,6,outer_training_seen,7,0.05458127583066622,0.08229793146962212,0.027716655638955902,1
20260810,6,outer_training_unseen,1,0.05458127583066622,0.07132188727458318,0.016740611443916954,1
20260810,7,outer_training_seen,7,0.1352338840564092,0.1659610860404514,0.03072720198404219,1
20260810,7,outer_training_unseen,1,0.1352338840564092,0.16921268651882806,0.033978802462418856,1
20260810,8,outer_training_seen,7,0.11802968879540761,0.19754409931954883,0.07951441052414122,1
20260810,8,outer_training_unseen,1,0.11802968879540761,0.13456697762012482,0.01653728882471721,1
20260810,9,outer_training_seen,7,0.11707654347022374,0.1255119854495639,0.008435441979340166,1
20260810,9,outer_training_unseen,1,0.11707654347022374,0.15087360392014185,0.03379706044991811,1
20260811,1,outer_training_seen,7,0.1309263954559962,0.1454288906284741,0.014502495172477925,1
20260811,1,outer_training_unseen,1,0.1309263954559962,0.19430122276147208,0.06337482730547589,1
20260811,2,outer_training_seen,7,0.10828083008527756,0.17291369572991416,0.0646328656446366,1
20260811,2,outer_training_unseen,1,0.10828083008527756,0.1909650315841039,0.08268420149882635,1
20260811,3,outer_training_seen,7,0.1015205904841423,0.14498043592487062,0.04345984544072831,1
20260811,3,outer_training_unseen,1,0.1015205904841423,0.13327560822168985,0.03175501773754755,1
20260811,4,outer_training_seen,7,0.08885213236014049,0.13689789530776794,0.048045762947627454,1
20260811,4,outer_training_unseen,1,0.08885213236014049,0.1185754934946696,0.029723361134529114,1
20260811,5,outer_training_seen,7,0.16038560370604196,0.20196334024270376,0.0415777365366618,1
20260811,5,outer_training_unseen,1,0.16038560370604196,0.29618563254674274,0.13580002884070078,1
20260811,6,outer_training_seen,7,0.07402602086464564,0.09450574361142658,0.020479722746780935,1
20260811,6,outer_training_unseen,1,0.07402602086464564,0.0855259398619334,0.01149991899728775,1
20260811,7,outer_training_seen,7,0.10900658865769704,0.15065471047446843,0.0416481218167714,1
20260811,7,outer_training_unseen,1,0.10900658865769704,0.15924077481031418,0.05023418615261714,1
20260811,8,outer_training_seen,7,0.09473199645678203,0.18506077464137757,0.09032877818459555,1
20260811,8,outer_training_unseen,1,0.09473199645678203,0.11275353531042735,0.018021538853645325,1
20260811,9,outer_training_seen,7,0.1296266739567121,0.14004064564193996,0.010413971685227869,1
20260811,9,outer_training_unseen,1,0.1296266739567121,0.16230756541093191,0.03268089145421982,1
