seed,U_P_mean,U_P_median,U_P_positive,U_W_mean,U_W_median,U_W_positive,U_S_mean,U_S_median,U_S_positive,I_P_mean,I_P_median,I_P_positive
20260808,0.03654359977830339,0.032227958242098495,9,0.046665214071119274,0.04342337573568027,9,0.4657504469570186,0.4193862533817688,9,0.002219111210218186,0.001459529002507537,6
20260810,0.03465413178006808,0.030940517783164978,9,0.04779162478667718,0.03406676153341928,9,0.4691642154422071,0.4194805473089218,9,0.0010996600268063704,-1.1774400869996038e-05,4
20260811,0.032992200994933094,0.033506157497564956,9,0.05062390560353244,0.03268089145421982,9,0.4642896078251027,0.42688572158416116,9,0.001077845140739721,0.0010445142785708017,7
