subject,U_P,U_W,U_S,I_P,U_P_seed_variance,U_W_seed_variance
1,0.041427986903323076,0.06596131829751863,0.3743944528202216,0.0004170955055289675,4.144432650878193e-05,5.61906606081171e-05
2,0.05116873896784253,0.06943374375502269,0.4601352173421118,0.00045867181486553926,2.9367846978133874e-05,0.00013691382610470706
3,0.04382527329855495,0.038620026575194456,0.39990467329819995,0.003808454920848206,7.945383750289866e-05,8.042355627961307e-05
4,0.02893412051101525,0.026181132636136476,0.4289802712284856,0.0020807768321699596,5.4656872784691316e-06,1.7847895609882552e-05
5,0.024892225861549377,0.1259343127409617,0.6465649770365821,-0.000496177209748159,2.0820473779683712e-05,0.0002092654065040107
6,0.025185780599713326,0.017256066410077948,0.36558727982143563,-0.0010406401836209865,5.076612214445539e-05,3.662324603344792e-05
7,0.033379264175891876,0.04257477447390556,0.43340234996543986,0.0022447705268859954,1.008073251418999e-05,6.588649778047548e-05
8,0.0391339206447204,0.017718306639128257,0.6960140601214436,0.002806309403644671,0.00012920342469509101,1.1453587943495213e-06
9,0.024622486697302923,0.03156255185604095,0.39262952903906506,0.0029105875227186384,6.614260872569978e-06,9.010998399789497e-06
