effect,mean,median,positive,sign_flip_p_one_sided,ci_low,ci_high,status
U_P,0.03472997751776819,0.033379264175891876,9,0.001953125,0.028988340534959675,0.04078948053956768,participant_descriptive_bootstrap
U_W,0.0483602481537763,0.038620026575194456,9,0.001953125,0.029872017120942472,0.07219882514845163,participant_descriptive_bootstrap
U_S,0.46640142340810953,0.4289802712284856,9,0.001953125,0.39931031769532477,0.5466891433894169,participant_descriptive_bootstrap
