subject,eog_attenuation,preservation,covariance,mi_band_distortion,kappa_delta_vs_diff_pop
1,0.0652769144777045,0.8018313257230654,0.10610130294896764,0.04555047490582462,0.014351851851851874
2,0.10721769061030656,0.7915007604493035,0.16599468453504684,0.09539996074272067,0.0037037037037036904
3,0.1223746952829174,0.810146301984787,0.126190305162568,0.07111589948106957,0.03842592592592594
4,0.11953223510375231,0.7960880589154032,0.09975764548425363,0.06344234023908109,0.006979266750444431
5,0.10848635183859003,0.8092141457729869,0.1265814731901088,0.09320475934745553,-0.008436273042340884
6,0.11581345128969356,0.8249290908376375,0.15906395415141436,0.0671495084535354,0.006018518518518497
7,0.11289912326000633,0.7618248528904384,0.12192762396622214,0.07558434431559702,0.00509259259259257
8,0.10720374576689144,0.8050676203436322,0.10845580960592333,0.0808697651508115,-0.01990740740740743
9,0.07994284417049984,0.7835861129893197,0.09950794945973844,0.05469896145455186,-0.017592592592592604
