seed,method,participants,rrmse,correlation,delta_snr,paired_spectral_utility,eog_attenuation,preservation,covariance,mi_band_distortion,mi_kappa,erd_preservation
20260808,RAW,9,0.48850793419060884,0.8971713112480463,0.0,0.0,0.0,1.0,0.0,0.0,0.35284847489185817,1.0
20260808,LINEAR-POP,9,0.14631698211586033,0.9877395664871711,10.336565761930412,0.15600093157479056,0.08917964591596424,0.8054394189406324,0.0902547605643563,0.06774109705740466,0.3477707747150585,0.947278328527201
20260808,LINEAR-MATCH,9,0.08759881297333373,0.9930368389180555,18.065383858150906,0.1923441980034113,0.09726723147444499,0.8122640230037548,0.0909320951739528,0.06716591375163679,0.3490168824508595,0.946198756577788
20260808,LINEAR-WRONG,9,0.17610228627368255,0.980026975154709,9.49412773935883,0.16522296097267558,0.0900159976187157,0.8074801376572361,0.08948575876627543,0.06668237921662014,0.34495932230010595,0.948206496845249
20260808,DET-POP,9,0.1534758201903767,0.9877805693675948,9.56460917437518,0.14503146487253685,0.09847989351523967,0.788379066520267,0.12717796202307488,0.07594082696367135,0.34315268491999545,0.9374278409725428
20260808,DET-MATCH,9,0.11471310920185512,0.9928309853893119,12.377366737083152,0.17129055521002523,0.10406718938243176,0.7960747656998811,0.12632415055047191,0.07474301249195933,0.3437699688706126,0.9370962867424025
20260808,DET-WRONG,9,0.16399818355286563,0.9840060534560215,9.490453755414045,0.15217249564550542,0.09853708310663357,0.7876889562165296,0.12755529946242902,0.07482933507781003,0.3325005457519119,0.9383953772830465
20260808,DIFF-POP,9,0.15006319668006013,0.9880859451587812,9.75229517618815,0.14367066013316313,0.09921212957681959,0.7910832423302863,0.124850663796207,0.07271135803796057,0.3383687343027115,0.9416798898554182
20260808,DIFF-MATCH,9,0.11351959690175674,0.9928137377112637,12.437706320374101,0.16765794316651644,0.10465805900122918,0.7987129793122962,0.1238581412021625,0.07138432233682451,0.33929466022863736,0.9416120652272695
20260808,DIFF-WRONG,9,0.160184810972876,0.9846407019825567,9.666459922437314,0.15128620424204403,0.09963502613633288,0.7904351858629121,0.12515278647202907,0.07181166747141558,0.33435638862369915,0.9425455243955793
20260808,DIFF-TEMPORAL-SHUFFLED,9,0.5792700438587753,0.8614343213926204,-1.8418287403053708,-0.08016186428290827,0.0013594550842335688,0.8103889075142366,0.06707037908709593,0.04150417684285003,0.3297092045708591,0.9788087484783475
20260810,RAW,9,0.48850793419060884,0.8971713112480463,0.0,0.0,0.0,1.0,0.0,0.0,0.3528484748918582,1.0
20260810,LINEAR-POP,9,0.14631698211586033,0.9877395664871711,10.336565550278735,0.1560009311608694,0.08917964583016552,0.8054394189406324,0.09025476056435632,0.06774109705740466,0.3477707747150586,0.9472783285272008
20260810,LINEAR-MATCH,9,0.08759881297333373,0.9930368389180553,18.065383504938197,0.19234419807239814,0.09726723150814143,0.8122640230037548,0.09093209517395276,0.06716591375163677,0.3490168824508597,0.946198756577788
20260810,LINEAR-WRONG,9,0.17610228627368255,0.980026975154709,9.494127596969959,0.16522296069672815,0.09001599774691285,0.8074801376572361,0.08948575876627543,0.06668237921662014,0.34495932230010595,0.9482064968452492
20260810,DET-POP,9,0.1498809771405326,0.9878621934309811,9.867449318921125,0.14654151488233497,0.09837490696169811,0.7905986033104084,0.12563761507800777,0.07540889174027955,0.3557600481414905,0.9365697871559125
20260810,DET-MATCH,9,0.11412718533365815,0.9929025973593834,12.32101564054136,0.17244097735318872,0.10417805360798284,0.7965273283146046,0.12535020977116115,0.07464756776107986,0.36372486387778813,0.9358755502845179
20260810,DET-WRONG,9,0.1634113465746244,0.983648164959476,9.617473348423287,0.15332178081627246,0.09773339121040446,0.7918474505896922,0.1251263400955383,0.07444045369965782,0.3430598380055256,0.9372098686914513
20260810,DIFF-POP,9,0.15082138611210716,0.9876756519760066,9.813592336795947,0.14339166727882843,0.09868269818602451,0.790257195631663,0.12371905264922922,0.07252563378372359,0.34784837416768494,0.9406346316868093
20260810,DIFF-MATCH,9,0.11616725433203909,0.9925839297370176,12.1793598069085,0.16687954741495628,0.10465751758233027,0.7961158443380285,0.12329765035919442,0.07180238713825862,0.3440019569116602,0.9399856637165003
20260810,DIFF-WRONG,9,0.1639588791187163,0.9836630272809281,9.552853888935513,0.1493166514016964,0.09854266042475734,0.7913294431787951,0.12332918213266651,0.07157169558845718,0.34189261937864057,0.9413167476001273
20260810,DIFF-TEMPORAL-SHUFFLED,9,0.5853314697742462,0.8591521608934117,-1.9506325136732172,-0.08369289973267803,0.00035274256691801613,0.8067725725747921,0.0688615798911892,0.04204467449273329,0.3452323833530709,0.9754725048724073
20260811,RAW,9,0.48850793419060884,0.8971713112480463,0.0,0.0,0.0,1.0,0.0,0.0,0.3528484748918582,1.0
20260811,LINEAR-POP,9,0.14631698211586033,0.9877395664871711,10.336565550278735,0.1560009311608694,0.08917964583016552,0.8054394189406324,0.09025476056435632,0.06774109705740466,0.3477707747150586,0.9472783285272008
20260811,LINEAR-MATCH,9,0.08759881297333373,0.9930368389180553,18.065383504938197,0.19234419807239814,0.09726723150814143,0.8122640230037548,0.09093209517395276,0.06716591375163677,0.3490168824508597,0.946198756577788
20260811,LINEAR-WRONG,9,0.17610228627368255,0.980026975154709,9.494127596969959,0.16522296069672815,0.09001599774691285,0.8074801376572361,0.08948575876627543,0.06668237921662014,0.34495932230010595,0.9482064968452492
20260811,DET-POP,9,0.14198403088030992,0.9891264348816309,10.340519799126518,0.1482316014115457,0.09764817329048861,0.7959078881475661,0.122323561792755,0.07439450164747721,0.3317329318335756,0.9367958110279635
20260811,DET-MATCH,9,0.1079139847446371,0.993824068478891,12.823278179875127,0.17501597168544927,0.1033560765344753,0.8009855007683789,0.12267969000284824,0.07395536425370625,0.3502514503520942,0.9359512615510609
20260811,DET-WRONG,9,0.16196438670158386,0.9842070694297663,9.633660541640388,0.15541280143790775,0.09700605728861633,0.7973632114353003,0.12099205628579891,0.07323302624553885,0.35225363217166494,0.9379824699050787
20260811,DIFF-POP,9,0.14380962677575923,0.9887639879374122,10.198183960384792,0.1444243832870766,0.09807683817482919,0.7947812102459095,0.12373754219208294,0.07298876618067124,0.3342536890185236,0.9390712205261759
20260811,DIFF-MATCH,9,0.11081742578082615,0.9932731320121994,12.552338123321533,0.16769117834391417,0.10360010734989455,0.7999005996518664,0.12403779127339078,0.07248529522179929,0.34671937578218776,0.9384083418707816
20260811,DIFF-WRONG,9,0.1614413313843586,0.9841532814291817,9.646185177343863,0.15087560177953155,0.0978574190916615,0.7960977739206067,0.12267373725493785,0.07197702845800345,0.3567845532160544,0.940200955265785
20260811,DIFF-TEMPORAL-SHUFFLED,9,0.5751070336059287,0.863949777095229,-1.740875361142335,-0.08059415303998524,0.0016551436991772642,0.8098059368354303,0.06896817503022519,0.040740542694489346,0.3509260745931851,0.9786130444950244
