eeg_scale_max,eeg_scale_min,eog_mad,eog_median,eog_rms,fold,participant,raw_vs_canonical_artifact_rms_ratio,raw_vs_canonical_channelwise_scale_ratio_max,raw_vs_canonical_channelwise_scale_ratio_median,raw_vs_canonical_channelwise_scale_ratio_min,raw_vs_canonical_max_absolute_difference,raw_vs_canonical_relative_frobenius_difference,raw_vs_canonical_rowwise_correlation_median,raw_vs_v23_artifact_rms_ratio,raw_vs_v23_channelwise_scale_ratio_max,raw_vs_v23_channelwise_scale_ratio_median,raw_vs_v23_channelwise_scale_ratio_min,raw_vs_v23_max_absolute_difference,raw_vs_v23_relative_frobenius_difference,raw_vs_v23_rowwise_correlation_median,session,start,support_scale_max,support_scale_min,task,window
23.190705776309965,6.358918118464574,14.114135503768921,1.1359422206878662,66.70154749144093,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.1802954298099445e-16,1.0,3.195389487723124,5.987286652834836,3.2885537962335025,1.6146767406684293,14.1770975445204,2.2957731922916316,0.9884325674548149,ses-02,59948,40.80849691987037,11.229716507202387,ERP,0
23.190705776309965,6.358918118464574,26.429526329040527,-3.3783817291259766,73.74709688938431,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.1920712224898983e-16,1.0,2.9561577810253854,6.093851210422703,3.1261966037059308,1.0514171563371442,10.427259446193867,2.085506127239817,0.9693383627402875,ses-02,45177,40.80849691987037,11.229716507202387,ERP,1
23.190705776309965,6.358918118464574,15.991301864385605,0.6141096651554108,81.9917336464195,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.1630886402216785e-16,1.0,3.1648625037272966,5.9923216592234265,3.349602782269254,1.5883103179924511,13.056839698713313,2.266700657271802,0.9915607667352299,ses-02,41964,40.80849691987037,11.229716507202387,ERP,2
23.190705776309965,6.358918118464574,9.876513004302979,-1.243877649307251,45.79888896615352,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.1530975217935845e-16,1.0,3.199865675540054,5.884252152469569,3.289806724407831,1.623469182792635,13.945720168056411,2.2990972206992364,0.9866723182264433,ses-02,52105,40.80849691987037,11.229716507202387,ERP,3
23.190705776309965,6.358918118464574,8.290800094604492,-0.44106027483940125,36.12178584235431,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,8.881784197001252e-16,1.1818535086509823e-16,1.0,3.1866996624256467,5.596476176956103,3.282489261499766,1.6291488436314145,4.908803205697236,2.2908517855706547,0.9798688235975976,ses-02,63482,40.80849691987037,11.229716507202387,ERP,4
23.190705776309965,6.358918118464574,13.133140087127686,-1.0576531887054443,76.83251899595932,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.2113680144050135e-16,1.0,3.1631080215543403,5.879311850753068,3.3616552970205564,1.5937532590700707,12.598895984156862,2.263085666321051,0.9927169754786959,ses-02,60448,40.80849691987037,11.229716507202387,ERP,5
23.190705776309965,6.358918118464574,8.025229632854462,0.6412851214408875,12.632871347036772,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,2.220446049250313e-16,1.580331439752563e-16,1.0,2.2461969926292897,4.836260254357643,1.9083747227058512,1.0177004283058237,1.1095157527614605,1.5940844953612874,0.8905648103113429,ses-02,44511,40.80849691987037,11.229716507202387,ERP,6
23.190705776309965,6.358918118464574,12.415156364440918,-0.1133936457335949,78.80073744385503,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.129333804905993e-16,1.0,3.160937445969556,6.038040235210715,3.5093651150128506,1.6037390096740594,13.609031011752078,2.2574936791077627,0.9961643204727855,ses-02,54053,40.80849691987037,11.229716507202387,ERP,7
23.190705776309965,6.358918118464574,10.433536767959595,-1.0471737384796143,49.02382792910818,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.2496115128274113e-16,1.0,3.2341619781749564,6.315901327996027,3.4187440888002847,1.6877215127596077,12.999672642031802,2.328285383055718,0.9882597109269644,ses-02,67024,40.80849691987037,11.229716507202387,ERP,8
23.190705776309965,6.358918118464574,15.762674897909164,1.030468374490738,78.93701796055075,0,sub-02,1.0,1.0000000000000002,1.0,0.9999999999999998,1.7763568394002505e-15,1.1198598100125335e-16,1.0,3.1620175975109412,5.7225580747504265,3.4214734992729827,1.5867150934258634,12.083564658464734,2.2634194902792304,0.993342035737192,ses-02,59052,40.80849691987037,11.229716507202387,ERP,9
23.190705776309965,6.358918118464574,15.011277705430984,-0.82695671916008,94.32863433528848,0,sub-02,1.0,1.0000000000000004,1.0,0.9999999999999998,1.7763568394002505e-15,1.1566111603711096e-16,1.0,3.1609083122728956,5.935975382708464,3.4157002083793886,1.5803921237573364,13.376092573901904,2.2621361040664607,0.9954365610478271,ses-02,56907,40.80849691987037,11.229716507202387,ERP,10
