fold,participant,prepared_eog_unit,prepared_producer,raw_vs_canonical_artifact_rms_ratio,raw_vs_canonical_channelwise_scale_ratio_max,raw_vs_canonical_channelwise_scale_ratio_median,raw_vs_canonical_channelwise_scale_ratio_min,raw_vs_canonical_max_absolute_difference,raw_vs_canonical_relative_frobenius_difference,raw_vs_canonical_rowwise_correlation_median,raw_vs_v23_artifact_rms_ratio,raw_vs_v23_channelwise_scale_ratio_max,raw_vs_v23_channelwise_scale_ratio_median,raw_vs_v23_channelwise_scale_ratio_min,raw_vs_v23_max_absolute_difference,raw_vs_v23_relative_frobenius_difference,raw_vs_v23_rowwise_correlation_median,session,status,task,windows
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.1976731696582815e-16,1.0,3.091658536863446,6.624712979647004,3.083488964471317,0.5755091129505779,19.498074657598476,2.207968789034915,0.9729077474782568,ses-02,audited,ERP,100
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,0.9999999999999998,1.0000000000000004,1.0,0.9999999999999997,2.842170943040401e-14,1.4315728625206505e-16,1.0,0.8286911666728018,3.7214318193330107,1.3047053281917287,0.42214788010930576,38.44482269308001,0.4849437551638264,0.9848954077876726,ses-02,audited,SSVEP,100
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.427597822769467e-16,1.0,2.3626235322958515,6.979113336545435,2.148198266774584,0.5214995793779629,13.859751866046274,1.5194112970278393,0.9533897660021506,ses-03,audited,ERP,100
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,0.9999999999999998,1.0000000000000004,1.0,0.9999999999999994,2.8421709430404007e-13,1.633163547512741e-16,1.0,1.755228203387052,5.090874526913811,2.491930337714132,0.9588609477473863,570.415096701533,0.8337165400679484,0.9924957621144446,ses-03,audited,SSVEP,100
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.823096664231163e-16,1.0,2.4532356479515003,6.864213371017125,2.373822758165974,0.7273150652404516,23.803362026573005,1.6233746877444595,0.9562050284541515,ses-04,audited,ERP,100
0,sub-02,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999996,3.9968028886505635e-15,1.9424351428664226e-16,1.0,1.6859288376194788,5.567731498991128,1.5919338488324588,0.6047694733087349,9.397860682654185,0.9191436062230512,0.9589589897702677,ses-04,audited,SSVEP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999996,3.552713678800501e-15,1.3842425611100832e-16,1.0,1.4847837459041457,2.605768079802164,1.4448390565799452,0.6751378737537742,6.567923995230778,0.645519663116312,0.9983013975166086,ses-02,audited,ERP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.4353143796675467e-16,1.0,1.1263053408945924,1.8914667370129208,1.0558879609642204,0.48958614892983787,3.8930726492613,0.35504667778238147,0.9999640177333771,ses-02,audited,SSVEP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.30087270071691e-16,1.0,2.257893044204271,6.282578764793838,2.192380250434103,1.0669134377867906,13.42254850416627,1.3786001336799842,0.9930554917257732,ses-03,audited,ERP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999996,2.6645352591003757e-15,1.6258355775215906e-16,1.0,1.8908535754629807,3.843592406215651,1.7083173371259583,0.9048013687934569,8.376083025644201,1.0263129363391665,0.9944772032005236,ses-03,audited,SSVEP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,0.9999999999999999,1.0000000000000004,1.0,0.9999999999999996,3.552713678800501e-15,1.476004971838493e-16,1.0,1.9907343268525275,3.550423503265481,2.030736328457834,0.9562231839484263,9.20981889578567,1.0995363576040857,0.9988079774456078,ses-04,audited,ERP,100
0,sub-03,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.6273719333616827e-16,1.0,1.7903127353361288,3.6118293273855513,1.6700533259647488,0.7602608967691485,10.94664702693513,0.916806402885585,0.9971773897866739,ses-04,audited,SSVEP,100
0,sub-05,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999996,3.552713678800501e-15,1.2982484625231244e-16,1.0,0.9883968330267777,1.9283459446526368,1.0232892959891549,0.36728103723578276,4.757449674265723,0.36345926258843336,0.9968987846603524,ses-02,audited,ERP,100
0,sub-05,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999996,1.7763568394002505e-15,1.2348862922666892e-16,1.0,1.4779828731692055,2.773263526575802,1.3649183565443965,0.5755081294406662,4.960812216274698,0.6390408444793314,0.9950205589915546,ses-02,audited,SSVEP,100
0,sub-05,microvolt,v19_prepare_stage_preprocessed_source_eog_no_amplitude_standardization,1.0,1.0000000000000004,1.0,0.9999999999999997,3.552713678800501e-15,1.2492340420725553e-16,1.0,2.50556005533323,5.851421341849092,2.613128944329163,1.2730859618983739,18.02830055791355,1.6063673961574576,0.9980543439181044,ses-03,audited,ERP,100
