bootstrap_high,bootstrap_low,mean,median,method,metric,panel,participants
1.1931765076950156,0.43903033726667107,0.7302056632187808,0.46280928545304806,DIRECT_EL_DET_MATCH,rrmse_temporal,paired,15
0.5971513322960683,0.4320242696747881,0.5047153095342517,0.48905277757937854,DIRECT_EL_DET_MATCH,rrmse_spectral,paired,15
0.9054852518033415,0.8136206577606512,0.8681344238125165,0.8904939584069318,DIRECT_EL_DET_MATCH,correlation,paired,15
-0.6113767668206685,-1.1134420853407485,-0.8566993961771744,-0.714222880630737,DIRECT_EL_DET_MATCH,snr_improvement,paired,15
4451584767243.182,2478845637686.2954,3392840250886.1206,3131683693802.401,DIRECT_EL_DET_MATCH,artifact_rrmse,paired,15
0.35479159453759224,0.2504462306477447,0.3050075530016095,0.3121423069558102,DIRECT_EL_DET_MATCH,artifact_correlation,paired,15
1.7022028130081535,1.3236329916922347,1.5015273093767907,1.5203019045197779,DIRECT_EL_DET_MATCH,latent_rmse,paired,15
0.36617193699169925,0.2924489955700108,0.33233486681929497,0.34164144823159054,DIRECT_EL_DET_MATCH,latent_correlation,paired,15
0.29425682636121825,0.22842627491842252,0.25887437504375815,0.25631320540922625,DIRECT_EL_DET_MATCH,latent_derivative_error,paired,15
1.7874461336246248,1.1040755053331104,1.3657747935686353,1.1096584808020602,DIRECT_EL_DET_MATCH,clean_output_rms_ratio,paired,15
1.1671397293471588,0.4327598690184571,0.7163584512130181,0.42227396884914575,PA_EL_DET_MATCH,rrmse_temporal,paired,15
0.6368947809978649,0.48498524475153293,0.5510877560785954,0.5135556504880981,PA_EL_DET_MATCH,rrmse_spectral,paired,15
0.9031041167916977,0.8085323678236825,0.8651201438514031,0.897673587175781,PA_EL_DET_MATCH,correlation,paired,15
-1.4382587176517676,-2.3775333707008746,-1.896164888178973,-1.6661404115024163,PA_EL_DET_MATCH,snr_improvement,paired,15
6143102809940.965,4108687648894.8335,5108544124735.284,5245048230490.784,PA_EL_DET_MATCH,artifact_rrmse,paired,15
0.373932962295906,0.29449966435331026,0.33453211248503156,0.3228278073029385,PA_EL_DET_MATCH,artifact_correlation,paired,15
1.7017904812528237,1.3256719686461378,1.5015273093767907,1.5203019045197779,PA_EL_DET_MATCH,latent_rmse,paired,15
0.3657238921942731,0.2921245457779447,0.33233486681929497,0.34164144823159054,PA_EL_DET_MATCH,latent_correlation,paired,15
0.2948344867731594,0.22844541028349608,0.25887437504375815,0.25631320540922625,PA_EL_DET_MATCH,latent_derivative_error,paired,15
1.6935629378014108,1.0173194621320325,1.2759866454080124,1.0171055743429396,PA_EL_DET_MATCH,clean_output_rms_ratio,paired,15
1.1116838520135057,0.40878343165413866,0.674452573264067,0.41911320735188434,PA_EL_DET_POP,rrmse_temporal,paired,15
0.6130755565085519,0.4621313780262618,0.5276683923906559,0.4760330664688648,PA_EL_DET_POP,rrmse_spectral,paired,15
0.9099969350878194,0.8218585290810698,0.8752073638223098,0.9002509272115221,PA_EL_DET_POP,correlation,paired,15
-1.0436519253593213,-2.0312083314656335,-1.507943106640426,-1.4302475678338322,PA_EL_DET_POP,snr_improvement,paired,15
4419308297326.79,3276661597071.9844,3825870122751.579,3436100961898.4497,PA_EL_DET_POP,artifact_rrmse,paired,15
0.38682922924642893,0.3321701798891476,0.35968552124579906,0.3573039209032656,PA_EL_DET_POP,artifact_correlation,paired,15
1.7038218776446359,1.326978785324656,1.5015273093767907,1.5203019045197779,PA_EL_DET_POP,latent_rmse,paired,15
0.3662676725396065,0.2916789143268517,0.33233486681929497,0.34164144823159054,PA_EL_DET_POP,latent_correlation,paired,15
0.2950376984660025,0.22876120030231822,0.25887437504375815,0.25631320540922625,PA_EL_DET_POP,latent_derivative_error,paired,15
1.6426975027174833,1.003695139025052,1.2447152737473872,1.0218176992971506,PA_EL_DET_POP,clean_output_rms_ratio,paired,15
1.1472471579268835,0.4575696832827219,0.7198371239979283,0.4708542393337985,PA_EL_DET_WRONG,rrmse_temporal,paired,15
0.6418847058284515,0.4950904247928223,0.5574811555759402,0.5089453964348718,PA_EL_DET_WRONG,rrmse_spectral,paired,15
0.8956674350692723,0.8099771930598569,0.8619182763781391,0.8850691807402041,PA_EL_DET_WRONG,correlation,paired,15
-1.801874028687476,-2.758999866301799,-2.2468675856660405,-2.342221913353606,PA_EL_DET_WRONG,snr_improvement,paired,15
5717463224082.626,3938787361197.7783,4779666394633.527,4749037337561.226,PA_EL_DET_WRONG,artifact_rrmse,paired,15
0.34881022630525493,0.3011097585904156,0.32511632310931254,0.3108017429252849,PA_EL_DET_WRONG,artifact_correlation,paired,15
1.7021758436273677,1.3266567258801005,1.5015273093767907,1.5203019045197779,PA_EL_DET_WRONG,latent_rmse,paired,15
0.36594302131635154,0.2920479754231709,0.33233486681929497,0.34164144823159054,PA_EL_DET_WRONG,latent_correlation,paired,15
0.29400498893435445,0.22842620205411254,0.25887437504375815,0.25631320540922625,PA_EL_DET_WRONG,latent_derivative_error,paired,15
1.6727162909843403,1.036438543908737,1.2749372965940704,1.0448257185362435,PA_EL_DET_WRONG,clean_output_rms_ratio,paired,15
1.3504970022252556,0.5711098275592702,0.8767550806498624,0.5421239647610064,PA_EL_SCAD_K1_MATCH,rrmse_temporal,paired,15
0.7005054943423022,0.542397736851983,0.6132263023114474,0.5504181748055083,PA_EL_SCAD_K1_MATCH,rrmse_spectral,paired,15
0.8604032376671166,0.7578055624486254,0.8167871026199784,0.8481727893546903,PA_EL_SCAD_K1_MATCH,correlation,paired,15
-3.2970625519336845,-4.698921859754578,-3.973372211064121,-3.6486191567251676,PA_EL_SCAD_K1_MATCH,snr_improvement,paired,15
10474672409630.254,6444761367552.684,8440324284352.584,7611914943450.565,PA_EL_SCAD_K1_MATCH,artifact_rrmse,paired,15
0.29992844739425695,0.22632406743887729,0.26278571265643913,0.23564618366760434,PA_EL_SCAD_K1_MATCH,artifact_correlation,paired,15
2.0185168327784777,1.7108376100218892,1.8539625875471926,1.8160447771014094,PA_EL_SCAD_K1_MATCH,latent_rmse,paired,15
0.2910431661202145,0.23853912790848109,0.26546702877409944,0.2700610917992301,PA_EL_SCAD_K1_MATCH,latent_correlation,paired,15
0.33375934280019,0.2768168433194029,0.30304767917567477,0.2967896801311634,PA_EL_SCAD_K1_MATCH,latent_derivative_error,paired,15
1.8130270630048522,1.110320150425438,1.3880931799502427,1.0811323234394414,PA_EL_SCAD_K1_MATCH,clean_output_rms_ratio,paired,15
1.1144834923661424,0.4077777654166306,0.674452573264067,0.41911320735188434,PA_EL_SCAD_K1_POP,rrmse_temporal,paired,15
0.6154027189974915,0.46173463623372785,0.5276683923906559,0.4760330664688648,PA_EL_SCAD_K1_POP,rrmse_spectral,paired,15
0.9101839218468397,0.8211075981203235,0.8752073638223098,0.9002509272115221,PA_EL_SCAD_K1_POP,correlation,paired,15
-1.0479002232036112,-2.040700231303203,-1.507943106640426,-1.4302475678338322,PA_EL_SCAD_K1_POP,snr_improvement,paired,15
4409387850918.132,3281327685305.936,3825870122751.579,3436100961898.4497,PA_EL_SCAD_K1_POP,artifact_rrmse,paired,15
0.38656034202558465,0.33218882101042113,0.35968552124579906,0.3573039209032656,PA_EL_SCAD_K1_POP,artifact_correlation,paired,15
