fold,method,participant,relative_artifact_error,sample,session,task
0,QUERY_EOG,sub-03,5.592573901073335e-08,6,ses-03,SSVEP
0,POP_EOG,sub-05,1.0808517283042642,7,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.6186454019813232,7,ses-04,SSVEP
0,WRONG_EOG,sub-05,1.074074652635619,7,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.564813180830054e-08,7,ses-04,SSVEP
0,POP_EOG,sub-03,0.3988616259984831,8,ses-03,ERP
0,MATCH_EOG,sub-03,0.15676640307468906,8,ses-03,ERP
0,WRONG_EOG,sub-03,0.293135247526319,8,ses-03,ERP
0,QUERY_EOG,sub-03,4.083857760911668e-08,8,ses-03,ERP
0,POP_EOG,sub-05,1.643746688859578,9,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.2837844037710673,9,ses-04,SSVEP
0,WRONG_EOG,sub-05,0.6880319859195139,9,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.627554885474995e-08,9,ses-04,SSVEP
0,POP_EOG,sub-05,0.566283033154299,10,ses-02,ERP
0,MATCH_EOG,sub-05,0.19510388935811762,10,ses-02,ERP
0,WRONG_EOG,sub-05,0.4486697030736999,10,ses-02,ERP
0,QUERY_EOG,sub-05,4.71441361956771e-08,10,ses-02,ERP
0,POP_EOG,sub-05,0.2421487396445701,11,ses-03,ERP
0,MATCH_EOG,sub-05,0.061273000846302765,11,ses-03,ERP
0,WRONG_EOG,sub-05,0.279550317839651,11,ses-03,ERP
0,QUERY_EOG,sub-05,3.6249781817791414e-08,11,ses-03,ERP
0,POP_EOG,sub-02,1.0050328744887558,12,ses-02,SSVEP
0,MATCH_EOG,sub-02,1.0019646103595596,12,ses-02,SSVEP
0,WRONG_EOG,sub-02,0.9975983252825553,12,ses-02,SSVEP
0,QUERY_EOG,sub-02,3.88620943191787e-08,12,ses-02,SSVEP
0,POP_EOG,sub-03,0.6027827249462352,13,ses-03,SSVEP
0,MATCH_EOG,sub-03,0.27506318824879333,13,ses-03,SSVEP
0,WRONG_EOG,sub-03,21.67026503560916,13,ses-03,SSVEP
0,QUERY_EOG,sub-03,6.136569563343507e-08,13,ses-03,SSVEP
0,POP_EOG,sub-05,0.44011181047896725,14,ses-02,SSVEP
0,MATCH_EOG,sub-05,0.37209515553828887,14,ses-02,SSVEP
0,WRONG_EOG,sub-05,0.6447712924897931,14,ses-02,SSVEP
0,QUERY_EOG,sub-05,4.441515195024177e-08,14,ses-02,SSVEP
0,POP_EOG,sub-05,0.6182386080090464,15,ses-02,SSVEP
0,MATCH_EOG,sub-05,0.5517776067449986,15,ses-02,SSVEP
0,WRONG_EOG,sub-05,0.6836375147684856,15,ses-02,SSVEP
0,QUERY_EOG,sub-05,4.710896009313467e-08,15,ses-02,SSVEP
0,POP_EOG,sub-03,0.7123645101927667,16,ses-03,SSVEP
0,MATCH_EOG,sub-03,0.3876620819241894,16,ses-03,SSVEP
0,WRONG_EOG,sub-03,1.7454380680196486,16,ses-03,SSVEP
0,QUERY_EOG,sub-03,5.057286970390698e-08,16,ses-03,SSVEP
0,POP_EOG,sub-02,0.7019623974019418,17,ses-04,ERP
0,MATCH_EOG,sub-02,0.390516192707159,17,ses-04,ERP
0,WRONG_EOG,sub-02,0.8254707412124781,17,ses-04,ERP
0,QUERY_EOG,sub-02,5.128720520770894e-08,17,ses-04,ERP
0,POP_EOG,sub-03,0.547632940687206,18,ses-02,SSVEP
0,MATCH_EOG,sub-03,0.2994533644608428,18,ses-02,SSVEP
0,WRONG_EOG,sub-03,0.7371949345611498,18,ses-02,SSVEP
0,QUERY_EOG,sub-03,4.219134414345921e-08,18,ses-02,SSVEP
0,POP_EOG,sub-05,0.42097273850903744,19,ses-03,ERP
0,MATCH_EOG,sub-05,0.1260819107112001,19,ses-03,ERP
0,WRONG_EOG,sub-05,0.4717892376696001,19,ses-03,ERP
0,QUERY_EOG,sub-05,3.5351642491838836e-08,19,ses-03,ERP
0,POP_EOG,sub-03,0.7125202554704541,20,ses-03,SSVEP
0,MATCH_EOG,sub-03,0.34059076735945953,20,ses-03,SSVEP
0,WRONG_EOG,sub-03,0.5782968690164982,20,ses-03,SSVEP
0,QUERY_EOG,sub-03,5.0230907850557446e-08,20,ses-03,SSVEP
0,POP_EOG,sub-02,0.752706032271458,21,ses-03,ERP
0,MATCH_EOG,sub-02,0.3138208007271815,21,ses-03,ERP
0,WRONG_EOG,sub-02,1.1954612431681793,21,ses-03,ERP
0,QUERY_EOG,sub-02,4.6460703541942416e-08,21,ses-03,ERP
0,POP_EOG,sub-05,1.480906411013836,22,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.24025910885038038,22,ses-04,SSVEP
0,WRONG_EOG,sub-05,1.1853804119132016,22,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.6408524522680774e-08,22,ses-04,SSVEP
0,POP_EOG,sub-02,0.9960543657754561,23,ses-02,SSVEP
0,MATCH_EOG,sub-02,0.974065186550323,23,ses-02,SSVEP
0,WRONG_EOG,sub-02,1.1479234578900044,23,ses-02,SSVEP
0,QUERY_EOG,sub-02,5.215010660322564e-08,23,ses-02,SSVEP
0,POP_EOG,sub-02,1.7390396869466824,24,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.4409329625838571,24,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.555886128219856,24,ses-04,SSVEP
0,QUERY_EOG,sub-02,5.537617175317839e-08,24,ses-04,SSVEP
0,POP_EOG,sub-05,0.8829554420211682,25,ses-03,SSVEP
0,MATCH_EOG,sub-05,0.7419031727848706,25,ses-03,SSVEP
0,WRONG_EOG,sub-05,1.9099001270330773,25,ses-03,SSVEP
0,QUERY_EOG,sub-05,4.7428508740446433e-08,25,ses-03,SSVEP
0,POP_EOG,sub-03,0.42019967635470123,26,ses-04,ERP
0,MATCH_EOG,sub-03,0.24060795608305732,26,ses-04,ERP
0,WRONG_EOG,sub-03,0.5501649434625322,26,ses-04,ERP
0,QUERY_EOG,sub-03,4.4670067184939745e-08,26,ses-04,ERP
0,POP_EOG,sub-02,0.4768778059367983,27,ses-04,ERP
0,MATCH_EOG,sub-02,0.613311831239092,27,ses-04,ERP
0,WRONG_EOG,sub-02,0.6745943362324873,27,ses-04,ERP
0,QUERY_EOG,sub-02,5.62478607352398e-08,27,ses-04,ERP
0,POP_EOG,sub-02,2.156541637166575,28,ses-04,SSVEP
0,MATCH_EOG,sub-02,1.0772095569579108,28,ses-04,SSVEP
0,WRONG_EOG,sub-02,0.9688161624780065,28,ses-04,SSVEP
0,QUERY_EOG,sub-02,5.729210804551476e-08,28,ses-04,SSVEP
0,POP_EOG,sub-03,1.9525230220800345,29,ses-04,SSVEP
0,MATCH_EOG,sub-03,0.30545729038175,29,ses-04,SSVEP
0,WRONG_EOG,sub-03,1.1256326050373817,29,ses-04,SSVEP
0,QUERY_EOG,sub-03,4.9193565598554066e-08,29,ses-04,SSVEP
0,POP_EOG,sub-05,0.2608648348652129,30,ses-03,ERP
0,MATCH_EOG,sub-05,0.06454348612500087,30,ses-03,ERP
0,WRONG_EOG,sub-05,0.8527982549700049,30,ses-03,ERP
0,QUERY_EOG,sub-05,3.6949976440663056e-08,30,ses-03,ERP
0,POP_EOG,sub-05,0.40663425678905785,31,ses-04,ERP
0,MATCH_EOG,sub-05,0.2517224630920655,31,ses-04,ERP
0,WRONG_EOG,sub-05,0.9622615986116636,31,ses-04,ERP
0,QUERY_EOG,sub-05,4.596071187359561e-08,31,ses-04,ERP
0,POP_EOG,sub-05,0.4168321356799589,32,ses-03,SSVEP
0,MATCH_EOG,sub-05,0.34375416239548456,32,ses-03,SSVEP
0,WRONG_EOG,sub-05,0.5704824802835989,32,ses-03,SSVEP
0,QUERY_EOG,sub-05,4.114344622550593e-08,32,ses-03,SSVEP
0,POP_EOG,sub-03,0.47291648758025745,33,ses-02,ERP
0,MATCH_EOG,sub-03,0.2170481593563798,33,ses-02,ERP
0,WRONG_EOG,sub-03,0.4494532745784749,33,ses-02,ERP
0,QUERY_EOG,sub-03,4.411649412875295e-08,33,ses-02,ERP
0,POP_EOG,sub-05,0.39961031806651026,34,ses-02,ERP
0,MATCH_EOG,sub-05,0.14632570064251638,34,ses-02,ERP
0,WRONG_EOG,sub-05,0.3666384697823305,34,ses-02,ERP
0,QUERY_EOG,sub-05,4.5395752504464585e-08,34,ses-02,ERP
0,POP_EOG,sub-05,0.0,35,ses-03,SSVEP
0,MATCH_EOG,sub-05,0.0,35,ses-03,SSVEP
0,WRONG_EOG,sub-05,0.0,35,ses-03,SSVEP
0,QUERY_EOG,sub-05,0.0,35,ses-03,SSVEP
0,POP_EOG,sub-02,2.117043817078946,36,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.8791094508983922,36,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.795405659831838,36,ses-04,SSVEP
0,QUERY_EOG,sub-02,5.088037177787054e-08,36,ses-04,SSVEP
0,POP_EOG,sub-02,2.350258624105714,37,ses-04,SSVEP
0,MATCH_EOG,sub-02,1.3593619084338657,37,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.3108746305469487,37,ses-04,SSVEP
0,QUERY_EOG,sub-02,6.008589289616906e-08,37,ses-04,SSVEP
0,POP_EOG,sub-02,1.148187208924285,38,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.8564635545015049,38,ses-04,SSVEP
0,WRONG_EOG,sub-02,2.7780679723297386,38,ses-04,SSVEP
0,QUERY_EOG,sub-02,4.079229183267599e-08,38,ses-04,SSVEP
0,POP_EOG,sub-02,0.7815207530930082,39,ses-03,ERP
0,MATCH_EOG,sub-02,0.3560472762095317,39,ses-03,ERP
0,WRONG_EOG,sub-02,1.7543347078366096,39,ses-03,ERP
0,QUERY_EOG,sub-02,4.385792280689831e-08,39,ses-03,ERP
0,POP_EOG,sub-03,0.7801927573153691,40,ses-03,SSVEP
0,MATCH_EOG,sub-03,0.5849956623193415,40,ses-03,SSVEP
0,WRONG_EOG,sub-03,1.2056322180088068,40,ses-03,SSVEP
0,QUERY_EOG,sub-03,5.348864815292518e-08,40,ses-03,SSVEP
0,POP_EOG,sub-03,0.0,41,ses-03,SSVEP
0,MATCH_EOG,sub-03,0.0,41,ses-03,SSVEP
0,WRONG_EOG,sub-03,0.0,41,ses-03,SSVEP
0,QUERY_EOG,sub-03,0.0,41,ses-03,SSVEP
0,POP_EOG,sub-05,0.40410628901906726,42,ses-03,ERP
0,MATCH_EOG,sub-05,0.1862648630861145,42,ses-03,ERP
0,WRONG_EOG,sub-05,1.5976293085703348,42,ses-03,ERP
0,QUERY_EOG,sub-05,3.923139849148334e-08,42,ses-03,ERP
0,POP_EOG,sub-03,0.5742750235371865,43,ses-02,SSVEP
0,MATCH_EOG,sub-03,0.18260632261194504,43,ses-02,SSVEP
0,WRONG_EOG,sub-03,0.47550139188196344,43,ses-02,SSVEP
0,QUERY_EOG,sub-03,4.450960244887742e-08,43,ses-02,SSVEP
0,POP_EOG,sub-02,0.7806840217678856,44,ses-03,ERP
0,MATCH_EOG,sub-02,0.20078668666694177,44,ses-03,ERP
0,WRONG_EOG,sub-02,0.5206720369430183,44,ses-03,ERP
0,QUERY_EOG,sub-02,4.4687592540566254e-08,44,ses-03,ERP
0,POP_EOG,sub-03,0.0,45,ses-02,SSVEP
0,MATCH_EOG,sub-03,0.0,45,ses-02,SSVEP
0,WRONG_EOG,sub-03,0.0,45,ses-02,SSVEP
0,QUERY_EOG,sub-03,0.0,45,ses-02,SSVEP
0,POP_EOG,sub-05,0.0,46,ses-03,SSVEP
0,MATCH_EOG,sub-05,0.0,46,ses-03,SSVEP
0,WRONG_EOG,sub-05,0.0,46,ses-03,SSVEP
0,QUERY_EOG,sub-05,0.0,46,ses-03,SSVEP
0,POP_EOG,sub-05,1.517991044715384,47,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.2777074365897866,47,ses-04,SSVEP
0,WRONG_EOG,sub-05,0.610552496817218,47,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.691800350219542e-08,47,ses-04,SSVEP
0,POP_EOG,sub-02,1.1404544388169484,48,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.8841455856841839,48,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.3232699483772383,48,ses-04,SSVEP
0,QUERY_EOG,sub-02,4.119809097247408e-08,48,ses-04,SSVEP
0,POP_EOG,sub-02,0.6747769086527129,49,ses-04,ERP
0,MATCH_EOG,sub-02,0.44761334231005473,49,ses-04,ERP
0,WRONG_EOG,sub-02,0.9132661286351588,49,ses-04,ERP
0,QUERY_EOG,sub-02,5.679216405054296e-08,49,ses-04,ERP
0,POP_EOG,sub-05,0.5249673359774871,50,ses-02,ERP
0,MATCH_EOG,sub-05,0.31468826058798605,50,ses-02,ERP
0,WRONG_EOG,sub-05,0.763273931811784,50,ses-02,ERP
0,QUERY_EOG,sub-05,4.4885672761799996e-08,50,ses-02,ERP
0,POP_EOG,sub-05,0.248701359660402,51,ses-03,ERP
0,MATCH_EOG,sub-05,0.09099914556940436,51,ses-03,ERP
0,WRONG_EOG,sub-05,0.4737919199083559,51,ses-03,ERP
0,QUERY_EOG,sub-05,3.878579220434255e-08,51,ses-03,ERP
0,POP_EOG,sub-02,2.0351302868659924,52,ses-04,SSVEP
0,MATCH_EOG,sub-02,1.10752390188291,52,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.3748625283106772,52,ses-04,SSVEP
0,QUERY_EOG,sub-02,5.921721167746766e-08,52,ses-04,SSVEP
0,POP_EOG,sub-05,0.7042924103215403,53,ses-04,ERP
0,MATCH_EOG,sub-05,0.450253535900084,53,ses-04,ERP
0,WRONG_EOG,sub-05,1.0420625822806626,53,ses-04,ERP
0,QUERY_EOG,sub-05,4.8046718906362096e-08,53,ses-04,ERP
0,POP_EOG,sub-03,0.34187095303749365,54,ses-02,ERP
0,MATCH_EOG,sub-03,0.09992839546172456,54,ses-02,ERP
0,WRONG_EOG,sub-03,0.2527449014100698,54,ses-02,ERP
0,QUERY_EOG,sub-03,4.2958681056637886e-08,54,ses-02,ERP
0,POP_EOG,sub-05,0.567265878969595,55,ses-02,SSVEP
0,MATCH_EOG,sub-05,0.5029639085579984,55,ses-02,SSVEP
0,WRONG_EOG,sub-05,1.266929624636306,55,ses-02,SSVEP
0,QUERY_EOG,sub-05,4.539541159700564e-08,55,ses-02,SSVEP
0,POP_EOG,sub-03,2.616287761330182,56,ses-04,SSVEP
0,MATCH_EOG,sub-03,0.26656205696105667,56,ses-04,SSVEP
0,WRONG_EOG,sub-03,1.1079371996120397,56,ses-04,SSVEP
0,QUERY_EOG,sub-03,5.182353080883783e-08,56,ses-04,SSVEP
0,POP_EOG,sub-02,0.5885742391140525,57,ses-04,ERP
0,MATCH_EOG,sub-02,0.4353429557251763,57,ses-04,ERP
0,WRONG_EOG,sub-02,0.6681248631490685,57,ses-04,ERP
0,QUERY_EOG,sub-02,3.999540482388024e-08,57,ses-04,ERP
0,POP_EOG,sub-05,0.0,58,ses-03,ERP
0,MATCH_EOG,sub-05,0.0,58,ses-03,ERP
0,WRONG_EOG,sub-05,0.0,58,ses-03,ERP
0,QUERY_EOG,sub-05,0.0,58,ses-03,ERP
0,POP_EOG,sub-03,0.4811082568914241,59,ses-03,ERP
0,MATCH_EOG,sub-03,0.16504179315401127,59,ses-03,ERP
0,WRONG_EOG,sub-03,0.7816229191887003,59,ses-03,ERP
0,QUERY_EOG,sub-03,4.273650295927856e-08,59,ses-03,ERP
0,POP_EOG,sub-03,2.450975303814264,60,ses-04,SSVEP
0,MATCH_EOG,sub-03,0.31942550244134116,60,ses-04,SSVEP
0,WRONG_EOG,sub-03,1.2111249906978314,60,ses-04,SSVEP
0,QUERY_EOG,sub-03,5.9455916883272285e-08,60,ses-04,SSVEP
0,POP_EOG,sub-05,0.0,61,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.0,61,ses-04,SSVEP
0,WRONG_EOG,sub-05,0.0,61,ses-04,SSVEP
0,QUERY_EOG,sub-05,0.0,61,ses-04,SSVEP
0,POP_EOG,sub-02,0.0,62,ses-04,ERP
0,MATCH_EOG,sub-02,0.0,62,ses-04,ERP
0,WRONG_EOG,sub-02,0.0,62,ses-04,ERP
0,QUERY_EOG,sub-02,0.0,62,ses-04,ERP
0,POP_EOG,sub-05,0.36920797252136406,63,ses-02,SSVEP
0,MATCH_EOG,sub-05,0.2557266398041602,63,ses-02,SSVEP
0,WRONG_EOG,sub-05,0.761686391659161,63,ses-02,SSVEP
0,QUERY_EOG,sub-05,4.135144408129393e-08,63,ses-02,SSVEP
0,POP_EOG,sub-05,0.3784682420813073,64,ses-03,ERP
0,MATCH_EOG,sub-05,0.13496607169300331,64,ses-03,ERP
0,WRONG_EOG,sub-05,0.530169100225851,64,ses-03,ERP
0,QUERY_EOG,sub-05,3.884576582107379e-08,64,ses-03,ERP
0,POP_EOG,sub-05,0.3224912738297786,65,ses-04,ERP
0,MATCH_EOG,sub-05,0.11156318630887688,65,ses-04,ERP
0,WRONG_EOG,sub-05,1.686605144971981,65,ses-04,ERP
0,QUERY_EOG,sub-05,4.481907637838589e-08,65,ses-04,ERP
0,POP_EOG,sub-02,0.0,66,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.0,66,ses-04,SSVEP
0,WRONG_EOG,sub-02,0.0,66,ses-04,SSVEP
0,QUERY_EOG,sub-02,0.0,66,ses-04,SSVEP
0,POP_EOG,sub-02,0.6958831634910306,67,ses-04,ERP
0,MATCH_EOG,sub-02,0.2640399422659572,67,ses-04,ERP
0,WRONG_EOG,sub-02,0.7555275106412708,67,ses-04,ERP
0,QUERY_EOG,sub-02,4.4842651740270305e-08,67,ses-04,ERP
0,POP_EOG,sub-03,0.3939570718156159,68,ses-02,ERP
0,MATCH_EOG,sub-03,0.0891291964026911,68,ses-02,ERP
0,WRONG_EOG,sub-03,0.1898446820946295,68,ses-02,ERP
0,QUERY_EOG,sub-03,4.17207764514072e-08,68,ses-02,ERP
0,POP_EOG,sub-02,0.4190433258404355,69,ses-02,ERP
0,MATCH_EOG,sub-02,0.3210058566555943,69,ses-02,ERP
0,WRONG_EOG,sub-02,0.5080097386185866,69,ses-02,ERP
0,QUERY_EOG,sub-02,5.067151659212408e-08,69,ses-02,ERP
0,POP_EOG,sub-03,0.42920572223250825,70,ses-02,SSVEP
0,MATCH_EOG,sub-03,0.31002953480827694,70,ses-02,SSVEP
0,WRONG_EOG,sub-03,0.5249322310855237,70,ses-02,SSVEP
0,QUERY_EOG,sub-03,4.2600457618240105e-08,70,ses-02,SSVEP
0,POP_EOG,sub-05,0.44035594017397767,71,ses-02,ERP
0,MATCH_EOG,sub-05,0.1547164208394353,71,ses-02,ERP
0,WRONG_EOG,sub-05,0.6344588275688273,71,ses-02,ERP
0,QUERY_EOG,sub-05,4.411524340954892e-08,71,ses-02,ERP
0,POP_EOG,sub-05,1.1546100911728117,72,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.2216391403484519,72,ses-04,SSVEP
0,WRONG_EOG,sub-05,0.7934099059734164,72,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.239438379564137e-08,72,ses-04,SSVEP
0,POP_EOG,sub-05,0.4498680975172319,73,ses-02,SSVEP
0,MATCH_EOG,sub-05,0.34779143435727156,73,ses-02,SSVEP
0,WRONG_EOG,sub-05,0.6043090214095935,73,ses-02,SSVEP
0,QUERY_EOG,sub-05,4.028758005472501e-08,73,ses-02,SSVEP
0,POP_EOG,sub-03,0.4892796410673001,74,ses-04,ERP
0,MATCH_EOG,sub-03,0.30600554112461076,74,ses-04,ERP
0,WRONG_EOG,sub-03,1.021503265925866,74,ses-04,ERP
0,QUERY_EOG,sub-03,4.8557647641401796e-08,74,ses-04,ERP
0,POP_EOG,sub-02,2.555906534158126,75,ses-04,SSVEP
0,MATCH_EOG,sub-02,1.2993554874206676,75,ses-04,SSVEP
0,WRONG_EOG,sub-02,20.55247211556749,75,ses-04,SSVEP
0,QUERY_EOG,sub-02,5.9573203187582575e-08,75,ses-04,SSVEP
0,POP_EOG,sub-02,0.8197293047397661,76,ses-03,ERP
0,MATCH_EOG,sub-02,0.3557811280559816,76,ses-03,ERP
0,WRONG_EOG,sub-02,0.7251776308038513,76,ses-03,ERP
0,QUERY_EOG,sub-02,4.6156362328072116e-08,76,ses-03,ERP
0,POP_EOG,sub-03,0.0,77,ses-04,SSVEP
0,MATCH_EOG,sub-03,0.0,77,ses-04,SSVEP
0,WRONG_EOG,sub-03,0.0,77,ses-04,SSVEP
0,QUERY_EOG,sub-03,0.0,77,ses-04,SSVEP
0,POP_EOG,sub-05,0.9273325010154533,78,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.3422062855158129,78,ses-04,SSVEP
0,WRONG_EOG,sub-05,1.0248540036272749,78,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.7113282413606635e-08,78,ses-04,SSVEP
0,POP_EOG,sub-02,0.6598443077064811,79,ses-04,ERP
0,MATCH_EOG,sub-02,0.24644154304974458,79,ses-04,ERP
0,WRONG_EOG,sub-02,0.7113690826183822,79,ses-04,ERP
0,QUERY_EOG,sub-02,5.2615124187380475e-08,79,ses-04,ERP
0,POP_EOG,sub-05,0.5935144581641675,80,ses-04,ERP
0,MATCH_EOG,sub-05,0.20336703933131595,80,ses-04,ERP
0,WRONG_EOG,sub-05,0.8665266389601683,80,ses-04,ERP
0,QUERY_EOG,sub-05,5.6224745062874717e-08,80,ses-04,ERP
0,POP_EOG,sub-03,0.3617445690510157,81,ses-02,ERP
0,MATCH_EOG,sub-03,0.2233098231520153,81,ses-02,ERP
0,WRONG_EOG,sub-03,0.3773706811812161,81,ses-02,ERP
0,QUERY_EOG,sub-03,4.456514061579883e-08,81,ses-02,ERP
0,POP_EOG,sub-03,0.39746279876203044,82,ses-03,ERP
0,MATCH_EOG,sub-03,0.11269628862150367,82,ses-03,ERP
0,WRONG_EOG,sub-03,0.321872617127434,82,ses-03,ERP
0,QUERY_EOG,sub-03,3.960171849575957e-08,82,ses-03,ERP
0,POP_EOG,sub-03,0.5380990801248381,83,ses-02,SSVEP
0,MATCH_EOG,sub-03,0.3128897062771646,83,ses-02,SSVEP
0,WRONG_EOG,sub-03,0.6812378183998403,83,ses-02,SSVEP
0,QUERY_EOG,sub-03,4.53993074313975e-08,83,ses-02,SSVEP
0,POP_EOG,sub-02,0.3098271805305568,84,ses-02,ERP
0,MATCH_EOG,sub-02,0.11835337264934791,84,ses-02,ERP
0,WRONG_EOG,sub-02,0.41804940228575593,84,ses-02,ERP
0,QUERY_EOG,sub-02,4.358073253258113e-08,84,ses-02,ERP
0,POP_EOG,sub-02,1.9236661100724342,85,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.9012239818656668,85,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.047308952040994,85,ses-04,SSVEP
0,QUERY_EOG,sub-02,4.9024308628903026e-08,85,ses-04,SSVEP
0,POP_EOG,sub-02,0.4015933352395312,86,ses-02,ERP
0,MATCH_EOG,sub-02,0.42149252693521005,86,ses-02,ERP
0,WRONG_EOG,sub-02,0.38062138854748073,86,ses-02,ERP
0,QUERY_EOG,sub-02,4.966376007465079e-08,86,ses-02,ERP
0,POP_EOG,sub-03,0.48310464837285755,87,ses-03,ERP
0,MATCH_EOG,sub-03,0.19334320100906158,87,ses-03,ERP
0,WRONG_EOG,sub-03,2.1296935593388673,87,ses-03,ERP
0,QUERY_EOG,sub-03,4.1317171762969166e-08,87,ses-03,ERP
0,POP_EOG,sub-02,0.9794458942706201,88,ses-02,SSVEP
0,MATCH_EOG,sub-02,0.9739730880118062,88,ses-02,SSVEP
0,WRONG_EOG,sub-02,0.976365683646079,88,ses-02,SSVEP
0,QUERY_EOG,sub-02,4.268754572292389e-08,88,ses-02,SSVEP
0,POP_EOG,sub-03,0.3341976156937816,89,ses-02,ERP
0,MATCH_EOG,sub-03,0.3108133244769314,89,ses-02,ERP
0,WRONG_EOG,sub-03,0.7432249066218156,89,ses-02,ERP
0,QUERY_EOG,sub-03,4.003679304480252e-08,89,ses-02,ERP
0,POP_EOG,sub-02,1.2534601419079665,90,ses-04,SSVEP
0,MATCH_EOG,sub-02,0.6411786286066962,90,ses-04,SSVEP
0,WRONG_EOG,sub-02,1.0940512377438534,90,ses-04,SSVEP
0,QUERY_EOG,sub-02,4.508633840566131e-08,90,ses-04,SSVEP
0,POP_EOG,sub-02,0.7919831910240773,91,ses-03,ERP
0,MATCH_EOG,sub-02,0.3148872485701782,91,ses-03,ERP
0,WRONG_EOG,sub-02,0.6901964066281964,91,ses-03,ERP
0,QUERY_EOG,sub-02,4.640357980179057e-08,91,ses-03,ERP
0,POP_EOG,sub-02,0.6806375270930712,92,ses-03,ERP
0,MATCH_EOG,sub-02,0.1992561212951412,92,ses-03,ERP
0,WRONG_EOG,sub-02,0.9494788618505015,92,ses-03,ERP
0,QUERY_EOG,sub-02,4.629599906935866e-08,92,ses-03,ERP
0,POP_EOG,sub-02,0.994530275870081,93,ses-03,SSVEP
0,MATCH_EOG,sub-02,1.2383762746089857,93,ses-03,SSVEP
0,WRONG_EOG,sub-02,0.9963210335828114,93,ses-03,SSVEP
0,QUERY_EOG,sub-02,2.27242764384608e-07,93,ses-03,SSVEP
0,POP_EOG,sub-05,1.1736518448897721,94,ses-04,SSVEP
0,MATCH_EOG,sub-05,0.3243023084776543,94,ses-04,SSVEP
0,WRONG_EOG,sub-05,6.894082134695782,94,ses-04,SSVEP
0,QUERY_EOG,sub-05,4.323419983801758e-08,94,ses-04,SSVEP
0,POP_EOG,sub-02,0.32436142842107896,95,ses-02,ERP
0,MATCH_EOG,sub-02,0.1400477341813706,95,ses-02,ERP
