artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,route,successful_unit_count,training_seed
0.25503744889194985,,0.3147566808480343,0.9491890769512619,klados,12.158438793007928,,,,,DET-MATCH,,0.7069716856950655,0.6316009356772792,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.27503170205157795,,0.34027346213987797,0.9417168511720705,klados,11.44679473610757,,,,,DET-NO-SUPPORT,,0.7341766166273729,0.6355329446461689,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.34594393888002384,,0.4362101835825535,0.9082110658356505,klados,9.358750649895558,,,,,DET-POP,,0.7900193491523062,0.6507434044907658,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.2569730479560193,,0.3172917167354634,0.9488614647108486,klados,12.083380948935226,,,,,DET-SHUFFLED,,0.7082098279248383,0.6320365368656388,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.29643071990500897,,0.3687750750302857,0.9329872027439774,klados,10.732263350038604,,,,,DET-WRONG-1,,0.7307237440378878,0.639899744965931,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.3343888103851781,,0.4197553045462242,0.9156079414199438,klados,9.634121206212228,,,,,DET-WRONG-2,,0.7562248791859261,0.6486422396542828,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.2598952436924836,,0.32142346686058676,0.9474397770855436,klados,11.966463279044605,,,,,DET-WRONG-3,,0.7032194027201595,0.6330265782911866,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.2866691736115835,,0.35883608133555756,0.9358900732803576,klados,11.028435518551639,,,,,DIFF-MATCH,,0.6315040593420502,0.6436166229923248,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.29434423173356933,,0.3681128405964169,0.9322330923342521,klados,10.841761005483425,,,,,DIFF-NO-SUPPORT,,0.6297176014903708,0.6452837826961382,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.37877606066052283,,0.4729100319517088,0.896717996005297,klados,8.551580615414363,,,,,DIFF-POP,,0.6648244219018447,0.666394377381782,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.28646753112504414,,0.36491267588925735,0.9305778730999967,klados,11.127458641959606,,,,,DIFF-SHUFFLED,,0.6973953119958691,0.6426002505221665,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.315340270247828,,0.39513885003987403,0.9237884793522047,klados,10.193425818277795,,,,,DIFF-WRONG-1,,0.615388020107335,0.6516525910558235,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.3333494289479798,,0.41737523472905236,0.9163049023525995,klados,9.696979590624816,,,,,DIFF-WRONG-2,,0.6177847427786954,0.6562361371847512,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.30254346176632607,,0.3804441733748432,0.9284235463767474,klados,10.547706985645696,,,,,DIFF-WRONG-3,,0.6068826810775021,0.6490951328595759,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
1.0000000002513123,,1.29480746477021,0.6301623066247017,klados,-2.1828712433107425e-09,,,,,RAW,,2.5468778188987017e-08,1.0000000001519855,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
0.34222485109941087,,0.4405372377352018,0.9053012901864175,klados,9.591315183492364,,,,,STRONG-POP,,0.7712404388492338,0.6577947152385997,,,,,P_A_RAW_SUPPORT_TOKENS,16,20260811.0
,0.3422574804697466,,,sgeyesub,,0.16906328389060946,0.46441210343868417,0.2953488195480748,5.4629537355834294,DET-MATCH,0.8208850848162408,0.6558267379167624,0.7773299088529319,5.4274309201110364,0.07893755205284153,0.29562643620043805,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.1701939646650196,0.46441210343868417,0.29421813877366465,5.461492641083401,DET-NO-SUPPORT,0.8123256526560986,0.6620867561950216,0.7779354905141496,5.416588014155695,0.08658642305082626,0.3083057259961826,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17125638133054014,0.46441210343868417,0.293155722108144,5.434952548685507,DET-POP,0.8117233408525293,0.6646212803549503,0.7796688931056182,5.388302246160177,0.08330665912720557,0.30611515612303586,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.16769068765245407,0.46441210343868417,0.2967214157862301,5.500691170671348,DET-SHUFFLED,0.8210744376098876,0.6551640694460151,0.7760912439884851,5.462938071739088,0.07853854365620389,0.29427042686449373,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.16526352895794857,0.46441210343868417,0.2991485744807356,5.515794144148521,DET-WRONG-1,0.8171639789967087,0.6561093027572491,0.7757340849908537,5.477437862623763,0.08232110969352172,0.3039726413036106,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17165555029091947,0.46441210343868417,0.2927565531477647,5.4086602377761706,DET-WRONG-2,0.8200804689119995,0.654596684974184,0.779760056032294,5.370565845213994,0.08220478141209647,0.3040308654210542,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.1750093243073381,0.46441210343868417,0.28940277913134616,5.460007125788022,DET-WRONG-3,0.8146084624779193,0.6452220841378105,0.7773977332319776,5.428675799898868,0.08380794706402658,0.32446138941366093,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20091099204168858,0.46441210343868417,0.26350111139699556,4.9840475519376914,DIFF-MATCH,0.8438917471204341,0.5738620137990295,0.7892164200977048,4.98892338991438,0.06786291485396685,0.271364488491909,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20092640242433268,0.46441210343868417,0.2634857010143515,5.0352119258586345,DIFF-NO-SUPPORT,0.8439003073282619,0.5707160561836524,0.7874378478927707,5.0377295248381735,0.07134437185878773,0.26926620950796576,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.19957970704426103,0.46441210343868417,0.26483239639442313,5.040840304911014,DIFF-POP,0.8373807365468106,0.5786050731106653,0.7874090184055348,5.0394999133202125,0.07346705779016241,0.2785868044073539,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20097165054433822,0.46441210343868417,0.263440452894346,4.987188149500325,DIFF-SHUFFLED,0.8441219431246247,0.5730827766079704,0.789008887080614,4.9922778877466785,0.0678259310808877,0.27037664785085536,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.19696950792188936,0.46441210343868417,0.2674425955167948,5.0007726658861635,DIFF-WRONG-1,0.8399201038693179,0.578177364597535,0.7883991035346519,5.01558492756307,0.07116933186540678,0.2727093953146225,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.19281620258649895,0.46441210343868417,0.27159590085218527,5.006445754762328,DIFF-WRONG-2,0.8352424822363683,0.5932415250127159,0.7896229205894915,5.001106264682389,0.06957786427523197,0.28369546609289176,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.21253165175279143,0.46441210343868417,0.2518804516858928,4.979712689728532,DIFF-WRONG-3,0.8366646784307157,0.5645606307608979,0.7868480661806168,4.981472173215341,0.08247341226103073,0.28525753289182404,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.46441210343868417,0.46441210343868417,0.0,0.0,RAW,1.0,0.0,1.0,0.0,0.0,0.0,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.14232902044512988,0.46441210343868417,0.3220830829935543,5.606845909871762,STRONG-POP,0.7727467485053944,0.646955570393657,0.7736557226704639,5.603210416463649,0.09344650095137959,0.5752452130256855,0.355333078876917,P_A_RAW_SUPPORT_TOKENS,58,20260811.0
0.2769029678707964,,0.34321530898573027,0.9407426875655513,klados,11.378471835059177,,,,,DET-MATCH,,0.7391547247021925,0.6358548269153379,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.275035477185556,,0.3402764464749906,0.9417161549788617,klados,11.446706229030701,,,,,DET-NO-SUPPORT,,0.7341731309216606,0.635534182998154,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.2753468201817354,,0.34053707668846833,0.9416819397813172,klados,11.438720399376026,,,,,DET-POP,,0.7396824071914476,0.6352591656477788,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
