artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,route,successful_unit_count,training_seed
0.27907120266348395,,0.3455617099586941,0.9401831715623318,klados,11.305795091222413,,,,,DET-SHUFFLED,,0.7078211903509198,0.6374140703585394,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.275035477185556,,0.3402764464749906,0.9417161549788617,klados,11.446706229030701,,,,,DET-WRONG-1,,0.7341731309216606,0.635534182998154,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.275035477185556,,0.3402764464749906,0.9417161549788617,klados,11.446706229030701,,,,,DET-WRONG-2,,0.7341731309216606,0.635534182998154,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.275035477185556,,0.3402764464749906,0.9417161549788617,klados,11.446706229030701,,,,,DET-WRONG-3,,0.7341731309216606,0.635534182998154,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.28954704093017203,,0.36113009612337604,0.9344476854791857,klados,11.008567530800098,,,,,DIFF-MATCH,,0.6398191392560066,0.6434803326623346,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.29432454534672986,,0.36808639851856795,0.9322416625681811,klados,10.842336922760225,,,,,DIFF-NO-SUPPORT,,0.6297365948634572,0.6452744676100948,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.2905547929980046,,0.363339257858334,0.933745685418241,klados,10.960374749249056,,,,,DIFF-POP,,0.634098282753328,0.6441433315017495,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.29892762866949313,,0.3745577753012983,0.9300276166442347,klados,10.698406060512696,,,,,DIFF-SHUFFLED,,0.6227132431237219,0.6469305089644639,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.2868193186235317,,0.35747930617095897,0.9356927128980552,klados,11.094723698885119,,,,,DIFF-WRONG-1,,0.6408384712577722,0.6427341686184611,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.28810711383310583,,0.3595816728626956,0.9349776933319318,klados,11.042748509668538,,,,,DIFF-WRONG-2,,0.6448221920868512,0.6429755482641888,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.2949003664167459,,0.36872589285763024,0.932049363055779,klados,10.826144223188805,,,,,DIFF-WRONG-3,,0.6286088530026764,0.6454790732351104,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
1.0000000002513123,,1.2948074647702104,0.6301623066247016,klados,-2.1828712433107425e-09,,,,,RAW,,2.546877818898702e-08,1.0000000001519855,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
0.3422553235913073,,0.440571020139879,0.9052877665631252,klados,9.59079209126651,,,,,STRONG-POP,,0.7712584366661278,0.6578072915976636,,,,,P_B_DIRECT_SUPPORT_ADAPTER,16,20260811.0
,0.3422574804697466,,,sgeyesub,,0.16743017939783417,0.46441210343868417,0.29698192404084994,5.504720233506477,DET-MATCH,0.8141607497048063,0.6564913211169431,0.7766251127008869,5.4665040550581745,0.08593442912669055,0.3045167915440722,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17019782857284874,0.46441210343868417,0.2942142748658355,5.461484101424179,DET-NO-SUPPORT,0.8123266294482254,0.6620941006928094,0.7779343975972817,5.416579021791183,0.08659039400277274,0.308286239045856,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17217822477333194,0.46441210343868417,0.2922338786653522,5.460396558879498,DET-POP,0.8137558656873466,0.6563778676011656,0.777817123222301,5.419936746806372,0.086463103775736,0.30619949664718576,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17252106387422672,0.46441210343868417,0.29189103956445744,5.4835191114339485,DET-SHUFFLED,0.8171140089239027,0.6425734391541256,0.776730273351407,5.456661624402832,0.08504686221824286,0.3003099119865096,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.169999190159836,0.46441210343868417,0.2944129132788483,5.4779561503462615,DET-WRONG-1,0.8132195865878565,0.6589444713248847,0.7775677728026223,5.432325394952395,0.08653608129543014,0.3069569210112468,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.1694346918893892,0.46441210343868417,0.29497741154929497,5.467727086662696,DET-WRONG-2,0.8134855598703873,0.6583928738476694,0.7777114110134233,5.425599240536489,0.08624657684531377,0.30643035591497825,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.16938619784705375,0.46441210343868417,0.2950259055916304,5.46611406485,DET-WRONG-3,0.8131219555638939,0.6584676796259575,0.7776987317692947,5.427393745917821,0.08652733325825333,0.30768628205369536,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2012654117802208,0.46441210343868417,0.2631466916584634,5.039883412984598,DIFF-MATCH,0.8444179876358174,0.5681219730088499,0.7871898366196421,5.043767198160237,0.07110336282941704,0.26834902327367643,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.200923652138749,0.46441210343868417,0.26348845129993514,5.035230230765162,DIFF-NO-SUPPORT,0.8439020149640739,0.5707194500010192,0.7874360013730951,5.037746317693888,0.07134197956421205,0.26926270072810027,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20115830773069623,0.46441210343868417,0.2632537957079879,5.030429243039197,DIFF-POP,0.8439030645035799,0.5710598496348095,0.7876252819458192,5.032479194936608,0.07133322186468541,0.26927330900422325,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20643092979705158,0.46441210343868417,0.2579811736416326,5.018153909398965,DIFF-SHUFFLED,0.8456219229129291,0.5595948077776943,0.7875568079208143,5.025149966460787,0.07030683464253236,0.2635789102874825,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20038118814779834,0.46441210343868417,0.2640309152908858,5.0363097047141006,DIFF-WRONG-1,0.843844437120082,0.5710623977973348,0.7874090725287425,5.038229100720773,0.07144341964596514,0.26936739762406675,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.20034824341576554,0.46441210343868417,0.2640638600229186,5.031207634722808,DIFF-WRONG-2,0.8436697697699758,0.5728730358904343,0.7876283694890712,5.032417637510219,0.07141882142033264,0.2701802787915812,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2007438058643186,0.46441210343868417,0.26366829757436555,5.0364171425759645,DIFF-WRONG-3,0.8438336886429709,0.5714257151666973,0.7874369766173586,5.037861681325575,0.07133649787264587,0.2692522028203593,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.46441210343868417,0.46441210343868417,0.0,0.0,RAW,1.0,0.0,1.0,0.0,0.0,0.0,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.1423304804973121,0.46441210343868417,0.3220816229413721,5.606877808360774,STRONG-POP,0.7727465837806696,0.646963832179498,0.7736528053501532,5.603240853036649,0.09345657319012458,0.5752434149159316,0.355333078876917,P_B_DIRECT_SUPPORT_ADAPTER,58,20260811.0
0.6972913325684027,,0.8957570964217307,0.7489436420661193,klados,3.3034167311361484,,,,,DET-MATCH,,0.43247302020204265,0.8267693563060086,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.275035477185556,,0.3402764464749906,0.9417161549788617,klados,11.446706229030701,,,,,DET-NO-SUPPORT,,0.7341731309216606,0.635534182998154,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.7043938070814704,,0.8970674120663211,0.7498924293155527,klados,3.086539112523223,,,,,DET-POP,,0.5094874982909983,0.8256532420001962,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6952352220769219,,0.8917337602991275,0.7508073410628646,klados,3.3376717961921996,,,,,DET-SHUFFLED,,0.43187031904575623,0.8260535022522393,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6395711918651338,,0.8137934874193904,0.7755939955341087,klados,3.9408049574768746,,,,,DET-WRONG-1,,0.47693809906718637,0.7910072911554809,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.3900692335862848,,0.49078985477689896,0.8910381941241609,klados,8.258251534967826,,,,,DET-WRONG-2,,0.6360304795956071,0.6753201193552285,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6506597515842618,,0.8295753293563841,0.7718963697070562,klados,3.792068240812569,,,,,DET-WRONG-3,,0.41067752328730367,0.8017537698805914,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6659029477740867,,0.8589183784510924,0.7605771669611394,klados,3.6793483293624987,,,,,DIFF-MATCH,,0.4359816891988201,0.8068404096321126,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.29432454534672986,,0.36808639851856795,0.9322416625681811,klados,10.842336922760225,,,,,DIFF-NO-SUPPORT,,0.6297365948634572,0.6452744676100948,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.7134792818853293,,0.9039709909916231,0.7456851787040326,klados,3.0074316851972034,,,,,DIFF-POP,,0.5296794636108232,0.8277470416291024,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6477872978441528,,0.8349540265981504,0.7673869286017929,klados,3.9175478726720643,,,,,DIFF-SHUFFLED,,0.4894305152574291,0.7961137241167332,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.6313888906485268,,0.8039937471304571,0.7779649398071473,klados,4.05392956891903,,,,,DIFF-WRONG-1,,0.43875885607461423,0.7849939075481789,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.4635746735988655,,0.588150258900072,0.8552776185434593,klados,6.786093419544175,,,,,DIFF-WRONG-2,,0.47281726964554105,0.7092889080502174,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.637827092218637,,0.8134821131543781,0.776426038147573,klados,3.9709438250262883,,,,,DIFF-WRONG-3,,0.3687434350909767,0.7938487548504656,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
1.0000000002513123,,1.2948074647702104,0.6301623066247016,klados,-2.1828712433107425e-09,,,,,RAW,,2.546877818898702e-08,1.0000000001519855,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
0.3422553235913073,,0.440571020139879,0.9052877665631252,klados,9.59079209126651,,,,,STRONG-POP,,0.7712584366661278,0.6578072915976636,,,,,P_D_SUPPORT_STAT_CONTROL,16,20260811.0
,0.3422574804697466,,,sgeyesub,,0.3206115017213478,0.46441210343868417,0.1438006017173364,2.52029290011032,DET-MATCH,0.7106649943450057,0.8038581920626945,0.9088456805142376,2.451828312244951,0.15041903595411038,0.46959266139595346,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.17019649545597906,0.46441210343868417,0.2942156079827052,5.461468968847887,DET-NO-SUPPORT,0.812329703355635,0.6620933884145769,0.7779353894704508,5.41657114813612,0.08658594647962722,0.30827938801509325,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.31507362068825084,0.46441210343868417,0.1493384827504333,3.170807597288822,DET-POP,0.7328521823643325,0.8709319632404294,0.8597196403833783,3.000122210932734,0.1455937122133917,0.4566416781831419,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.3208581719140668,0.46441210343868417,0.14355393152461743,2.521548853415316,DET-SHUFFLED,0.7109021012203571,0.8034562534757121,0.908666775677187,2.4528474116922614,0.15053872652773012,0.467780860633603,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.33817159206845343,0.46441210343868417,0.12624051137023082,2.2911041012790516,DET-WRONG-1,0.6636207134135352,1.0177433575231447,0.9046740564257927,2.1081567043887586,0.18708884332358022,0.6013005652241671,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2829594834501272,0.46441210343868417,0.18145261998855702,3.6570636085286754,DET-WRONG-2,0.7871809037462815,0.624574656559979,0.8412565457162173,3.665087941665765,0.12565550091832728,0.36074811471611906,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.3327535824103089,0.46441210343868417,0.13165852102837525,1.7084365890103916,DET-WRONG-3,0.6246310738406308,1.1007300028975249,0.9652934250834515,1.4214315071373624,0.19382884315228963,0.6871815115946486,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2669054409024591,0.46441210343868417,0.19750666253622506,3.511909445565447,DIFF-MATCH,0.7238905545170016,0.6592548095285061,0.8544845736478609,3.500907226190673,0.16125884409758312,0.467745685654543,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2009230601107411,0.46441210343868417,0.26348904332794304,5.035192250050267,DIFF-NO-SUPPORT,0.8439042728530752,0.57071900688314,0.7874381652872992,5.037706001648504,0.07134079146173881,0.26921171806677757,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2505080475412695,0.46441210343868417,0.21390405589741468,4.124595603905123,DIFF-POP,0.7543619410624556,0.7250034682359991,0.8259858346635089,4.0570497399078,0.13060451398716058,0.44307115478910764,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.2672886636924799,0.46441210343868417,0.1971234397462043,3.5147362680111143,DIFF-SHUFFLED,0.7248486747479179,0.6579644091963723,0.8544549536364886,3.5043434023165694,0.16044986361411653,0.465910206540539,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.24060586875820497,0.46441210343868417,0.22380623468047917,4.141994238499822,DIFF-WRONG-1,0.6921641603396844,0.8225054499237447,0.8305366629246945,4.062638635672952,0.18174050224950483,0.5568976411849946,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.27556958660730724,0.46441210343868417,0.18884251683137698,3.7370107788998816,DIFF-WRONG-2,0.8012140507330573,0.5501969775032682,0.8327072718344863,3.7554110843313078,0.13430146451311653,0.37604788288177204,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.228664564341973,0.46441210343868417,0.2357475390967112,3.8206379515271465,DIFF-WRONG-3,0.6557180885331468,0.8784408725940295,0.859377902799735,3.6668852033985813,0.1917872547731766,0.6520120326475524,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.46441210343868417,0.46441210343868417,0.0,0.0,RAW,1.0,0.0,1.0,0.0,0.0,0.0,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
,0.3422574804697466,,,sgeyesub,,0.14232987447175818,0.46441210343868417,0.32208222896692607,5.606871602937903,STRONG-POP,0.7727438776947243,0.6469658158635696,0.7736528393551131,5.603235012209626,0.09345760587533344,0.5752585329300431,0.355333078876917,P_D_SUPPORT_STAT_CONTROL,58,20260811.0
