cross_dataset_diffusion_direction_consistent,cross_dataset_specificity_direction_consistent,cross_dataset_subject_direction_consistent,klados_absolute_validity,klados_diffusion_increment_mean,klados_subject_utility_mean,klados_wrong_donor_specificity_mean,route,screening_scope,sge_covariance_utility_vs_strong_pop,sge_diffusion_increment_mean,sge_neural_safety_noninferior,sge_output_scale_safe,sge_preservation_delta_vs_strong_pop,sge_psd_utility_vs_strong_pop,sge_subject_utility_mean,sge_wrong_donor_specificity_mean
False,False,False,True,-0.04407940048752318,0.11407395061615119,0.038816671379032316,P_A_RAW_SUPPORT_TOKENS,full_real_one_seed_development_not_confirmation,0.025583586097412736,-0.031847708151079145,True,True,0.07114499861503976,0.30388072453377657,-0.0013312849974275703,-0.00013853795462869087
False,False,False,True,-0.017914787137645743,0.002209161734957988,0.0007988611737189052,P_B_DIRECT_SUPPORT_ADAPTER,full_real_one_seed_development_not_confirmation,0.022353210360707546,-0.03383523238238664,True,True,0.07167140385514781,0.3068943916422551,-0.00010710404952455602,-0.0007743326375933018
True,False,False,True,0.03683871797063836,0.045052612540530765,-0.12370967205612339,P_D_SUPPORT_STAT_CONTROL,full_real_one_seed_development_not_confirmation,-0.06780123822224968,0.053706060818888644,False,True,-0.04885332317772273,0.10751284727550015,-0.01639739336118962,-0.018625434333297396
