artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,clean_waveform_metric,condition_erp_observation_relative_preservation,condition_erp_proxy_status,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,fallback_used,gamma,heldout_eog_prediction_remaining_ratio,matching_projector_attenuation_db,method,method_id,nonartifact_observation_preservation,observation_change_ratio,operator_source,output_input_RMS_ratio,outputs_frozen_before_query_scoring,population_projector_attenuation_db,query_external_signal_used,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,route,screening_only,statistical_unit,status,study,training_seed,unit_id,uses_query_external_eog
0.9999999998929757,,0.8946235246870498,0.7577200653831089,,,,klados,9.296010700557468e-10,,,,19ch_native_linked_mastoid_256hz,,,,,RAW,,,2.5996206127298566e-08,,0.9999999999838465,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.3437872326089606,,0.3075601458119514,0.9531520964831404,,,,klados,9.274205119031421,,,,19ch_native_linked_mastoid_256hz,,,,,STRONG-POP,,,0.6925012308768489,,0.7363265381324574,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.4244277876185687,,0.379703083375088,0.9307370901768066,,,,klados,7.443923804822515,,,,19ch_native_linked_mastoid_256hz,,,,,DET-POP,,,0.7204111619858286,,0.7469412317577804,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.44774242100926426,,0.4005609028780907,0.9264124363477007,,,,klados,6.979435135450767,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-POP,,,0.6787180315041167,,0.7644268648998087,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.27483022777668403,,0.24586958709043583,0.9702533079492329,,,,klados,11.218710043993138,,,,19ch_native_linked_mastoid_256hz,,,,,DET-MATCH,,,0.6224279981742857,,0.7293756823815398,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.2854005180212377,,0.2553260174069957,0.9677206607459052,,,,klados,10.890904858936135,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-MATCH,,,0.5750169616780735,,0.736536032114382,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.34036529598604265,,0.30449880080877323,0.9546645105476994,,,,klados,9.361094549310806,,,,19ch_native_linked_mastoid_256hz,,,,,DET-WRONG-1,,,0.6594598215096201,,0.7364776703065742,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.31270534977445996,,0.27975356223366454,0.9623468889375745,,,,klados,10.097293775355404,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-WRONG-1,,,0.5938421049334662,,0.7410382346500202,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.41044915790876596,,0.36719747239247075,0.9359526970487435,,,,klados,7.734812620204343,,,,19ch_native_linked_mastoid_256hz,,,,,DET-WRONG-2,,,0.6907867679800529,,0.746442908495844,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.34175277422247663,,0.3057400714792112,0.9554595183618254,,,,klados,9.325759026080755,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-WRONG-2,,,0.6065584656639842,,0.7460097775886835,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.27274198356444046,,0.2440013946926712,0.9705100331015504,,,,klados,11.284960106810125,,,,19ch_native_linked_mastoid_256hz,,,,,DET-WRONG-3,,,0.6243407741989138,,0.7291929640311899,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.28540329682992405,,0.2553285033946173,0.9677683326037996,,,,klados,10.890820288984264,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-WRONG-3,,,0.5698155756518203,,0.736895104065476,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.27560764695971046,,0.2465650845801887,0.9699654095901609,,,,klados,11.194174734828675,,,,19ch_native_linked_mastoid_256hz,,,,,DET-SHUFFLED,,,0.6260257563387152,,0.7290985337242342,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.2804216979233411,,0.2508718478217559,0.9688809395205776,,,,klados,11.043767708273203,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-SHUFFLED,,,0.592781437304884,,0.7339635062818847,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.288061397525095,,0.25770650280775875,0.9668273232364415,,,,klados,10.810298733391996,,,,19ch_native_linked_mastoid_256hz,,,,,DET-NO-SUPPORT,,,0.6669708742864685,,0.7294491859715718,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
0.28227814062283973,,0.2525326651331387,0.9683914882235789,,,,klados,10.986455038864637,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-NO-SUPPORT,,,0.6013733754027569,,0.734021438186681,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim37,
1.0000000000173823,,1.2350393293386532,0.6169158701411066,,,,klados,-1.5097848331233987e-10,,,,19ch_native_linked_mastoid_256hz,,,,,RAW,,,2.5195257349614627e-08,,1.000000000089846,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.27336649201796737,,0.33761836895966213,0.942901961832083,,,,klados,11.265094405717866,,,,19ch_native_linked_mastoid_256hz,,,,,STRONG-POP,,,0.779544508133214,,0.6359961327982159,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.3788215382298923,,0.46785949850635067,0.8956498834544406,,,,klados,8.431306735483306,,,,19ch_native_linked_mastoid_256hz,,,,,DET-POP,,,0.9238224454982398,,0.6636635807603867,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.35945878502354506,,0.4439457367726494,0.9056107217208061,,,,klados,8.887017958916408,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-POP,,,0.6648566960360873,,0.6609789219286364,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.22940291928317766,,0.28332162757490015,0.9594813836036972,,,,klados,12.78802119508489,,,,19ch_native_linked_mastoid_256hz,,,,,DET-MATCH,,,0.7723774367671268,,0.6305305966695143,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.24184290245339948,,0.29868549604616795,0.9554884377171214,,,,klados,12.329333073143708,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-MATCH,,,0.6786405294582804,,0.6329168558215589,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.2896283097534573,,0.35770235342917994,0.9369154470370001,,,,klados,10.763179804690209,,,,19ch_native_linked_mastoid_256hz,,,,,DET-WRONG-1,,,0.821638625210785,,0.6423042742347096,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.2877724195016885,,0.3554102559773491,0.9376642929095478,,,,klados,10.8190166355215,,,,19ch_native_linked_mastoid_256hz,,,,,DIFF-WRONG-1,,,0.6367251420326504,,0.64538158085573,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
0.3451901868347326,,0.42632345683524214,0.9121994476640449,,,,klados,9.238831180579371,,,,19ch_native_linked_mastoid_256hz,,,,,DET-WRONG-2,,,0.8661564281260957,,0.654826040444304,,,False,,,,P_A_RAW_SUPPORT_TOKENS,True,source_record,success,,20260811,sim38,
