dataset,estimand,exact_cell,metric,route,unit_id,utility_effect
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim39,0.18852637959745894
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim39,-0.0551562471727603
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim40,-0.009928399686690098
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim40,0.0841030097942522
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim40,0.0042533824176727575
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim40,0.04948368895423505
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim40,0.03461932084001715
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim41,0.008360433029594161
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim41,0.035590233901797774
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim41,-0.011895519906548524
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim41,0.009059683330823576
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim41,0.0265305505709742
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim42,0.018466283506760994
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim42,0.07551505669951047
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim42,0.027874881667888707
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim42,-0.006129386655244651
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim42,0.08164444335475513
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim43,-0.05937733256932498
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim43,0.07739676192182088
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim43,0.014706369122292007
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim43,0.14517761955944103
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim43,-0.06778085763762015
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim46,-0.0918139824770301
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim46,0.09288578391320651
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim46,0.052501946247717424
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim46,0.04023018739930312
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim46,0.05265559651390339
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim47,0.007290832639592182
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim47,0.17028468631950955
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim47,0.058793172061439636
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim47,0.15125460279151803
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim47,0.019030083527991515
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim48,-0.149256112963067
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim48,0.09622145491525536
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim48,0.01743136903355913
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim48,0.1465438127930176
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim48,-0.050322357877762236
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim49,-0.06264496516128665
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim49,0.16220794534942073
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim49,0.0584444024843121
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim49,0.3089102396881878
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim49,-0.14670229433876708
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim50,-0.12247239974284174
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim50,0.16925809981463408
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim50,0.07553059583088056
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim50,0.1569540229064868
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim50,0.012304076908147277
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim51,-0.03837941239657905
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim51,0.12604713109112597
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim51,0.04549837003539087
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim51,0.19973071724212588
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim51,-0.0736835861509999
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim52,-0.058536145653829585
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim52,0.20748933752826204
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim52,0.15258460309338084
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim52,0.11959327698786781
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim52,0.08789606054039423
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim53,-0.08630322519470507
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim53,-0.03294460565198498
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim53,-0.026095922824930562
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim53,0.01069729078343512
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim53,-0.0436418964354201
klados,H_D_DIFF_MATCH_minus_DET_MATCH,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim54,-0.038978660194524506
klados,H_S1_DIFF_MATCH_minus_DIFF_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim54,0.13726305563933344
klados,H_S2_DIFF_MATCH_minus_mean_WRONG,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim54,0.022325591824520208
klados,DET_subject_DET_MATCH_minus_DET_POP,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim54,0.10485254115754766
klados,INTERACTION_subject_diffusion_minus_deterministic,19ch_native_linked_mastoid_256hz,clean_waveform_RRMSE,P_A_RAW_SUPPORT_TOKENS,sim54,0.03241051448178578
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p01,0.08495670066409955
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p01,-0.03217707291059985
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p01,-0.013984947616203502
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p01,0.0363732736192619
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p01,-0.06855034652986175
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p02,0.09554131703295257
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p02,0.00032801998735831894
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p02,0.006784525555951798
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p02,0.003941398002714813
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p02,-0.0036133780153564943
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p03,0.023076574619116164
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p03,-0.0015199274023524612
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p03,-0.0013834462375470202
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p03,0.00025485036166972286
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p03,-0.001774777764022184
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p04,-0.24372346921884264
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p04,0.023536592708837567
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p04,0.012646282573309658
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p04,0.035163867149251515
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p04,-0.011627274440413948
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p05,0.005302987147248306
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p05,0.0015483130170987347
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p05,0.0002003289585450485
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p05,-0.00022582459715303482
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study01|layout_01|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study01/study01_p05,0.0017741376142517695
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p02,-0.030404302598669497
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p02,0.0027408423924707714
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p02,-0.0017984232051831417
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p02,-0.0031302416588699367
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p02,0.005871084051340708
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p03,0.03456068210588964
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p03,-0.0008925345878515734
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p03,-0.0007886495079373335
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p03,0.031491030605493575
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p03,-0.03238356519334515
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p06,-0.10327029039784613
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p06,-0.006198369617035793
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p06,-0.009321747915463419
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p06,5.102823716535143e-05
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p06,-0.006249397854201144
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p07,-0.007269367963015916
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p07,0.047893966936994825
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p07,0.040090774208069724
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p07,-0.05499249161552461
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p07,0.10288645855251943
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p08,-0.35859442352557036
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p08,-0.01043078419918908
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p08,-0.00667067213220833
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p08,0.028251258390589062
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p08,-0.03868204258977814
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p09,-0.02732356150574322
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p09,0.0019812092282054383
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p09,0.0004031751629259839
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p09,-0.02399384090307638
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p09,0.02597505013128182
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p10,-0.0701777882014209
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p10,-0.0003804591232269283
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p10,0.006666295826231766
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p10,-0.0038318040676127985
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p10,0.00345134494438587
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p11,-0.1198650736033621
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p11,0.0016547329250312381
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p11,0.01293627465004693
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p11,0.008571333017870497
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p11,-0.006916600092839259
sgeyesub,H_D_DIFF_MATCH_minus_DET_MATCH,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p12,-0.002761031696033589
sgeyesub,H_S1_DIFF_MATCH_minus_DIFF_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p12,-0.0017308137517150213
sgeyesub,H_S2_DIFF_MATCH_minus_mean_WRONG,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p12,0.0018858578131253911
sgeyesub,DET_subject_DET_MATCH_minus_DET_POP,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p12,-0.00411666984790493
sgeyesub,INTERACTION_subject_diffusion_minus_deterministic,study02|layout_02|200,eog_coherence_reduction,P_A_RAW_SUPPORT_TOKENS,study02/study02_p12,0.002385856096189909
