coverage,dataset,oracle_utility_vs_pop,selected_preservation_rate,selected_windows,successful_unit_count,window_count
0.5,klados,0.12573099009227082,1.0,4.875,16,9.9375
0.8,klados,0.12363034897459568,1.0,7.9375,16,9.9375
1.0,klados,0.0695865680565518,1.0,9.9375,16,9.9375
0.5,sgeyesub,0.008154750644504645,0.8071431825704458,44.6551724137931,58,89.3103448275862
0.8,sgeyesub,-0.001586856623023802,0.8211174219747749,71.44827586206897,58,89.3103448275862
1.0,sgeyesub,-0.022614649273363832,0.8215491161333498,89.3103448275862,58,89.3103448275862
