contrast,participant_mean,participant_median,ci95_low,ci95_high,positive_count,participants
SANDiff_strong_minus_RAW_fixed,-0.005787037037037019,-0.017361111111111105,-0.023341049382716042,0.014274691358024708,3,9
SANDiff_strong_privacy_minus_RAW,0.07986111111111116,0.08159722222222232,0.051504629629629685,0.11033950617283952,9,9
SANDiff_strong_AUROC_reduction_minus_RAW,0.05396362759012179,0.037504983605920694,0.028387245014058187,0.07970340043520398,9,9
SANDiff_strong_minus_LEACE_fixed,-0.0027006172839506137,-0.01215277777777779,-0.016975308641975297,0.011766975308641977,4,9
SANDiff_strong_minus_one_step_fixed,-0.0009645061728395089,-0.005208333333333315,-0.009645061728395065,0.007908950617283953,4,9
SANDiff_strong_privacy_minus_one_step,-0.003279320987654291,-0.0017361111111109384,-0.016203703703703682,0.009066358024691393,4,9
full_sampler_minus_single_fixed,0.0005787037037037202,-0.001736111111111105,-0.009452160493827133,0.010609567901234592,3,9
full_sampler_privacy_minus_single,0.0013503086419753717,-0.005208333333333259,-0.01331018518518512,0.019097222222222283,4,9
