FIR_population_residual_norm,FIR_selected_alpha,FIR_split_half_stability,calibration_samples,calibration_seconds,dataset,effective_rank,full_C_cosine_distance,full_C_frobenius_distance,layout_id,projector_frobenius_distance,projector_principal_angle_deg,recording_key,rho_legacy,sampling_rate_hz,selected_alpha,singular_1,singular_2,split_half_projector_distance,state_active_quiet_C_distance,state_selected_alpha,state_split_half_stability,study,transfer_column_scale_mean,unified_fold,within_subject_half_distance
1.7112906912370625,0.75,2.267830413639603,6000,30.0,sgeyesub,2,0.14466783125376537,2.64078437341933,layout_01,0.5910138487815857,23.02047496282692,study01/study01_p01,nan,200.0,1.0,2.340534492375132,1.3811458437998116,0.5925707221031189,0.7078708554759601,1.0,1.9148853469003115,study01,1.9181177739241604,0,0.7271177080853711
6.396293915937048,0.5,11.54758319110797,6000,30.0,sgeyesub,2,0.0613511588766239,3.0380965942393736,layout_01,0.6234352588653564,22.036309418303244,study01/study01_p02,nan,200.0,0.5,6.8273638239288825,1.0139910876916451,0.9365818500518799,1.394838622832446,0.75,11.031618339334809,study01,3.9593374628013285,1,3.2600607894067517
3.7924517453160616,0.5,1.710179622101869,6000,30.0,sgeyesub,2,0.26227502494002186,3.4916186236417,layout_01,0.8579970598220825,36.56351626997341,study01/study01_p03,nan,200.0,0.75,1.2980077237260863,0.9352939783766091,0.6096163988113403,1.160526676100274,0.75,3.1442986615256823,study01,1.1291913149198956,2,1.7758712421474745
5.766203260277343,0.0,4.606615073404129,6000,30.0,sgeyesub,2,0.09868233843293672,2.260268935233781,layout_01,0.8719943165779114,34.63296042263674,study01/study01_p04,nan,200.0,0.0,2.62743923942678,1.2191981947439798,0.2747463583946228,0.917805994451436,0.0,15.033665405659775,study01,1.9358628892746688,3,7.211725531419996
5.773012675323072,0.0,22.934745140008985,6000,30.0,sgeyesub,2,0.008966352795242938,0.6403991791100462,layout_01,0.31844618916511536,11.258035283687901,study01/study01_p05,nan,200.0,0.0,4.5640967661627645,1.2194481091165295,0.8348991274833679,0.8227844456276433,0.0,47.28812661844856,study01,2.9287453698824137,4,23.88909168853766
5.177880027104951,0.0,10.015115819198485,6000,30.0,sgeyesub,2,0.24970414694837328,3.8561052411976524,layout_03,0.3848436176776886,13.79714005188507,study03/study03_p03,nan,200.0,0.0,4.82951290361576,2.4266022972949313,1.196963906288147,3.2131612086374735,0.0,29.87647657943836,study03,3.7930826562898057,5,12.990669155309122
10.174917838055253,0.75,12.40590602734152,6000,30.0,sgeyesub,2,0.11701384761091449,12.360631464051748,layout_03,0.3125038146972656,9.40141266634622,study03/study03_p19,nan,200.0,0.75,16.34182202462919,4.4937209094543755,1.1475666761398315,18.597366979979366,1.0,32.29464061130689,study03,11.727087020289156,5,17.127933510642947
5.612580826498368,0.5,2.996808291498297,6000,30.0,sgeyesub,2,0.017686326561978105,3.189098845902398,layout_03,0.2702689468860626,9.212965247097383,study03/study03_p20,nan,200.0,0.75,7.614660939374432,2.2528352654460044,0.8009182810783386,1.094955117713947,0.75,5.5798802593428825,study03,5.004824188354866,6,1.6628018736291659
7.381403673680015,0.25,16.09531149368635,6000,30.0,sgeyesub,2,0.017390572403391924,2.4063017564465503,layout_03,0.38841912150382996,13.41171158536073,study03/study03_p21,nan,200.0,0.25,6.59196847365094,2.675451025907429,0.8542195558547974,0.8542889284108486,0.0,25.321287372786813,study03,4.778312973784655,6,6.744281360886869
4.439815905972363,0.0,4.750579809927117,6000,30.0,sgeyesub,2,0.02360215787844422,1.1583486858911982,layout_03,0.3489797115325928,12.427988052154168,study03/study03_p22,nan,200.0,0.0,4.5932184687007585,1.7626721323398737,0.8202251195907593,1.6001383279419124,0.0,12.136390987037947,study03,3.3179160191705974,7,3.1492760759797713
