artifact_reconstruction_relative_error,clean_waveform_RRMSE,clean_waveform_correlation,coefficient_saturation_fraction,dataset,delta_SNR_db,exact_cell,latency_seconds_per_window,method,observation_change_ratio,orthogonal_complement_relative_change,output_input_RMS_ratio,statistical_unit,status,training_seed,unit_id
0.9999999998929752,0.8946235246870496,0.7577200653831081,0.0,klados,9.296010700557468e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5996206127298576e-08,nan,0.9999999999838465,source_record,success,20260813,sim37
0.2679585342183042,0.2397220083780109,0.9715269971594922,0.0,klados,11.438648130877683,19ch_native_linked_mastoid_256hz,0.030378753091843628,POP,0.633525532085744,nan,0.7272870425700665,source_record,success,20260813,sim37
0.2883118102279663,0.2579305279026519,0.9678977136795094,0.0,klados,10.802751341498322,19ch_native_linked_mastoid_256hz,0.394358225362587,DIFF-POP,0.5445800250525938,3.653206855566215e-08,0.7401159509128574,source_record,success,20260813,sim37
0.31474168715178924,0.28157531755581794,0.9617145819104721,0.0,klados,10.040914630075221,19ch_native_linked_mastoid_256hz,0.39038657590704545,DIFF-MATCH,0.536347041460721,nan,0.7433411592835913,source_record,success,20260813,sim37
0.2866315290196157,0.25642730880541104,0.9682801805474508,0.0,klados,10.853520791954667,19ch_native_linked_mastoid_256hz,0.0,DIFF-WRONG-SAME-CELL,0.5435760817041183,nan,0.7406359533105513,source_record,success,20260813,sim37
0.4028593477686832,0.3604074496925178,0.940005113669305,0.0,klados,7.896931094549952,19ch_native_linked_mastoid_256hz,0.0,DET-MATCH,0.4741945104106267,nan,0.7668687676932225,source_record,success,20260813,sim37
0.3073820902536222,0.2749912490377992,0.9632868548304007,0.0,klados,10.246428808984223,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-K1,0.5544831933281622,nan,0.7405937645142657,source_record,success,20260813,sim37
0.2921448519411185,0.26135965719071164,0.9663761247573354,0.0,klados,10.688035244973541,19ch_native_linked_mastoid_256hz,0.0,DIFF-MATCH-NO-IDENTITY,0.5657534205549983,nan,0.7330570838734095,source_record,success,20260813,sim37
1.0000000000173823,1.235039329338653,0.6169158701411062,0.0,klados,-1.5097848331233987e-10,19ch_native_linked_mastoid_256hz,0.0,RAW,2.5195257349614627e-08,nan,1.000000000089846,source_record,success,20260813,sim38
0.2684510446766138,0.3315475981719028,0.945219961243078,0.0,klados,11.422698032829848,19ch_native_linked_mastoid_256hz,0.004164062110551943,POP,0.7849217844296713,nan,0.6391202804604502,source_record,success,20260813,sim38
