dataset,participant,H_P_airm,H_W_airm,H_P_logeuclidean,H_W_logeuclidean,H_P_psd,H_W_psd,support_reliability
bci2b,1,0.2319914693646678,0.3582651886968254,0.23466534946030332,0.35938036709734145,-0.08665304358676687,0.43967849327825803,0.033555947165475664
bci2b,2,0.26350939730093453,0.2807003380323944,0.267511628559455,0.2815553942370415,0.3094264919765671,0.5817186547572183,0.9861114740364795
bci2b,3,-0.1053941461508967,0.10557277008443335,-0.09805623343489811,0.11003997259982783,0.7943511067470492,0.9525305565921259,0.8828390839029554
bci2b,4,-0.02074393149601435,0.16802757638968654,-0.020969148552652445,0.1661577969505885,0.18883556041712593,0.5206241139072806,0.5127386519514994
bci2b,5,0.14034095447670308,0.27599904840572986,0.14089591650680294,0.27325287981447216,0.20500162807025504,0.5462080341439877,0.9979974517798879
bci2b,6,0.523050975282866,0.5286344251337356,0.5290425671979598,0.5318096407406507,0.49448855001952946,0.6593966072493608,0.707915898862464
bci2b,7,0.46230595656011136,0.5273135500133557,0.46387872444677614,0.5283174372201073,1.2416385122663922,1.2916577733341608,0.6315536432609328
bci2b,8,0.050718522694051776,0.22660984186403324,0.054123145858751553,0.22966854973677164,-0.2221425181523733,0.1806452101725651,0.9608151771992363
bci2b,9,0.17132662034083235,0.3163069541958821,0.1712167699121845,0.3144937919918524,0.7985984817597362,0.982599688511991,0.7796641204027753
