fold,metric,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
1,cosine,band_30_45,12,1,0.022443434223532677,0.7423822714681441,0.6842105263157895,0.2631578947368421
1,cosine,band_30_45,12,2,0.011742578819394112,0.5831024930747923,0.3684210526315789,0.21052631578947367
1,cosine,band_45_100,2,1,-0.0008452716283500195,0.4625,0.15,0.05
1,cosine,band_45_100,2,2,-0.0019234225619584322,0.45375,0.15,0.05
1,cosine,band_45_100,7,1,0.0005639712908305228,0.4944598337950139,0.42105263157894735,0.15789473684210525
1,cosine,band_45_100,7,2,-0.006448582746088505,0.40581717451523547,0.21052631578947367,0.10526315789473684
1,cosine,band_45_100,12,1,0.006790630053728819,0.554016620498615,0.3684210526315789,0.21052631578947367
1,cosine,band_45_100,12,2,0.008783478289842606,0.5692520775623269,0.47368421052631576,0.2631578947368421
1,old_verifier_A,full_original,2,aggregate,0.32814575731754303,0.9168750000000001,0.9,0.75
1,old_verifier_A,full_original,7,aggregate,0.606046050786972,0.9923822714681441,1.0,0.8947368421052632
1,old_verifier_A,full_original,12,aggregate,0.24667110294103622,0.8407202216066483,0.7105263157894737,0.42105263157894735
1,old_verifier_B,full_original,2,aggregate,0.4849885255098343,1.0,1.0,0.575
1,old_verifier_B,full_original,7,aggregate,0.22034410759806633,0.7596952908587257,0.6578947368421053,0.15789473684210525
1,old_verifier_B,full_original,12,aggregate,0.38725170493125916,0.9487534626038782,0.8421052631578947,0.39473684210526316
