fold,panel,identity_fraction,session_fraction,condition_fraction,artifact_fraction
1,physiological,0.07443473488092422,0.0032095503993332386,0.03698017820715904,0.007716730702668428
1,phase_locked_erp,0.3766824007034302,0.01461382582783699,0.1634978950023651,0.03407931327819824
1,induced_residual,0.0004579952801577747,3.411866055103019e-05,3.373738218215294e-05,0.00030311814043670893
1,artifact_acquisition_only,0.050266142934560776,0.002534243743866682,0.0010736887343227863,0.008478577248752117
1,amplitude_only,0.08569410443305969,0.004300334025174379,0.004185476806014776,0.006050517782568932
1,topography_only,0.0856940895318985,0.004300333559513092,0.004185476806014776,0.00605051638558507
1,latency_morphology_only,0.07443473488092422,0.0032095499336719513,0.03698017820715904,0.007716730702668428
1,band_0.5_4,0.057569123804569244,0.002768740290775895,0.0704028531908989,0.00768867926672101
1,band_4_8,0.049847472459077835,0.0009432026417925954,0.07707034051418304,0.003954376559704542
1,band_8_13,0.19279390573501587,0.0027343283873051405,0.0034524411894381046,0.01217570435255766
1,band_13_30,0.023093650117516518,0.001100345398299396,0.0015774958301335573,0.003917108755558729
1,band_30_45,0.02155979536473751,0.0009541772888042033,0.0013445682125166059,0.003816816722974181
1,band_45_100,0.013907872140407562,0.0008302815840579569,0.0013265898451209068,0.002601098269224167
