clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.47248140239874675,4,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.47393275241483934,4,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.47514642398649204,4,1,0.5,,POP_ENERGY_DET,paired,,20260829
0.4735019760070524,4,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.47476202209751744,4,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.4733907523623202,4,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260829
,4,1,0.5,0.8422462252589563,CALIB_ENERGY_DET_MATCH,natural,1.0585182302941878,20260829
,4,1,0.5,0.8470933549833717,CALIB_ENERGY_DET_WRONG,natural,1.0463750349978607,20260829
,4,1,0.5,0.8513567852787673,POP_ENERGY_DET,natural,1.0330211352556944,20260829
,4,1,0.5,0.8409988816905146,CALIB_ENERGY_SDEDIT_MATCH,natural,1.0611793110147119,20260829
,4,1,0.5,0.8457785168041786,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0488868433361251,20260829
,4,1,0.5,0.8497684977483004,POP_ENERGY_SDEDIT,natural,1.023617026085655,20260829
0.47005232610778575,4,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.47317241514732206,4,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.47388340907248977,4,1,2,,POP_ENERGY_DET,paired,,20260829
0.47088076536116813,4,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.4738202477068019,4,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.4724447019737757,4,1,2,,POP_ENERGY_SDEDIT,paired,,20260829
,4,1,2,0.8834899348439649,CALIB_ENERGY_DET_MATCH,natural,1.058522558460633,20260829
,4,1,2,0.8924465616243348,CALIB_ENERGY_DET_WRONG,natural,1.038500636195143,20260829
,4,1,2,0.8969933628589691,POP_ENERGY_DET,natural,1.011423181121548,20260829
,4,1,2,0.8826451132966516,CALIB_ENERGY_SDEDIT_MATCH,natural,1.0618161968886852,20260829
,4,1,2,0.8916390488351075,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0417665001004934,20260829
,4,1,2,0.8959331711860917,POP_ENERGY_SDEDIT,natural,1.0053500930468242,20260829
0.4778998518740991,4,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.48257532823481597,4,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.4825225496751955,4,1,8,,POP_ENERGY_DET,paired,,20260829
0.4783709623103884,4,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.48291640958874876,4,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.4816672536653641,4,1,8,,POP_ENERGY_SDEDIT,paired,,20260829
,4,1,8,0.9245127065417668,CALIB_ENERGY_DET_MATCH,natural,1.0942472014576197,20260829
,4,1,8,0.936188559916142,CALIB_ENERGY_DET_WRONG,natural,1.069427790120244,20260829
,4,1,8,0.9405550745868823,POP_ENERGY_DET,natural,1.0304275670399268,20260829
,4,1,8,0.9240934374004913,CALIB_ENERGY_SDEDIT_MATCH,natural,1.097481903930505,20260829
,4,1,8,0.9358979568787618,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0727753279109795,20260829
,4,1,8,0.9400698838799144,POP_ENERGY_SDEDIT,natural,1.0271982625126839,20260829
