clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.5402735503351627,3,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.5611013008504718,3,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.5507583927101223,3,1,0.5,,POP_ENERGY_DET,paired,,20260828
0.5404585776147238,3,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.5612145752384095,3,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.5504804026204511,3,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260828
,3,1,0.5,0.8207983429698894,CALIB_ENERGY_DET_MATCH,natural,0.963063882663846,20260828
,3,1,0.5,0.7820094435786208,CALIB_ENERGY_DET_WRONG,natural,1.0642281972492735,20260828
,3,1,0.5,0.8228619139796743,POP_ENERGY_DET,natural,0.9761459045112133,20260828
,3,1,0.5,0.8208358652579287,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9656175834437212,20260828
,3,1,0.5,0.7818973634469634,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0647955083598692,20260828
,3,1,0.5,0.8203604211254666,POP_ENERGY_SDEDIT,natural,0.9806436107804378,20260828
0.5379677995030457,3,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.556006349788125,3,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.546341148125066,3,1,2,,POP_ENERGY_DET,paired,,20260828
0.538172518380937,3,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.5561370092570238,3,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.5460278380705859,3,1,2,,POP_ENERGY_SDEDIT,paired,,20260828
,3,1,2,0.8642662889712179,CALIB_ENERGY_DET_MATCH,natural,0.9868989922106266,20260828
,3,1,2,0.8304604956647381,CALIB_ENERGY_DET_WRONG,natural,1.0773836057633162,20260828
,3,1,2,0.8653088246937841,POP_ENERGY_DET,natural,0.9992566096285979,20260828
,3,1,2,0.8642475076485425,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9891743163267771,20260828
,3,1,2,0.8302854138116041,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0779977745066087,20260828
,3,1,2,0.8637625128030777,POP_ENERGY_SDEDIT,natural,1.0019759945571423,20260828
0.5431646985222566,3,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.5576825900607219,3,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.5480093366459187,3,1,8,,POP_ENERGY_DET,paired,,20260828
0.5433452816384184,3,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.5578043291801199,3,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.5476977052227691,3,1,8,,POP_ENERGY_SDEDIT,paired,,20260828
,3,1,8,0.9096067942252072,CALIB_ENERGY_DET_MATCH,natural,1.0296112857758999,20260828
,3,1,8,0.8825403518858366,CALIB_ENERGY_DET_WRONG,natural,1.1096747480332851,20260828
,3,1,8,0.9093509165686555,POP_ENERGY_DET,natural,1.043450045088927,20260828
,3,1,8,0.9095121098216623,CALIB_ENERGY_SDEDIT_MATCH,natural,1.0315033501634996,20260828
,3,1,8,0.8823155653857006,CALIB_ENERGY_SDEDIT_WRONG,natural,1.1103562725087006,20260828
,3,1,8,0.9087950577377342,POP_ENERGY_SDEDIT,natural,1.0446213204413652,20260828
