clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.4890566574855863,4,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5082010986322226,4,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.4840390165239417,4,1,0.5,,POP_ENERGY_DET,paired,,20260830
0.49009221367305145,4,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.509696618585925,4,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.48424179334930767,4,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260830
,4,1,0.5,0.8138967364987669,CALIB_ENERGY_DET_MATCH,natural,1.2528172318513195,20260830
,4,1,0.5,0.7944692128464036,CALIB_ENERGY_DET_WRONG,natural,1.2817172544697921,20260830
,4,1,0.5,0.8149736391078477,POP_ENERGY_DET,natural,1.2330658736949165,20260830
,4,1,0.5,0.8107983285250763,CALIB_ENERGY_SDEDIT_MATCH,natural,1.2511939344306786,20260830
,4,1,0.5,0.789926043364782,CALIB_ENERGY_SDEDIT_WRONG,natural,1.2830275042603414,20260830
,4,1,0.5,0.8154153645009501,POP_ENERGY_SDEDIT,natural,1.270746820916732,20260830
0.48336162927444093,4,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5015789568909289,4,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.4793977033017048,4,1,2,,POP_ENERGY_DET,paired,,20260830
0.48397162700227153,4,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.5026174117131935,4,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.4798613379825838,4,1,2,,POP_ENERGY_SDEDIT,paired,,20260830
,4,1,2,0.851585709877933,CALIB_ENERGY_DET_MATCH,natural,1.2538485256955028,20260830
,4,1,2,0.8386638570276167,CALIB_ENERGY_DET_WRONG,natural,1.2754333044091861,20260830
,4,1,2,0.8529371097680875,POP_ENERGY_DET,natural,1.248751535390814,20260830
,4,1,2,0.8493859109197123,CALIB_ENERGY_SDEDIT_MATCH,natural,1.2535499051834147,20260830
,4,1,2,0.8354043666186044,CALIB_ENERGY_SDEDIT_WRONG,natural,1.276725435629487,20260830
,4,1,2,0.8526075708856903,POP_ENERGY_SDEDIT,natural,1.2846626431370776,20260830
0.48564928917524713,4,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5023576735111419,4,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.4843397762160748,4,1,8,,POP_ENERGY_DET,paired,,20260830
0.48577388694684487,4,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.5029432759862781,4,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.4848942563694436,4,1,8,,POP_ENERGY_SDEDIT,paired,,20260830
,4,1,8,0.8912550994136836,CALIB_ENERGY_DET_MATCH,natural,1.2909252122044563,20260830
,4,1,8,0.8869058496481254,CALIB_ENERGY_DET_WRONG,natural,1.3009758933136861,20260830
,4,1,8,0.8930508368039227,POP_ENERGY_DET,natural,1.298734100535512,20260830
,4,1,8,0.8900204128488743,CALIB_ENERGY_SDEDIT_MATCH,natural,1.2914400435984135,20260830
,4,1,8,0.8850684592119554,CALIB_ENERGY_SDEDIT_WRONG,natural,1.3020129352807999,20260830
,4,1,8,0.8920349613435974,POP_ENERGY_SDEDIT,natural,1.3300697735200326,20260830
