clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.46470676323224325,4,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.4942362464801893,4,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.45604564754952054,4,1,0.5,,POP_ENERGY_DET,paired,,20260828
0.4596716339923053,4,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.4721328234882094,4,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.4536646887693981,4,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260828
,4,1,0.5,0.8245833320737196,CALIB_ENERGY_DET_MATCH,natural,1.161788297817111,20260828
,4,1,0.5,0.8336882405613627,CALIB_ENERGY_DET_WRONG,natural,1.0955765300119917,20260828
,4,1,0.5,0.8358245348839167,POP_ENERGY_DET,natural,1.0615773635605972,20260828
,4,1,0.5,0.8234068988628375,CALIB_ENERGY_SDEDIT_MATCH,natural,1.1470698087165754,20260828
,4,1,0.5,0.8337173728020085,CALIB_ENERGY_SDEDIT_WRONG,natural,1.098217897117138,20260828
,4,1,0.5,0.839285680645844,POP_ENERGY_SDEDIT,natural,1.0803927422190707,20260828
0.4558765735043077,4,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.47532664120202145,4,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.4510705305716935,4,1,2,,POP_ENERGY_DET,paired,,20260828
0.45294473114578676,4,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.4605604449316161,4,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.4492901547928341,4,1,2,,POP_ENERGY_SDEDIT,paired,,20260828
,4,1,2,0.8585312522676153,CALIB_ENERGY_DET_MATCH,natural,1.1342802786578734,20260828
,4,1,2,0.8785656764448504,CALIB_ENERGY_DET_WRONG,natural,1.0463547852511208,20260828
,4,1,2,0.8784361805749844,POP_ENERGY_DET,natural,1.0091770828391116,20260828
,4,1,2,0.8585039054742083,CALIB_ENERGY_SDEDIT_MATCH,natural,1.1169762052595615,20260828
,4,1,2,0.8782231750083156,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0471421315645177,20260828
,4,1,2,0.8810510576343707,POP_ENERGY_SDEDIT,natural,1.0221712936957676,20260828
0.45506818980599445,4,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260828
0.4636273735935295,4,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260828
0.4537167019419333,4,1,8,,POP_ENERGY_DET,paired,,20260828
0.4539030525144578,4,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260828
0.4571706461138092,4,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260828
0.45224718939789454,4,1,8,,POP_ENERGY_SDEDIT,paired,,20260828
,4,1,8,0.8921701233484782,CALIB_ENERGY_DET_MATCH,natural,1.1479721957196791,20260828
,4,1,8,0.9199476243447862,CALIB_ENERGY_DET_WRONG,natural,1.0454155076295137,20260828
,4,1,8,0.917727215227084,POP_ENERGY_DET,natural,1.0085973447809617,20260828
,4,1,8,0.8932867049006745,CALIB_ENERGY_SDEDIT_MATCH,natural,1.1288500347485144,20260828
,4,1,8,0.9191695967650352,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0452983391781647,20260828
,4,1,8,0.9195045017246836,POP_ENERGY_SDEDIT,natural,1.0137473313758771,20260828
