clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.5149036009982714,2,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5461401287187376,2,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.5386802696351273,2,1,0.5,,POP_ENERGY_DET,paired,,20260830
0.5141718734885217,2,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.5469411015486306,2,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.5362501501137255,2,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260830
,2,1,0.5,0.8097419953749826,CALIB_ENERGY_DET_MATCH,natural,0.9310950081174573,20260830
,2,1,0.5,0.8110289075411856,CALIB_ENERGY_DET_WRONG,natural,0.9802517046531042,20260830
,2,1,0.5,0.8307669210092475,POP_ENERGY_DET,natural,0.9291914127146205,20260830
,2,1,0.5,0.8068918333544085,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9413079237565398,20260830
,2,1,0.5,0.8047252723481506,CALIB_ENERGY_SDEDIT_WRONG,natural,0.9908050261437893,20260830
,2,1,0.5,0.8292158051238706,POP_ENERGY_SDEDIT,natural,0.9505333785588542,20260830
0.5179830422118054,2,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5484233999413846,2,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.5406280301103834,2,1,2,,POP_ENERGY_DET,paired,,20260830
0.5172785627582925,2,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.5489566122596443,2,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.5387683846141348,2,1,2,,POP_ENERGY_SDEDIT,paired,,20260830
,2,1,2,0.8540414333886778,CALIB_ENERGY_DET_MATCH,natural,0.9425715068355203,20260830
,2,1,2,0.8543278111998612,CALIB_ENERGY_DET_WRONG,natural,0.9840613094468912,20260830
,2,1,2,0.8742326892291507,POP_ENERGY_DET,natural,0.942890557150046,20260830
,2,1,2,0.8516431903699413,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9536715364083648,20260830
,2,1,2,0.849209623488908,CALIB_ENERGY_SDEDIT_WRONG,natural,0.9951021255304416,20260830
,2,1,2,0.8727506265665094,POP_ENERGY_SDEDIT,natural,0.9668328103919824,20260830
0.5308608693570326,2,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260830
0.5597543091304639,2,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260830
0.5522952619855156,2,1,8,,POP_ENERGY_DET,paired,,20260830
0.5303419919619046,2,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260830
0.5599795981421872,2,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260830
0.5509465984857039,2,1,8,,POP_ENERGY_SDEDIT,paired,,20260830
,2,1,8,0.9039304205022441,CALIB_ENERGY_DET_MATCH,natural,0.9826488740121325,20260830
,2,1,8,0.9035542981970744,CALIB_ENERGY_DET_WRONG,natural,1.0111237298697233,20260830
,2,1,8,0.9220063701892892,POP_ENERGY_DET,natural,0.9870148760577043,20260830
,2,1,8,0.9021700677694753,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9944217596203089,20260830
,2,1,8,0.9001772925257683,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0221054647117853,20260830
,2,1,8,0.9206429406573685,POP_ENERGY_SDEDIT,natural,1.0126843421409528,20260830
