clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.40267176319563686,2,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.40537400415269076,2,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.4046098861302501,2,1,0.5,,POP_ENERGY_DET,paired,,20260829
0.40234147596371866,2,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.40504387205510284,2,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.40386865677525446,2,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260829
,2,1,0.5,0.8386136185533056,CALIB_ENERGY_DET_MATCH,natural,0.9789997252325217,20260829
,2,1,0.5,0.8373100166209042,CALIB_ENERGY_DET_WRONG,natural,0.9838105499123534,20260829
,2,1,0.5,0.8420360340969637,POP_ENERGY_DET,natural,0.9865988039722046,20260829
,2,1,0.5,0.8338160767840842,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9789786944165826,20260829
,2,1,0.5,0.831989340406532,CALIB_ENERGY_SDEDIT_WRONG,natural,0.9838522607460618,20260829
,2,1,0.5,0.839279242636015,POP_ENERGY_SDEDIT,natural,1.009283642905454,20260829
0.41068963042562245,2,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.41551935752795544,2,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.4141161353193941,2,1,2,,POP_ENERGY_DET,paired,,20260829
0.41008598271461477,2,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.4147942628187593,2,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.41308794944658683,2,1,2,,POP_ENERGY_SDEDIT,paired,,20260829
,2,1,2,0.8853501651901752,CALIB_ENERGY_DET_MATCH,natural,0.9688697109619776,20260829
,2,1,2,0.8844064916872109,CALIB_ENERGY_DET_WRONG,natural,0.9756191230068604,20260829
,2,1,2,0.8878983175770069,POP_ENERGY_DET,natural,0.9781111938258013,20260829
,2,1,2,0.8822269869269803,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9684700459862748,20260829
,2,1,2,0.8810070941690356,CALIB_ENERGY_SDEDIT_WRONG,natural,0.9752377147475878,20260829
,2,1,2,0.886105178661334,POP_ENERGY_SDEDIT,natural,0.9960880260914564,20260829
0.4309119253915317,2,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.4381211844817396,2,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.43588129283307353,2,1,8,,POP_ENERGY_DET,paired,,20260829
0.43038040430595476,2,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.437493838371059,2,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.43501477684670437,2,1,8,,POP_ENERGY_SDEDIT,paired,,20260829
,2,1,8,0.931619486635706,CALIB_ENERGY_DET_MATCH,natural,1.0007074469079573,20260829
,2,1,8,0.9310201909781123,CALIB_ENERGY_DET_WRONG,natural,1.0079303067177534,20260829
,2,1,8,0.9330699009879027,POP_ENERGY_DET,natural,1.009912095963955,20260829
,2,1,8,0.9302116666027965,CALIB_ENERGY_SDEDIT_MATCH,natural,1.0000921009729307,20260829
,2,1,8,0.9295703062865263,CALIB_ENERGY_SDEDIT_WRONG,natural,1.0072844854245584,20260829
,2,1,8,0.9321746858768165,POP_ENERGY_SDEDIT,natural,1.0245675034821033,20260829
