clean_rrmse,fold,lambda_a,lambda_y,low_eog_observation_retention,method,panel,remaining_ratio,seed
0.6550646361113953,3,1,0.5,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.6674772145027722,3,1,0.5,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.6644312267720428,3,1,0.5,,POP_ENERGY_DET,paired,,20260829
0.6552048667266112,3,1,0.5,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.6675231638704039,3,1,0.5,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.6630053803382907,3,1,0.5,,POP_ENERGY_SDEDIT,paired,,20260829
,3,1,0.5,0.8416564127352709,CALIB_ENERGY_DET_MATCH,natural,0.8870730722943941,20260829
,3,1,0.5,0.8290902917894224,CALIB_ENERGY_DET_WRONG,natural,0.8894168430318435,20260829
,3,1,0.5,0.8435421458755931,POP_ENERGY_DET,natural,0.8710833378136158,20260829
,3,1,0.5,0.8402005538421994,CALIB_ENERGY_SDEDIT_MATCH,natural,0.8861475326120853,20260829
,3,1,0.5,0.8284150229301304,CALIB_ENERGY_SDEDIT_WRONG,natural,0.8877734777828058,20260829
,3,1,0.5,0.8457229831644023,POP_ENERGY_SDEDIT,natural,0.8844726867973804,20260829
0.6574086813998292,3,1,2,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.6682342660266537,3,1,2,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.6656493980893478,3,1,2,,POP_ENERGY_DET,paired,,20260829
0.6574392831971636,3,1,2,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.6682344971462347,3,1,2,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.6645373709009922,3,1,2,,POP_ENERGY_SDEDIT,paired,,20260829
,3,1,2,0.8813443287120512,CALIB_ENERGY_DET_MATCH,natural,0.9091308371474346,20260829
,3,1,2,0.8719752832548693,CALIB_ENERGY_DET_WRONG,natural,0.9061850911627213,20260829
,3,1,2,0.8851576525679169,POP_ENERGY_DET,natural,0.8951035688320795,20260829
,3,1,2,0.8802806758709872,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9080246351659298,20260829
,3,1,2,0.8717826920910738,CALIB_ENERGY_SDEDIT_WRONG,natural,0.904607909421126,20260829
,3,1,2,0.8863126709087131,POP_ENERGY_SDEDIT,natural,0.9070614508042733,20260829
0.6672033869823887,3,1,8,,CALIB_ENERGY_DET_MATCH,paired,,20260829
0.6754919657699551,3,1,8,,CALIB_ENERGY_DET_WRONG,paired,,20260829
0.6735214574073325,3,1,8,,POP_ENERGY_DET,paired,,20260829
0.6671453321044586,3,1,8,,CALIB_ENERGY_SDEDIT_MATCH,paired,,20260829
0.675455526032844,3,1,8,,CALIB_ENERGY_SDEDIT_WRONG,paired,,20260829
0.6726797039288309,3,1,8,,POP_ENERGY_SDEDIT,paired,,20260829
,3,1,8,0.9229481571237557,CALIB_ENERGY_DET_MATCH,natural,0.9491964305440584,20260829
,3,1,8,0.9171495641154858,CALIB_ENERGY_DET_WRONG,natural,0.9429196702937285,20260829
,3,1,8,0.9280223688595773,POP_ENERGY_DET,natural,0.9415299948304892,20260829
,3,1,8,0.9223260542688271,CALIB_ENERGY_SDEDIT_MATCH,natural,0.9481610786169767,20260829
,3,1,8,0.9174629286765897,CALIB_ENERGY_SDEDIT_WRONG,natural,0.9416356546183428,20260829
,3,1,8,0.9281185249565169,POP_ENERGY_SDEDIT,natural,0.9508925049255291,20260829
