DET_MATCH_minus_POP,DET_MATCH_minus_WRONG,SCAD_MATCH_minus_POP,SCAD_MATCH_minus_WRONG,SCAD_minus_DET,participant
-0.14048710775616768,-0.12803618616645074,-0.4236338805165264,-0.31189374518917723,-0.2831467727603587,sub-02
-0.004681639460179576,0.06059932314318173,-0.049110703493482344,0.19931667928111313,-0.04442906403330277,sub-03
-0.00266121819213494,0.059816641398156956,-0.05913491544077709,0.22664928024360426,-0.05647369724864215,sub-05
-0.0019009581606450054,0.04421688914941302,-0.18444390549035422,0.07262240404198905,-0.18254294732970922,sub-06
-0.010908590678516128,0.038337372010573745,-0.10918075060321675,0.08394665724312472,-0.09827215992470062,sub-07
-0.05569851750999355,-0.03615408766717643,-0.15597205530806368,-0.041010588990307184,-0.10027353779807013,sub-09
-0.048414564623100176,-0.01286735751184187,-0.22556473406103367,0.017593834410792764,-0.1771501694379335,sub-11
-0.03565690490417184,0.005891036046668852,-0.4618966876994819,-0.020703321627030813,-0.42623978279531005,sub-12
-0.01561618528057479,0.03685741815816529,-0.1783407605362038,0.06962269375087327,-0.162724575255629,sub-14
0.0008125299805153974,0.025219787855943032,-0.05793233172036716,0.11479624727430426,-0.058744861700882556,sub-15
-0.005802661594055514,0.02737703372014466,-0.0926338083345209,0.11891688894923325,-0.08683114674046538,sub-17
-0.0037235156197449326,0.02498507583279347,-0.156458422858201,0.13470505534925858,-0.15273490723845606,sub-18
-0.16083150853945016,-0.08753921725759417,-0.3922886621839463,-0.21948025782884495,-0.23145715364449615,sub-19
-0.01674467827841586,0.06054740782348894,-0.14612265955499443,0.13105337487728763,-0.12937798127657857,sub-21
0.006674306175361078,0.043191702738404225,-0.09113960697005191,0.06507961659381784,-0.09781391314541299,sub-23
