fold_id,study,recording_key,basis,ceiling,raw_rrmse,representation_eligible,rrmse,correlation,delta_snr,artifact_residual,correction_rms
study01_layout_01_heldout_00,study01,study01/study01_p01,A_POP,ORACLE_PROJECTION,0.5798600316047668,True,0.48665711283683777,0.9012392445380403,1.5220023691654205,0.8392664790153503,0.23036400973796844
study01_layout_01_heldout_00,study01,study01/study01_p01,A_POP,ORACLE_CLIP,0.5798600316047668,True,0.48665711283683777,0.9012392445380403,1.5220023691654205,0.8392664790153503,0.23036400973796844
study01_layout_01_heldout_00,study01,study01/study01_p01,A_POP,ORACLE_TANH,0.5798600316047668,True,0.486659973859787,0.9012383442420383,1.5219511091709137,0.8392714262008667,0.2294427752494812
study01_layout_01_heldout_00,study01,study01/study01_p01,A_MATCH120,ORACLE_PROJECTION,0.5798600316047668,True,0.24687445163726807,0.9705725665372846,7.416940927505493,0.425748348236084,0.38336431980133057
study01_layout_01_heldout_00,study01,study01/study01_p01,A_MATCH120,ORACLE_CLIP,0.5798600316047668,True,0.24687445163726807,0.9705725665372846,7.416940927505493,0.425748348236084,0.38336431980133057
study01_layout_01_heldout_00,study01,study01/study01_p01,A_MATCH120,ORACLE_TANH,0.5798600316047668,True,0.24734950065612793,0.9704925100596345,7.400243282318115,0.42656758427619934,0.375316321849823
study01_layout_01_heldout_00,study01,study01/study01_p01,A_EB120,ORACLE_PROJECTION,0.5798600316047668,True,0.402971476316452,0.929236495970587,3.1609779596328735,0.6949461102485657,0.3046529293060303
study01_layout_01_heldout_00,study01,study01/study01_p01,A_EB120,ORACLE_CLIP,0.5798600316047668,True,0.402971476316452,0.929236495970587,3.1609779596328735,0.6949461102485657,0.3046529293060303
study01_layout_01_heldout_00,study01,study01/study01_p01,A_EB120,ORACLE_TANH,0.5798600316047668,True,0.4029969871044159,0.9292299933177481,3.1604281067848206,0.6949901580810547,0.3022869825363159
study01_layout_01_heldout_00,study01,study01/study01_p02,A_POP,ORACLE_PROJECTION,0.4241849184036255,True,0.3698878884315491,0.9383676474349426,1.1897026002407074,0.8719967603683472,0.13879330456256866
study01_layout_01_heldout_00,study01,study01/study01_p02,A_POP,ORACLE_CLIP,0.4241849184036255,True,0.3698878884315491,0.9383676474349426,1.1897026002407074,0.8719967603683472,0.13879330456256866
study01_layout_01_heldout_00,study01,study01/study01_p02,A_POP,ORACLE_TANH,0.4241849184036255,True,0.36988797783851624,0.9383677822326653,1.1896998435258865,0.8719969987869263,0.13859742879867554
study01_layout_01_heldout_00,study01,study01/study01_p02,A_MATCH120,ORACLE_PROJECTION,0.4241849184036255,True,0.19616056978702545,0.9812530149098977,6.698870062828064,0.46244117617607117,0.251395583152771
study01_layout_01_heldout_00,study01,study01/study01_p02,A_MATCH120,ORACLE_CLIP,0.4241849184036255,True,0.19616056978702545,0.9812530149098977,6.698870062828064,0.46244117617607117,0.251395583152771
study01_layout_01_heldout_00,study01,study01/study01_p02,A_MATCH120,ORACLE_TANH,0.4241849184036255,True,0.19622692465782166,0.9812390091495385,6.695932149887085,0.4625976085662842,0.24897530674934387
study01_layout_01_heldout_00,study01,study01/study01_p02,A_EB120,ORACLE_PROJECTION,0.4241849184036255,True,0.28568169474601746,0.9617935441011939,3.4334567189216614,0.6734838485717773,0.20958903431892395
study01_layout_01_heldout_00,study01,study01/study01_p02,A_EB120,ORACLE_CLIP,0.4241849184036255,True,0.28568169474601746,0.9617935441011939,3.4334567189216614,0.6734838485717773,0.20958903431892395
study01_layout_01_heldout_00,study01,study01/study01_p02,A_EB120,ORACLE_TANH,0.4241849184036255,True,0.28569459915161133,0.9617871230582818,3.433063328266144,0.6735143065452576,0.20832079648971558
study01_layout_01_heldout_00,study01,study01/study01_p03,A_POP,ORACLE_PROJECTION,0.7630288600921631,True,0.623803973197937,0.8470210124586879,1.7498569190502167,0.8175365328788757,0.24956738948822021
study01_layout_01_heldout_00,study01,study01/study01_p03,A_POP,ORACLE_CLIP,0.7630288600921631,True,0.623803973197937,0.8470210124586879,1.7498569190502167,0.8175365328788757,0.24956738948822021
