fold_id,study,recording_key,method,raw_fallback,correction_rms,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-POP,False,0.6161465048789978,0.01668892384121387,0.7093749344348907,0.22795431315898895,0.3022952097694867
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-EB-DEPLOY120,False,0.6320093870162964,0.018219187092999446,0.7150754332542419,0.22666342556476593,0.30246973876515576
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-EB-SHUFFLED120,False,0.5993590950965881,0.0159029769068905,0.7083600461483002,0.22922196984291077,0.306333881258736
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-EB-WRONG120-0,False,0.608258068561554,0.016702939346753834,0.7153443694114685,0.2311474233865738,0.3069392691626989
study01_layout_01_heldout_00,study01,study01/study01_p01,DIFF-EB-WRONG120-1,False,0.5977777242660522,0.015362468548119068,0.7109755575656891,0.23446398973464966,0.31595324356369797
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-POP,False,0.40671780705451965,0.007613505212718558,0.7245178520679474,0.20103855431079865,0.3530798824198164
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-DEPLOY120,False,0.44207829236984253,0.009242688297647343,0.7191246449947357,0.20538318157196045,0.35871002704595517
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-SHUFFLED120,False,0.40313810110092163,0.00729793108646469,0.7228648662567139,0.20158547163009644,0.3560082073197946
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-WRONG120-0,False,0.4284065365791321,0.009015356190502644,0.7247381210327148,0.19994394481182098,0.3490505007598899
study01_layout_01_heldout_00,study01,study01/study01_p02,DIFF-EB-WRONG120-1,False,0.4243854880332947,0.007869413804969395,0.7174237668514252,0.2064841091632843,0.364593989557337
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-POP,False,0.4967525899410248,0.018863272002159523,0.7127725780010223,0.18560795485973358,0.3088675587340223
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-DEPLOY120,False,0.5076450109481812,0.018619206220168487,0.7084614634513855,0.1931169033050537,0.3140978401260156
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-SHUFFLED120,False,0.4884783923625946,0.01848012339002613,0.7112753987312317,0.1869557946920395,0.31035164170915064
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-WRONG120-0,False,0.5200790166854858,0.01977530889341543,0.7152535617351532,0.18293122947216034,0.3016410160357658
study01_layout_01_heldout_00,study01,study01/study01_p03,DIFF-EB-WRONG120-1,False,0.5124484300613403,0.019517438911736525,0.7134228646755219,0.18614375591278076,0.3026483989401889
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-POP,False,0.4793117642402649,0.0315041964118979,0.7868994623422623,0.09780318289995193,0.18808327630177063
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-DEPLOY120,False,0.49442800879478455,0.03082051045454011,0.771250769495964,0.12050120532512665,0.2113916228450556
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-SHUFFLED120,False,0.48256170749664307,0.03221417267421453,0.7905173003673553,0.08639112114906311,0.17864516344346265
study01_layout_01_heldout_01,study01,study01/study01_p04,DIFF-EB-WRONG120-0,False,0.5524652600288391,0.02732770274200573,0.7376691401004791,0.19494695961475372,0.29058886071381246
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-POP,False,0.5073613524436951,0.03941065692021672,0.7367212176322937,0.11585885286331177,0.1732900441416627
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-DEPLOY120,False,0.5336345434188843,0.0261810674203624,0.7194793224334717,0.16988536715507507,0.20838570510229093
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-SHUFFLED120,False,0.5308749079704285,0.04085350474984995,0.7388134598731995,0.11777213960886002,0.17449008019529175
study01_layout_01_heldout_01,study01,study01/study01_p05,DIFF-EB-WRONG120-0,False,0.5052767395973206,0.03656130547410455,0.7298515439033508,0.12895338237285614,0.18160685968947954
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-POP,False,0.38844171166419983,0.014940436238248367,0.7134834229946136,0.12432564049959183,0.29239619069000605
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-EB-DEPLOY120,False,0.4406963288784027,0.00900324631948024,0.6502118408679962,0.14433695375919342,0.4013376343589092
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-EB-SHUFFLED120,False,0.3896249532699585,0.015599512022163253,0.7176439464092255,0.12359409779310226,0.2847518902414621
