budget_seconds,fold_id,study,recording_key,full_vs_pop,fixed_vs_pop,reliability_vs_pop,full_vs_fixed,full_vs_reliability,full_vs_wrong,full_vs_shuffled,full_lambda
60.0,study01_layout_01_heldout_00,study01,study01/study01_p01,0.0,0.22437716370854976,0.10461169068512229,-0.2892864330573129,-0.11683388044810165,0.0,0.0,0.0
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,0.0,0.20384605420778878,0.2177150408338648,-0.2560384901502337,-0.27830656627469214,1.6071692793266096e-16,0.0,0.0
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,0.0,0.38100796051576885,0.6608852897735331,-0.6155296614690553,-1.9488546790912786,0.0,0.0,0.0
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,0.10148302352125724,0.12270492684231019,0.2999918864331612,-0.024190154453584186,-0.2835808029430073,0.620331424057222,0.4532538922190656,1.0
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,-0.6287119149958206,-0.5998309016466365,0.0029392043706816685,-0.018052541252614917,-0.6335131439681377,-1.3050020362743406,0.038381134658056655,1.0
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,0.18313355917337246,0.20996633210152793,0.20805194333393165,-0.03396408788442137,-0.03146466987425951,0.196867509575701,0.2832228937071303,0.3756369234686302
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,-0.0007871075846771306,-0.01681302089565174,-0.006553044809511459,0.015760924557061937,0.0057283987710012065,0.20117277831331956,0.11501192794397279,0.5358075814305452
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,0.06796308478100324,0.12432429653987867,0.13173145536037217,-0.06436311015159066,-0.07344314264642146,0.1572121655078373,0.3235560249464464,0.720623184569882
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,-0.43941014926930666,-0.41561215277363317,-0.3750366951841395,-0.016811099317737346,-0.046815808123976316,0.4138055008498064,-0.6750735378713495,0.5832696290275671
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,0.45118779351696314,0.3777048589777753,0.35474898839710095,0.11808373502399476,0.1494593629234209,0.4262342472771258,0.5700957564995658,0.8326874700219733
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,0.23120463580439213,0.34836241816313845,0.36826749441691065,-0.1797897874896923,-0.2169634416484703,0.04288416811710056,0.15324753259135987,0.28852684606342105
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,0.1950156245224291,0.20127396288186522,0.205749545788614,-0.007835400460984951,-0.013514529591100643,0.01716745894029755,0.12943031362276605,0.4160441781138727
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,0.03751387449288165,0.1120369977294287,0.11043089189089153,-0.08392593277646393,-0.08196891813498809,0.14771836950117928,-0.03631162460948297,0.1093237304989429
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,-0.06707037565437289,0.02715778337542204,0.04101002208257403,-0.09685862457401742,-0.1127023224702075,-0.0828124705774723,0.2802391991753636,0.7660288489123179
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,0.2388310356600278,0.22971606758310742,0.20757186729235827,0.011833257443551607,0.0394473228264377,0.4326573629378276,0.37983269798350233,0.450130600492889
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,0.2989586385563549,0.2701154712311606,0.23919377493634061,0.03951743897606193,0.07855464591527703,0.5374006840803565,0.13692067840845856,0.5565277021268814
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,-0.002778566376805428,0.06062484211202143,0.0772629672711342,-0.0674953004200988,-0.08674360170765875,-0.002778566376805428,0.20775482904705977,0.7427695917042539
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,0.0,0.0532269221128519,0.06639990298480122,-0.05621930255097131,-0.07112242511230187,0.209692558080093,0.0,0.0
60.0,study02_layout_02_heldout_06,study02,study02/study02_p17,0.0887256544694321,0.06809808324938017,0.07179784704630891,0.022134916614375773,0.018237199051150805,0.30785182970297426,0.057225493650756507,0.2193711167115025
60.0,study02_layout_02_heldout_06,study02,study02/study02_p18,0.05079879547904493,0.16844294956164296,0.18219680750499354,-0.14147454347309263,-0.1606719235529897,-0.03222341466492033,0.3060693345928102,0.8318012152579147
60.0,study03_layout_03_heldout_00,study03,study03/study03_p03,0.06208029477418471,-0.05250023821547952,0.04146582657800285,0.10886508983972888,0.021506242310159438,0.06208029477418471,0.0796085519146186,0.25255118903659723
60.0,study03_layout_03_heldout_00,study03,study03/study03_p19,0.0,0.4349928315815159,0.46564487299982515,-0.7698890490170376,-0.8714146257263716,0.03028394183758944,0.0,0.0
60.0,study03_layout_03_heldout_01,study03,study03/study03_p20,0.21733925854688152,0.27234661598122745,0.26141250365205565,-0.07559554953286218,-0.05967234122307899,0.21733925854688152,0.478479996975387,1.0
60.0,study03_layout_03_heldout_01,study03,study03/study03_p21,0.0,0.2534516779483127,0.2712248086575084,-0.33949802104138266,-0.3721652601234678,0.32715421131024613,0.0,0.0
60.0,study03_layout_03_heldout_02,study03,study03/study03_p22,0.09032589158703193,0.24701035940432903,0.2111684320405094,-0.20808316525224438,-0.1531918160502461,0.09032589158703193,0.03844583911330306,0.13686900317732822
60.0,study03_layout_03_heldout_02,study03,study03/study03_p23,0.0,0.22196102026353287,0.24256618085133766,-0.28528264784203256,-0.32024735986039854,-0.02933660629488024,0.0,0.0
60.0,study03_layout_03_heldout_03,study03,study03/study03_p24,0.2796157483358012,0.2705602706493155,0.2860999584849092,0.012414291849097049,-0.00908279839198035,0.3815440764616185,0.4360297907708444,0.7289598744198968
60.0,study03_layout_03_heldout_03,study03,study03/study03_p25,0.2783110092728161,0.2943808658011582,0.2933150223505785,-0.022774122397612912,-0.021231543831126586,0.4664692330512965,0.44466023127141263,0.8014296449060218
60.0,study03_layout_03_heldout_04,study03,study03/study03_p26,0.07344953283863118,0.09506695151102139,0.09469044022339647,-0.023888417721605073,-0.023462590398367997,0.15392221942958328,0.31150549428022484,0.7350739305443739
60.0,study03_layout_03_heldout_04,study03,study03/study03_p27,0.1841934035723184,0.17066482231670146,0.1841934035723184,0.01631256169961134,0.0,0.13899196595777277,0.47449967389905995,1.0
60.0,study04_layout_04_heldout_00,study04,study04/study04_p03,0.08845148459166643,0.03684842427478729,0.06750663842848419,0.05357729937577499,0.022461120932683355,0.4255689838078685,0.14142514221677585,0.4673657640949869
60.0,study04_layout_04_heldout_00,study04,study04/study04_p08,0.3503665341189553,0.3014297527901516,0.2812001792544534,0.07005277067590779,0.09622478034671998,0.36996400038957533,0.5286744957457151,0.8861564540205057
60.0,study04_layout_04_heldout_00,study04,study04/study04_p24,0.3138485078203464,0.31919368889785704,0.3175130765320187,-0.007851250774772401,-0.005369434322713856,0.45518060301615704,0.4783454359254298,0.5691745944143087
60.0,study04_layout_04_heldout_01,study04,study04/study04_p28,0.1843512439389135,0.18453146740878962,0.1749165212602009,-0.0002210060384592105,0.011434870436531878,0.6138967253647223,-0.3645277223700627,0.6072950770185003
60.0,study04_layout_04_heldout_01,study04,study04/study04_p29,0.1276121958661772,0.1434637748682853,0.14265377341352045,-0.01850660665247464,-0.017544344491059637,0.18675891993143126,0.33138619043976003,0.9069018298103626
60.0,study04_layout_04_heldout_02,study04,study04/study04_p30,0.19103491806617331,0.18420248675923578,0.1881477511329468,0.00837515583958528,0.003556271399451808,0.26909988051789385,0.08342145251704189,0.4448299706883908
60.0,study04_layout_04_heldout_02,study04,study04/study04_p31,0.16156055484809062,0.15623944125867398,0.1589227685811598,0.006306426075845955,0.003136199826121849,0.23206151370733022,0.19741990404305904,0.3691516650746205
60.0,study04_layout_04_heldout_03,study04,study04/study04_p32,0.03590386042139359,-0.0038112887126747833,0.015072957336345368,0.039564357943215174,0.021149691482439906,0.4187177783714155,0.0692516753880926,0.41376829318892816
60.0,study04_layout_04_heldout_03,study04,study04/study04_p33,0.2442586405375852,0.1843177960028697,0.1732893221796795,0.07348553669674811,0.0858454115350502,0.22133986544654258,0.12688963960765354,0.6871211811539866
60.0,study04_layout_04_heldout_04,study04,study04/study04_p34,0.06803868107003151,0.14487406630120817,0.13260030811972595,-0.08985271315399145,-0.07443123124674314,0.0656631363678937,0.23352145994177345,0.8255007121274126
60.0,study04_layout_04_heldout_04,study04,study04/study04_p35,0.22424021183307632,0.231136843578272,0.23345234448682028,-0.008969907957733897,-0.012017690729973897,0.601902075016174,0.19399813262737117,0.7652469948136091
60.0,study04_layout_04_heldout_05,study04,study04/study04_p36,0.1556573009130557,0.165063692139154,0.16513858759180441,-0.011265998540892292,-0.011356719256432623,0.3774056897383175,0.3752131759402324,0.6987689220938521
60.0,study04_layout_04_heldout_05,study04,study04/study04_p37,0.22209017252278568,0.2625427734461127,0.2626656463846866,-0.05485416572885272,-0.05502995169416746,0.35857379111640436,0.12461542549877855,0.7797344360139034
60.0,study04_layout_04_heldout_06,study04,study04/study04_p38,0.5111828619419552,0.4881881030504002,0.49230017487969935,0.044928144555848995,0.03719262077307488,0.5301335963119248,0.579295474972517,0.8519312029775319
