participant,protocol,late_steps,w_max,center,artifact_rrmse,weight_min,weight_median,weight_max,fraction_steps_gt_0_10,fraction_steps_gt_0_25,fraction_steps_gt_0_50,fraction_steps_gt_0_90,evaluator_only
2,same_03,5,0.1,wrong,0.38895557371384554,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.1,oracle,0.3828075242963469,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.25,zero,0.38776653700271435,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.25,support,0.3844111285078124,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.25,wrong,0.38895557371384554,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.25,oracle,0.3828075242963469,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,0,0.0,zero,0.433439507185214,0,0,0,0,0,0,0,1
3,same_01,0,0.0,support,0.433439507185214,0,0,0,0,0,0,0,1
3,same_01,0,0.0,wrong,0.433439507185214,0,0,0,0,0,0,0,1
3,same_01,0,0.0,oracle,0.433439507185214,0,0,0,0,0,0,0,1
3,same_01,1,0.05,zero,0.43343384637681015,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.05,support,0.4334252877736281,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.05,wrong,0.4334332061663359,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.05,oracle,0.43342238997884996,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.1,zero,0.43343384637681015,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.1,support,0.4334252877736281,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.1,wrong,0.4334332061663359,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.1,oracle,0.43342238997884996,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.25,zero,0.43343384637681015,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.25,support,0.4334252877736281,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.25,wrong,0.4334332061663359,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,1,0.25,oracle,0.43342238997884996,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_01,3,0.05,zero,0.43103396687116585,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.05,support,0.42925782084387804,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.05,wrong,0.43072730605400195,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.05,oracle,0.42828584656281976,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.1,zero,0.43103396687116585,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.1,support,0.42925782084387804,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.1,wrong,0.43072730605400195,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.1,oracle,0.42828584656281976,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.25,zero,0.43103396687116585,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.25,support,0.42925782084387804,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.25,wrong,0.43072730605400195,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,3,0.25,oracle,0.42828584656281976,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_01,5,0.05,zero,0.4264507337813251,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_01,5,0.05,support,0.4224685572409371,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_01,5,0.05,wrong,0.42628785075856157,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_01,5,0.05,oracle,0.41972235756401377,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_01,5,0.1,zero,0.4254969212605625,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.1,support,0.4210721571107417,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.1,wrong,0.42545497062685533,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.1,oracle,0.4179481995587249,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.25,zero,0.4254969212605625,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.25,support,0.4210721571107417,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.25,wrong,0.42545497062685533,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_01,5,0.25,oracle,0.4179481995587249,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,0,0.0,zero,0.36698633257560176,0,0,0,0,0,0,0,1
3,same_02,0,0.0,support,0.36698633257560176,0,0,0,0,0,0,0,1
3,same_02,0,0.0,wrong,0.36698633257560176,0,0,0,0,0,0,0,1
3,same_02,0,0.0,oracle,0.36698633257560176,0,0,0,0,0,0,0,1
3,same_02,1,0.05,zero,0.3669775181984484,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.05,support,0.36697254181577516,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.05,wrong,0.36697338747557584,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.05,oracle,0.3669702975647656,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.1,zero,0.3669775181984484,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.1,support,0.36697254181577516,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.1,wrong,0.36697338747557584,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.1,oracle,0.3669702975647656,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.25,zero,0.3669775181984484,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.25,support,0.36697254181577516,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.25,wrong,0.36697338747557584,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,1,0.25,oracle,0.3669702975647656,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_02,3,0.05,zero,0.3640813935841081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.05,support,0.36273581873970595,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.05,wrong,0.36255910836673916,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.05,oracle,0.36183554883111985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.1,zero,0.3640813935841081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.1,support,0.36273581873970595,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.1,wrong,0.36255910836673916,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.1,oracle,0.36183554883111985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.25,zero,0.3640813935841081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.25,support,0.36273581873970595,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.25,wrong,0.36255910836673916,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,3,0.25,oracle,0.36183554883111985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_02,5,0.05,zero,0.3584465671798633,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_02,5,0.05,support,0.3554076886860915,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_02,5,0.05,wrong,0.35465414075292473,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_02,5,0.05,oracle,0.35276870970191426,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_02,5,0.1,zero,0.3572812804998924,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.1,support,0.3539021540378516,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.1,wrong,0.3530411097338666,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.1,oracle,0.3508862059348292,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.25,zero,0.3572812804998924,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.25,support,0.3539021540378516,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.25,wrong,0.3530411097338666,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_02,5,0.25,oracle,0.3508862059348292,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,0,0.0,zero,0.40319163260144064,0,0,0,0,0,0,0,1
3,same_03,0,0.0,support,0.40319163260144064,0,0,0,0,0,0,0,1
3,same_03,0,0.0,wrong,0.40319163260144064,0,0,0,0,0,0,0,1
3,same_03,0,0.0,oracle,0.40319163260144064,0,0,0,0,0,0,0,1
3,same_03,1,0.05,zero,0.4031802604387746,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.05,support,0.4031793920190801,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.05,wrong,0.403175546160433,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.05,oracle,0.4031745950341009,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.1,zero,0.4031802604387746,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.1,support,0.4031793920190801,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.1,wrong,0.403175546160433,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.1,oracle,0.4031745950341009,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.25,zero,0.4031802604387746,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.25,support,0.4031793920190801,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.25,wrong,0.403175546160433,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,1,0.25,oracle,0.4031745950341009,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
3,same_03,3,0.05,zero,0.3992877966014356,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.05,support,0.39901093613216554,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.05,wrong,0.39827617036398166,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.05,oracle,0.39790456944137365,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.1,zero,0.3992877966014356,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.1,support,0.39901093613216554,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.1,wrong,0.39827617036398166,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.1,oracle,0.39790456944137365,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.25,zero,0.3992877966014356,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.25,support,0.39901093613216554,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.25,wrong,0.39827617036398166,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,3,0.25,oracle,0.39790456944137365,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
3,same_03,5,0.05,zero,0.39265034081642247,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_03,5,0.05,support,0.3921639017275466,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_03,5,0.05,wrong,0.3907801783276592,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_03,5,0.05,oracle,0.38943710524013814,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
3,same_03,5,0.1,zero,0.3913176474119166,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.1,support,0.3908046594923803,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.1,wrong,0.3893476993649235,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.1,oracle,0.38772065303730124,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.25,zero,0.3913176474119166,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.25,support,0.3908046594923803,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.25,wrong,0.3893476993649235,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
3,same_03,5,0.25,oracle,0.38772065303730124,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,0,0.0,zero,0.34843718354870584,0,0,0,0,0,0,0,1
4,same_01,0,0.0,support,0.34843718354870584,0,0,0,0,0,0,0,1
4,same_01,0,0.0,wrong,0.34843718354870584,0,0,0,0,0,0,0,1
4,same_01,0,0.0,oracle,0.34843718354870584,0,0,0,0,0,0,0,1
4,same_01,1,0.05,zero,0.3484269815748129,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.05,support,0.3484191978465834,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.05,wrong,0.34842395876773347,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.05,oracle,0.3484201298787662,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.1,zero,0.3484269815748129,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.1,support,0.3484191978465834,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.1,wrong,0.34842395876773347,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.1,oracle,0.3484201298787662,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.25,zero,0.3484269815748129,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.25,support,0.3484191978465834,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.25,wrong,0.34842395876773347,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,1,0.25,oracle,0.3484201298787662,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_01,3,0.05,zero,0.34575691089151633,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.05,support,0.3428586182737248,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.05,wrong,0.34346453995279136,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.05,oracle,0.3431687834701307,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.1,zero,0.34575691089151633,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.1,support,0.3428586182737248,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.1,wrong,0.34346453995279136,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.1,oracle,0.3431687834701307,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.25,zero,0.34575691089151633,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.25,support,0.3428586182737248,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.25,wrong,0.34346453995279136,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,3,0.25,oracle,0.3431687834701307,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_01,5,0.05,zero,0.3406167534032849,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
4,same_01,5,0.05,support,0.33273382672149726,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
4,same_01,5,0.05,wrong,0.33410620632560567,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
4,same_01,5,0.05,oracle,0.3335235602610505,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
4,same_01,5,0.1,zero,0.3395506849165561,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.1,support,0.3306428503044376,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.1,wrong,0.33220596903525634,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.1,oracle,0.331528154927818,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.25,zero,0.3395506849165561,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.25,support,0.3306428503044376,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.25,wrong,0.33220596903525634,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_01,5,0.25,oracle,0.331528154927818,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
4,same_02,0,0.0,zero,0.4116583131511924,0,0,0,0,0,0,0,1
4,same_02,0,0.0,support,0.4116583131511924,0,0,0,0,0,0,0,1
4,same_02,0,0.0,wrong,0.4116583131511924,0,0,0,0,0,0,0,1
4,same_02,0,0.0,oracle,0.4116583131511924,0,0,0,0,0,0,0,1
4,same_02,1,0.05,zero,0.411670251181988,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.05,support,0.41164707431092057,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.05,wrong,0.41164489905151314,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.05,oracle,0.4116426461042697,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.1,zero,0.411670251181988,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.1,support,0.41164707431092057,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.1,wrong,0.41164489905151314,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.1,oracle,0.4116426461042697,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.25,zero,0.411670251181988,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.25,support,0.41164707431092057,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.25,wrong,0.41164489905151314,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,1,0.25,oracle,0.4116426461042697,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
4,same_02,3,0.05,zero,0.41691065826208695,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.05,support,0.40811906251149715,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.05,wrong,0.40644084987865287,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.05,oracle,0.40614141506283985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.1,zero,0.41691065826208695,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.1,support,0.40811906251149715,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.1,wrong,0.40644084987865287,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.1,oracle,0.40614141506283985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.25,zero,0.41691065826208695,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.25,support,0.40811906251149715,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.25,wrong,0.40644084987865287,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,3,0.25,oracle,0.40614141506283985,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
4,same_02,5,0.05,zero,0.43071169515640667,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
4,same_02,5,0.05,support,0.40202996761520515,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
