participant,U_P,U_W,G_MATCH
1,0.07418276742100716,0.06833604210987687,0.060908615589141846
2,0.015257743497689547,0.033402982788781316,-0.003971954186757415
3,0.00904131680727005,0.024864571324239165,0.004035102824370071
4,0.05648003518581389,0.05747608235105871,0.015720923741658524
5,0.004099463423093169,0.07026450242847204,0.04974083105723062
6,-0.1308390547831853,-0.10812589774529138,-0.12353439877430597
7,-0.0035621970891952515,0.006941631902009263,0.02334660043319066
8,-0.05188493927319843,0.03313554249083003,0.004209528366724669
9,0.0073373690247535706,0.011214791797101525,0.016797654330730438
