protocol,subjects,match_wrong_mean,match_wrong_median,match_wrong_positive,match_pop_mean,match_pop_positive
same_session,9,0.18226919473472739,0.203654254585437,8,0.02548393577456924,5
cross_session,9,0.13632751621720435,0.12734355514958148,9,0.004723385106759866,5
