fold,panel,identity_fraction,session_fraction,condition_fraction,artifact_fraction
2,physiological,0.06743066757917404,0.004412373062223196,0.04281280189752579,0.009008144028484821
2,phase_locked_erp,0.36019861698150635,0.023890886455774307,0.1793803721666336,0.04472370818257332
2,induced_residual,0.0005767032271251082,4.3327352614142e-05,4.718911804957315e-05,0.0004415284493006766
2,artifact_acquisition_only,0.05430767312645912,0.0022795170079916716,0.0011951501946896315,0.008675267919898033
2,amplitude_only,0.08716721087694168,0.0025650097522884607,0.004711678251624107,0.010386668145656586
2,topography_only,0.08716721087694168,0.0025650097522884607,0.00471167778596282,0.010386667214334011
2,latency_morphology_only,0.06743067502975464,0.004412373527884483,0.042812805622816086,0.00900814589112997
2,band_0.5_4,0.04499927535653114,0.006381386425346136,0.08460867404937744,0.00792438630014658
2,band_4_8,0.05262193828821182,0.0008968331967480481,0.07310771197080612,0.006000120658427477
2,band_8_13,0.13628911972045898,0.0022456191945821047,0.004371928982436657,0.012302353978157043
2,band_13_30,0.024517565965652466,0.0011401749216020107,0.0018766253488138318,0.004105293191969395
2,band_30_45,0.021997909992933273,0.0010470873676240444,0.0014279265888035297,0.003955370280891657
2,band_45_100,0.013199633918702602,0.0010522354859858751,0.001238976838067174,0.0020025288686156273
