fold,metric,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
2,cosine,physiological,3,1,-0.0158292967826128,0.45290858725761773,0.21052631578947367,0.0
2,cosine,physiological,3,2,0.0736519992351532,0.6024930747922438,0.05263157894736842,0.0
2,cosine,physiological,8,1,0.01794609986245632,0.5526315789473684,0.47368421052631576,0.15789473684210525
2,cosine,physiological,8,2,0.1765299141407013,0.7867036011080333,0.7894736842105263,0.5789473684210527
2,cosine,physiological,13,1,0.04047909006476402,0.6454293628808864,0.5263157894736842,0.10526315789473684
2,cosine,physiological,13,2,0.16359922289848328,0.8240997229916897,0.7894736842105263,0.0
2,cosine,phase_locked_erp,3,1,-0.20554570853710175,0.0,0.0,0.0
2,cosine,phase_locked_erp,3,2,0.4558368921279907,0.5,0.0,0.0
2,cosine,phase_locked_erp,8,1,0.1201140359044075,1.0,1.0,1.0
2,cosine,phase_locked_erp,8,2,0.11205420643091202,0.5,0.0,0.0
2,cosine,phase_locked_erp,13,1,0.29653796553611755,1.0,1.0,1.0
2,cosine,phase_locked_erp,13,2,0.681867778301239,1.0,1.0,1.0
2,cosine,induced_residual,3,1,-0.00032700231531634927,0.49722991689750695,0.3157894736842105,0.0
2,cosine,induced_residual,3,2,0.0008355100871995091,0.5484764542936288,0.42105263157894735,0.15789473684210525
2,cosine,induced_residual,8,1,0.0004123859107494354,0.5138504155124654,0.47368421052631576,0.2631578947368421
2,cosine,induced_residual,8,2,0.0006729095475748181,0.5069252077562327,0.3157894736842105,0.0
2,cosine,induced_residual,13,1,-0.0004070279246661812,0.46952908587257614,0.2631578947368421,0.05263157894736842
2,cosine,induced_residual,13,2,-0.0012621366186067462,0.42105263157894735,0.3157894736842105,0.15789473684210525
2,cosine,artifact_acquisition_only,3,1,0.07325737178325653,0.997229916897507,1.0,1.0
2,cosine,artifact_acquisition_only,3,2,0.07464081048965454,1.0,1.0,1.0
2,cosine,artifact_acquisition_only,8,1,0.034478604793548584,0.8614958448753463,0.8421052631578947,0.3684210526315789
2,cosine,artifact_acquisition_only,8,2,0.030205409973859787,0.8421052631578948,0.7368421052631579,0.3157894736842105
2,cosine,artifact_acquisition_only,13,1,0.010919838212430477,0.6343490304709141,0.631578947368421,0.21052631578947367
2,cosine,artifact_acquisition_only,13,2,0.007022008299827576,0.5789473684210527,0.42105263157894735,0.21052631578947367
2,cosine,amplitude_only,3,1,-0.03363693878054619,0.4307479224376731,0.3157894736842105,0.0
2,cosine,amplitude_only,3,2,0.02727845124900341,0.5470914127423823,0.15789473684210525,0.0
2,cosine,amplitude_only,8,1,0.027203237637877464,0.5193905817174516,0.5263157894736842,0.3157894736842105
2,cosine,amplitude_only,8,2,0.32375869154930115,0.9127423822714682,0.9473684210526315,0.7894736842105263
2,cosine,amplitude_only,13,1,-0.011567928828299046,0.4584487534626039,0.15789473684210525,0.0
2,cosine,amplitude_only,13,2,0.08873867988586426,0.6537396121883656,0.6842105263157895,0.0
2,cosine,topography_only,3,1,-0.033636946231126785,0.4307479224376731,0.3157894736842105,0.0
2,cosine,topography_only,3,2,0.027278447523713112,0.5470914127423823,0.15789473684210525,0.0
2,cosine,topography_only,8,1,0.02720324695110321,0.5193905817174516,0.5263157894736842,0.3157894736842105
2,cosine,topography_only,8,2,0.32375869154930115,0.9127423822714682,0.9473684210526315,0.7894736842105263
2,cosine,topography_only,13,1,-0.011567923240363598,0.4584487534626039,0.15789473684210525,0.0
2,cosine,topography_only,13,2,0.08873867988586426,0.6537396121883656,0.6842105263157895,0.0
2,cosine,latency_morphology_only,3,1,-0.0158292967826128,0.45290858725761773,0.21052631578947367,0.0
2,cosine,latency_morphology_only,3,2,0.0736519917845726,0.6024930747922438,0.05263157894736842,0.0
2,cosine,latency_morphology_only,8,1,0.017946096137166023,0.5526315789473684,0.47368421052631576,0.15789473684210525
2,cosine,latency_morphology_only,8,2,0.1765298992395401,0.7867036011080333,0.7894736842105263,0.5789473684210527
2,cosine,latency_morphology_only,13,1,0.04047909006476402,0.6454293628808864,0.5263157894736842,0.10526315789473684
2,cosine,latency_morphology_only,13,2,0.16359925270080566,0.8240997229916897,0.7894736842105263,0.0
2,cosine,band_0.5_4,3,1,0.02135431207716465,0.5263157894736842,0.21052631578947367,0.0
2,cosine,band_0.5_4,3,2,0.16147245466709137,0.5789473684210527,0.05263157894736842,0.0
2,cosine,band_0.5_4,8,1,-0.020604532212018967,0.46398891966759004,0.3684210526315789,0.2631578947368421
2,cosine,band_0.5_4,8,2,0.10162078589200974,0.6357340720221607,0.5789473684210527,0.3684210526315789
2,cosine,band_0.5_4,13,1,0.05134876072406769,0.709141274238227,0.5789473684210527,0.05263157894736842
2,cosine,band_0.5_4,13,2,0.3821752965450287,0.9626038781163435,0.9473684210526315,0.7894736842105263
2,cosine,band_4_8,3,1,-0.01518735010176897,0.4224376731301939,0.3157894736842105,0.0
2,cosine,band_4_8,3,2,-0.0725981816649437,0.32963988919667586,0.15789473684210525,0.0
2,cosine,band_4_8,8,1,-0.0343695729970932,0.3213296398891966,0.15789473684210525,0.0
2,cosine,band_4_8,8,2,0.010665692389011383,0.5221606648199446,0.10526315789473684,0.0
2,cosine,band_4_8,13,1,0.023695344105362892,0.6800554016620499,0.47368421052631576,0.3684210526315789
2,cosine,band_4_8,13,2,0.23919594287872314,0.9944598337950139,1.0,1.0
2,cosine,band_8_13,3,1,0.07032211124897003,0.610803324099723,0.21052631578947367,0.0
2,cosine,band_8_13,3,2,0.04104847460985184,0.5096952908587258,0.05263157894736842,0.0
2,cosine,band_8_13,8,1,0.5515475273132324,0.9861495844875346,1.0,0.9473684210526315
2,cosine,band_8_13,8,2,0.5882964730262756,1.0,1.0,1.0
2,cosine,band_8_13,13,1,0.5984945297241211,1.0,1.0,1.0
2,cosine,band_8_13,13,2,0.6526314616203308,1.0,1.0,1.0
2,cosine,band_13_30,3,1,0.015051615424454212,0.646814404432133,0.47368421052631576,0.05263157894736842
2,cosine,band_13_30,3,2,0.022940481081604958,0.7742382271468143,0.631578947368421,0.42105263157894735
2,cosine,band_13_30,8,1,-0.013588513247668743,0.35180055401662047,0.3157894736842105,0.05263157894736842
2,cosine,band_13_30,8,2,0.013096336275339127,0.6551246537396122,0.5789473684210527,0.21052631578947367
2,cosine,band_13_30,13,1,-0.007569753099232912,0.4362880886426593,0.2631578947368421,0.0
2,cosine,band_13_30,13,2,0.007683678064495325,0.5886426592797783,0.3684210526315789,0.05263157894736842
2,cosine,band_30_45,3,1,0.01475506741553545,0.7146814404432134,0.5789473684210527,0.21052631578947367
2,cosine,band_30_45,3,2,0.009256009012460709,0.5941828254847645,0.5263157894736842,0.3157894736842105
2,cosine,band_30_45,8,1,0.008592664264142513,0.6523545706371191,0.5263157894736842,0.15789473684210525
2,cosine,band_30_45,8,2,0.0059408931992948055,0.5997229916897506,0.47368421052631576,0.21052631578947367
2,cosine,band_30_45,13,1,-0.004974847659468651,0.40027700831024937,0.21052631578947367,0.10526315789473684
2,cosine,band_30_45,13,2,0.002918935613706708,0.5193905817174516,0.3157894736842105,0.15789473684210525
2,cosine,band_45_100,3,1,-0.00964471697807312,0.3559556786703601,0.21052631578947367,0.05263157894736842
2,cosine,band_45_100,3,2,-0.004840710666030645,0.44321329639889195,0.21052631578947367,0.0
2,cosine,band_45_100,8,1,0.005733506288379431,0.6246537396121884,0.5789473684210527,0.2631578947368421
2,cosine,band_45_100,8,2,-0.006591798271983862,0.4487534626038781,0.21052631578947367,0.0
2,cosine,band_45_100,13,1,0.017444895580410957,0.6052631578947368,0.5789473684210527,0.3684210526315789
2,cosine,band_45_100,13,2,0.0011714700376614928,0.47506925207756234,0.3157894736842105,0.2631578947368421
2,old_verifier_A,full_original,3,aggregate,0.11437264829874039,0.6828254847645429,0.6052631578947368,0.3684210526315789
2,old_verifier_A,full_original,8,aggregate,0.13040783256292343,0.7091412742382271,0.7105263157894737,0.5789473684210527
2,old_verifier_A,full_original,13,aggregate,0.22408198937773705,0.8206371191135734,0.6842105263157895,0.5263157894736842
2,old_verifier_B,full_original,3,aggregate,0.2607554942369461,0.7700831024930748,0.6052631578947368,0.39473684210526316
2,old_verifier_B,full_original,8,aggregate,0.2973630242049694,0.8220221606648199,0.7105263157894737,0.5789473684210527
2,old_verifier_B,full_original,13,aggregate,0.6519667357206345,0.989612188365651,0.9736842105263157,0.8947368421052632
