K,participant,donor,wrong_rrmse,match_rrmse,utility,win,raw_support_donor
1,1,2,0.5571448504924774,0.509735181927681,0.04740966856479645,1,1
1,1,3,0.6093149483203888,0.509735181927681,0.09957976639270782,1,1
1,1,4,0.5062692314386368,0.509735181927681,-0.0034659504890441895,0,1
1,1,5,0.4825904071331024,0.509735181927681,-0.027144774794578552,0,1
1,1,6,0.5378607511520386,0.509735181927681,0.028125569224357605,1,1
1,1,7,0.523747444152832,0.509735181927681,0.014012262225151062,1,1
1,1,8,0.5437420010566711,0.509735181927681,0.03400681912899017,1,1
1,1,9,0.5250544548034668,0.509735181927681,0.015319272875785828,1,1
1,2,1,0.5084815174341202,0.5242300430933634,-0.01574852565924323,0,1
1,2,3,0.5847493608792623,0.5242300430933634,0.06051931778589892,1,1
1,2,4,0.5056059459845225,0.5242300430933634,-0.018624097108840942,0,1
1,2,5,0.4985203246275584,0.5242300430933634,-0.025709718465804998,0,1
1,2,6,0.5461555123329163,0.5242300430933634,0.021925469239552853,1,1
1,2,7,0.5332403977711996,0.5242300430933634,0.009010354677836174,1,1
1,2,8,0.555061141649882,0.5242300430933634,0.030831098556518555,1,1
1,2,9,0.55465700229009,0.5242300430933634,0.030426959196726555,1,1
1,3,1,0.38574859499931335,0.3914266626040141,-0.005678067604700743,0,1
1,3,2,0.4011463026205699,0.3914266626040141,0.009719640016555786,1,1
1,3,4,0.37542852759361267,0.3914266626040141,-0.015998135010401426,0,1
1,3,5,0.38396472732226056,0.3914266626040141,-0.00746193528175354,0,1
1,3,6,0.3941231270631154,0.3914266626040141,0.002696464459101322,1,1
1,3,7,0.40218615531921387,0.3914266626040141,0.01075949271519977,1,1
1,3,8,0.404849370320638,0.3914266626040141,0.013422707716623905,1,1
1,3,9,0.4203176200389862,0.3914266626040141,0.02889095743497211,1,1
1,4,1,0.41124869883060455,0.423078328371048,-0.01182962954044342,0,1
1,4,2,0.4572818875312805,0.423078328371048,0.034203559160232544,1,1
1,4,3,0.4665773610273997,0.423078328371048,0.043499032656351744,1,1
1,4,5,0.42152678966522217,0.423078328371048,-0.0015515387058258057,0,1
1,4,6,0.4422701398531596,0.423078328371048,0.01919181148211163,1,1
1,4,7,0.4354454775651296,0.423078328371048,0.012367149194081606,1,1
1,4,8,0.44475190838177997,0.423078328371048,0.021673580010731996,1,1
1,4,9,0.4268258810043335,0.423078328371048,0.0037475526332855225,1,1
1,5,1,0.5767034441232681,0.5588016708691915,0.017901773254076603,1,1
1,5,2,0.6060391664505005,0.5588016708691915,0.047237495581308964,1,1
1,5,3,0.601602037747701,0.5588016708691915,0.04280036687850952,1,1
1,5,4,0.5548693835735321,0.5588016708691915,-0.00393228729565942,0,1
1,5,6,0.5885423819224039,0.5588016708691915,0.02974071105321241,1,1
1,5,7,0.563657800356547,0.5588016708691915,0.004856129487355476,1,1
1,5,8,0.5708951453367869,0.5588016708691915,0.012093474467595344,1,1
1,5,9,0.5631806949774424,0.5588016708691915,0.004379024108250862,1,1
1,6,1,0.5825317203998566,0.6044319272041321,-0.021900206804275513,0,1
1,6,2,0.594247023264567,0.6044319272041321,-0.01018490393956506,0,1
1,6,3,0.6174856026967367,0.6044319272041321,0.01305367549260461,1,1
1,6,4,0.5580249031384786,0.6044319272041321,-0.046407024065653446,0,1
1,6,5,0.5240378578503927,0.6044319272041321,-0.08039406935373938,0,1
1,6,7,0.5823895335197449,0.6044319272041321,-0.022042393684387207,0,1
1,6,8,0.5867557128270467,0.6044319272041321,-0.01767621437708533,0,1
1,6,9,0.5883671243985494,0.6044319272041321,-0.016064802805582645,0,1
1,7,1,0.5330759882926941,0.5357737342516581,-0.002697745958963993,0,1
