evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-23,120.0,399.07,ses-02,eligible,120.0,ERP
True,30.0,False,sub-23,120.0,294.38,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-23,120.0,411.76,ses-03,eligible,120.0,ERP
True,30.0,False,sub-23,120.0,237.05,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-23,120.0,462.47,ses-04,eligible,120.0,ERP
True,30.0,False,sub-23,120.0,239.8,ses-04,eligible,120.0,SSVEP
