evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-15,120.0,387.73,ses-02,eligible,120.0,ERP
True,30.0,False,sub-15,120.0,258.03,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-15,120.0,385.35,ses-03,eligible,120.0,ERP
True,30.0,False,sub-15,120.0,234.1,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-15,120.0,430.85,ses-04,eligible,120.0,ERP
True,30.0,False,sub-15,120.0,259.09,ses-04,eligible,120.0,SSVEP
