evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-17,120.0,379.9,ses-02,eligible,120.0,ERP
True,30.0,False,sub-17,120.0,243.92,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-17,120.0,398.87,ses-03,eligible,120.0,ERP
True,30.0,False,sub-17,120.0,235.35,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-17,120.0,385.62,ses-04,eligible,120.0,ERP
True,30.0,False,sub-17,120.0,236.95,ses-04,eligible,120.0,SSVEP
