evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-06,120.0,375.51,ses-02,eligible,120.0,ERP
True,30.0,False,sub-06,120.0,237.85,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-06,120.0,380.59,ses-03,eligible,120.0,ERP
True,30.0,False,sub-06,120.0,245.07,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-06,120.0,393.71,ses-04,eligible,120.0,ERP
True,30.0,False,sub-06,120.0,239.48,ses-04,eligible,120.0,SSVEP
