evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-09,120.0,381.53,ses-02,eligible,120.0,ERP
True,30.0,False,sub-09,120.0,237.88,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-09,120.0,382.55,ses-03,eligible,120.0,ERP
True,30.0,False,sub-09,120.0,239.38,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-09,120.0,379.89,ses-04,eligible,120.0,ERP
True,30.0,False,sub-09,120.0,236.48,ses-04,eligible,120.0,SSVEP
