evaluator_contains_C_query,guard_seconds,inference_contains_C_query,participant,qgen_seconds,qnatural_seconds,session,status,support_seconds,task
True,30.0,False,sub-19,120.0,377.63,ses-02,eligible,120.0,ERP
True,30.0,False,sub-19,120.0,354.75,ses-02,eligible,120.0,SSVEP
True,30.0,False,sub-19,120.0,443.52,ses-03,eligible,120.0,ERP
True,30.0,False,sub-19,120.0,320.64,ses-03,eligible,120.0,SSVEP
True,30.0,False,sub-19,120.0,407.0,ses-04,eligible,120.0,ERP
True,30.0,False,sub-19,120.0,261.34,ses-04,eligible,120.0,SSVEP
